booking_id,user_id,session_id,search_id,booking_ts,route_id,airline_code,travel_date,booking_window_days,price,coupon_code,discount_amount,booking_status,payment_method,is_new_user_booking,user_segment,is_problem_period
BKG_000011,USR_00010,SES_0000043,SCH_0000037,2024-08-30 11:39:00,ROUTE_LKO-DEL,6E,2024-09-03,4,3895,,0,confirmed,debit_card,False,returning_organic,True
BKG_000012,USR_00010,SES_0000043,SCH_0000038,2024-08-30 11:43:00,ROUTE_LKO-DEL,AI,2024-09-09,10,8444,MONSOON30,800,abandoned,credit_card,False,returning_organic,True
BKG_000013,USR_00010,SES_0000048,SCH_0000045,2024-08-06 13:39:00,ROUTE_LKO-DEL,SG,2024-09-03,28,7723,FIRST200,500,confirmed,UPI,False,returning_organic,True
BKG_000014,USR_00011,SES_0000051,SCH_0000047,2024-07-25 12:27:00,ROUTE_DEL-BOM,SG,2024-10-20,87,8894,MONSOON30,500,abandoned,UPI,False,returning_organic,True
BKG_000015,USR_00015,SES_0000061,SCH_0000055,2024-08-08 11:31:00,ROUTE_LKO-DEL,SG,2024-08-19,11,5398,,0,abandoned,UPI,True,new_organic,True
BKG_000016,USR_00016,SES_0000064,SCH_0000059,2024-07-31 10:14:00,ROUTE_BOM-HYD,6E,2024-08-26,26,7482,PMT100,500,confirmed,UPI,True,new_organic,True
BKG_000017,USR_00017,SES_0000066,SCH_0000060,2024-08-08 11:04:00,ROUTE_DEL-BOM,6E,2024-09-11,34,5230,FIRST200,1000,confirmed,UPI,False,returning_organic,True
BKG_000018,USR_00019,SES_0000079,SCH_0000070,2024-08-17 17:37:00,ROUTE_DEL-BLR,SG,2024-09-07,21,8307,PMT100,600,confirmed,debit_card,False,returning_organic,True
BKG_000019,USR_00021,SES_0000088,SCH_0000076,2024-08-30 18:19:00,ROUTE_DEL-BOM,6E,2024-09-26,27,4080,,0,confirmed,UPI,False,returning_organic,True
BKG_000020,USR_00021,SES_0000088,SCH_0000076,2024-08-30 18:27:00,ROUTE_DEL-BOM,6E,2024-09-26,27,4080,,0,confirmed,UPI,False,returning_organic,True
BKG_000021,USR_00021,SES_0000090,SCH_0000080,2024-06-16 10:47:00,ROUTE_IXC-DEL,6E,2024-07-01,15,7950,,0,confirmed,UPI,False,returning_organic,False
BKG_000022,USR_00021,SES_0000092,SCH_0000084,2024-08-08 11:46:00,ROUTE_JAI-DEL,UK,2024-08-20,12,7501,,0,abandoned,UPI,False,returning_organic,True
BKG_000023,USR_00021,SES_0000094,SCH_0000087,2024-05-26 11:10:00,ROUTE_JAI-DEL,SG,2024-09-21,118,7327,,0,confirmed,wallet,False,returning_organic,False
BKG_000024,USR_00022,SES_0000099,SCH_0000091,2024-06-04 14:18:00,ROUTE_JAI-DEL,SG,2024-06-07,3,7062,,0,confirmed,netbanking,False,returning_organic,False
BKG_000025,USR_00022,SES_0000102,SCH_0000093,2024-08-29 16:15:00,ROUTE_IXC-DEL,6E,2024-08-31,2,8202,,0,abandoned,UPI,False,returning_organic,True
BKG_000026,USR_00023,SES_0000104,SCH_0000095,2024-06-20 22:19:00,ROUTE_JAI-DEL,6E,2024-08-07,48,6370,FLASH40,200,confirmed,credit_card,False,returning_organic,False
BKG_000027,USR_00025,SES_0000111,SCH_0000100,2024-06-13 10:42:00,ROUTE_DEL-BLR,SG,2024-08-25,73,5513,,0,confirmed,UPI,False,returning_organic,False
BKG_000028,USR_00025,SES_0000112,SCH_0000101,2024-05-08 15:29:00,ROUTE_DEL-JAI,SG,2024-05-29,21,3649,,0,confirmed,UPI,False,returning_organic,False
BKG_000029,USR_00025,SES_0000114,SCH_0000103,2024-08-12 12:26:00,ROUTE_DEL-BLR,SG,2024-08-26,14,6731,,0,failed,debit_card,False,returning_organic,True
BKG_000030,USR_00027,SES_0000116,SCH_0000106,2024-05-30 22:36:00,ROUTE_DEL-BOM,SG,2024-07-12,43,5615,,0,abandoned,UPI,True,new_organic,False
BKG_000031,USR_00028,SES_0000120,SCH_0000108,2024-08-01 18:17:00,ROUTE_DEL-BOM,6E,2024-08-19,18,4548,FLASH40,1000,pending,debit_card,False,returning_organic,True
BKG_000032,USR_00028,SES_0000121,SCH_0000109,2024-08-10 10:54:00,ROUTE_DEL-GOI,I5,2024-08-11,1,6241,SAVE500,400,abandoned,UPI,False,returning_organic,True
BKG_000033,USR_00028,SES_0000122,SCH_0000111,2024-07-12 12:38:00,ROUTE_BOM-COK,6E,2024-08-05,24,7474,,0,confirmed,UPI,False,returning_organic,True
BKG_000034,USR_00029,SES_0000128,SCH_0000115,2024-06-05 13:42:00,ROUTE_DEL-BOM,AI,2024-06-10,5,8304,,0,confirmed,UPI,False,returning_organic,False
BKG_000035,USR_00031,SES_0000134,SCH_0000122,2024-05-30 16:11:00,ROUTE_DEL-BOM,I5,2024-06-01,2,6992,,0,abandoned,netbanking,False,returning_organic,False
BKG_000036,USR_00032,SES_0000138,SCH_0000126,2024-07-10 11:53:00,ROUTE_BOM-BLR,G8,2024-07-24,14,3720,PMT100,800,abandoned,UPI,False,returning_organic,True
BKG_000037,USR_00032,SES_0000140,SCH_0000128,2024-08-30 14:29:00,ROUTE_BLR-HYD,SG,2024-08-31,1,4717,,0,confirmed,debit_card,False,returning_organic,True
BKG_000038,USR_00032,SES_0000141,SCH_0000129,2024-06-15 13:52:00,ROUTE_BOM-HYD,SG,2024-06-19,4,7300,MONSOON30,300,abandoned,debit_card,False,returning_organic,False
BKG_000039,USR_00034,SES_0000148,SCH_0000135,2024-05-14 16:38:00,ROUTE_LKO-DEL,6E,2024-05-17,3,6787,,0,abandoned,UPI,False,returning_organic,False
BKG_000040,USR_00035,SES_0000152,SCH_0000139,2024-08-06 14:19:00,ROUTE_DEL-BOM,I5,2024-08-15,9,3919,PMT100,400,confirmed,UPI,False,returning_organic,True
BKG_000041,USR_00037,SES_0000160,SCH_0000147,2024-05-23 14:50:00,ROUTE_BLR-HYD,6E,2024-06-06,14,7625,,0,confirmed,netbanking,False,returning_organic,False
BKG_000042,USR_00039,SES_0000166,SCH_0000152,2024-08-03 13:22:00,ROUTE_BOM-BLR,AI,2024-09-07,35,6899,PMT100,500,confirmed,UPI,False,returning_organic,True
BKG_000043,USR_00040,SES_0000170,SCH_0000157,2024-05-30 15:13:00,ROUTE_BOM-BLR,SG,2024-05-31,1,4836,FLASH40,300,confirmed,debit_card,False,returning_organic,False
BKG_000044,USR_00041,SES_0000177,SCH_0000162,2024-08-11 17:03:00,ROUTE_BLR-MYQ,AI,2024-09-03,23,6887,FIRST200,400,confirmed,wallet,False,returning_organic,True
BKG_000045,USR_00042,SES_0000180,SCH_0000166,2024-05-19 14:45:00,ROUTE_LKO-DEL,AI,2024-05-30,11,4436,,200,abandoned,debit_card,False,returning_organic,False
BKG_000046,USR_00042,SES_0000182,SCH_0000167,2024-04-14 11:49:00,ROUTE_LKO-DEL,6E,2024-04-21,7,5843,,0,confirmed,debit_card,False,returning_organic,False
BKG_000047,USR_00043,SES_0000190,SCH_0000174,2024-07-20 19:50:00,ROUTE_BOM-HYD,6E,2024-08-20,31,7447,SAVE500,800,confirmed,credit_card,False,returning_organic,True
BKG_000048,USR_00044,SES_0000193,SCH_0000177,2024-05-25 18:18:00,ROUTE_BOM-BLR,I5,2024-10-17,145,4860,,0,confirmed,credit_card,False,returning_organic,False
BKG_000049,USR_00044,SES_0000196,SCH_0000178,2024-05-19 12:02:00,ROUTE_BOM-BLR,SG,2024-05-21,2,6954,MONSOON30,400,confirmed,debit_card,False,returning_organic,False
BKG_000050,USR_00045,SES_0000201,SCH_0000182,2024-08-07 10:24:00,ROUTE_JAI-DEL,SG,2024-08-27,20,8960,,0,confirmed,UPI,False,returning_organic,True
BKG_000051,USR_00045,SES_0000202,SCH_0000185,2024-07-03 19:54:00,ROUTE_IXC-DEL,SG,2024-07-04,1,5931,PMT100,400,confirmed,UPI,False,returning_organic,True
BKG_000052,USR_00045,SES_0000204,SCH_0000187,2024-06-07 16:17:00,ROUTE_JAI-DEL,AI,2024-06-09,2,7083,,0,abandoned,UPI,False,returning_organic,False
BKG_000053,USR_00046,SES_0000207,SCH_0000191,2024-07-24 10:16:00,ROUTE_LKO-DEL,6E,2024-07-25,1,4728,,0,confirmed,UPI,True,new_organic,True
BKG_000054,USR_00048,SES_0000212,SCH_0000195,2024-05-24 17:32:00,ROUTE_BOM-COK,G8,2024-05-29,5,7568,,0,confirmed,credit_card,False,returning_organic,False
BKG_000055,USR_00048,SES_0000213,SCH_0000196,2024-04-23 18:00:00,ROUTE_BOM-BLR,UK,2024-04-26,3,8098,,0,confirmed,debit_card,False,returning_organic,False
BKG_000056,USR_00048,SES_0000217,SCH_0000200,2024-08-02 18:32:00,ROUTE_DEL-BLR,AI,2024-08-14,12,8251,FLASH40,500,confirmed,debit_card,False,returning_organic,True
BKG_000057,USR_00049,SES_0000219,SCH_0000202,2024-04-15 12:42:00,ROUTE_BOM-COK,6E,2024-05-28,43,6703,FIRST200,200,confirmed,debit_card,False,returning_organic,False
BKG_000058,USR_00049,SES_0000220,SCH_0000203,2024-04-14 10:53:00,ROUTE_BOM-BLR,6E,2024-04-15,1,4517,FIRST200,200,confirmed,netbanking,False,returning_organic,False
BKG_000059,USR_00050,SES_0000221,SCH_0000204,2024-08-02 13:27:00,ROUTE_LKO-DEL,6E,2024-10-13,72,3854,,0,confirmed,UPI,False,returning_organic,True
BKG_000060,USR_00050,SES_0000221,SCH_0000205,2024-08-02 13:29:00,,UK,2024-08-16,14,5895,,0,abandoned,UPI,False,returning_organic,True
BKG_000061,USR_00051,SES_0000227,SCH_0000210,2024-08-07 15:01:00,ROUTE_BOM-BLR,6E,2024-10-06,60,4730,PMT100,800,confirmed,debit_card,False,returning_organic,True
BKG_000062,USR_00052,SES_0000233,SCH_0000213,2024-07-23 22:21:00,ROUTE_LKO-DEL,SG,2024-08-04,12,6493,SAVE500,600,abandoned,UPI,False,returning_organic,True
BKG_000063,USR_00052,SES_0000236,SCH_0000217,2024-08-25 14:05:00,ROUTE_BHO-BOM,6E,2024-08-27,2,4237,SAVE500,1000,abandoned,credit_card,False,returning_organic,True
BKG_000064,USR_00054,SES_0000246,SCH_0000224,2024-06-16 13:04:00,ROUTE_BOM-COK,AI,2024-06-21,5,8753,,0,abandoned,credit_card,False,returning_organic,False
BKG_000065,USR_00054,SES_0000248,SCH_0000226,2024-07-05 11:58:00,ROUTE_DEL-GOI,6E,2024-07-06,1,7783,SAVE500,400,confirmed,debit_card,False,returning_organic,True
BKG_000066,USR_00054,SES_0000250,SCH_0000231,2024-05-26 10:55:00,ROUTE_DEL-JAI,G8,2024-05-28,2,7028,,0,confirmed,UPI,False,returning_organic,False
BKG_000067,USR_00055,SES_0000252,SCH_0000234,2024-08-27 13:44:00,ROUTE_BOM-BLR,AI,2024-09-30,34,5564,FIRST200,500,failed,debit_card,False,returning_organic,True
BKG_000068,USR_00055,SES_0000255,SCH_0000235,2024-06-24 15:25:00,ROUTE_BOM-HYD,UK,2024-07-29,35,4065,,0,abandoned,credit_card,False,returning_organic,False
BKG_000069,USR_00056,SES_0000258,SCH_0000237,2024-07-01 17:33:00,ROUTE_BOM-BLR,AI,2024-08-17,47,5646,,0,confirmed,debit_card,False,returning_organic,True
BKG_000070,USR_00057,SES_0000262,SCH_0000240,2024-04-21 10:26:00,ROUTE_IXC-DEL,AI,2024-04-22,1,3690,SAVE500,300,confirmed,credit_card,False,returning_organic,False
BKG_000071,USR_00057,SES_0000265,SCH_0000243,2024-08-19 12:45:00,ROUTE_LKO-DEL,AI,2024-08-22,3,4739,,0,abandoned,UPI,False,returning_organic,True
BKG_000072,USR_00060,SES_0000272,SCH_0000250,2024-08-08 15:32:00,ROUTE_BOM-HYD,SG,2024-08-09,1,5527,,800,confirmed,credit_card,False,returning_organic,True
BKG_000073,USR_00061,SES_0000275,SCH_0000253,2024-06-15 10:24:00,ROUTE_BLR-MYQ,6E,2024-06-19,4,4067,SAVE500,300,confirmed,wallet,False,returning_organic,False
BKG_000074,USR_00061,SES_0000278,SCH_0000256,2024-08-21 22:09:00,ROUTE_BOM-HYD,6E,2024-09-08,18,7503,FIRST200,600,confirmed,UPI,False,returning_organic,True
BKG_000075,USR_00064,SES_0000284,SCH_0000263,2024-05-26 10:13:00,ROUTE_DEL-JAI,SG,2024-05-27,1,4009,PMT100,300,abandoned,UPI,False,returning_organic,False
BKG_000076,USR_00067,SES_0000296,SCH_0000276,2024-08-18 18:39:00,ROUTE_JAI-DEL,SG,2024-08-19,1,5958,FIRST200,400,confirmed,UPI,False,returning_organic,True
BKG_000077,USR_00067,SES_0000296,SCH_0000277,2024-08-18 18:35:00,,6E,2024-09-15,28,5979,,0,confirmed,UPI,False,returning_organic,True
BKG_000078,USR_00067,SES_0000297,SCH_0000279,2024-08-17 16:11:00,ROUTE_JAI-DEL,UK,2024-08-26,9,5977,MONSOON30,600,confirmed,credit_card,False,returning_organic,True
BKG_000079,USR_00069,SES_0000310,SCH_0000293,2024-07-01 14:49:00,ROUTE_BOM-HYD,SG,2024-07-13,12,3947,,400,pending,UPI,False,returning_organic,True
BKG_000080,USR_00072,SES_0000319,SCH_0000298,2024-08-29 18:03:00,ROUTE_DEL-BLR,AI,2024-09-20,22,8935,,0,pending,debit_card,True,new_organic,True
BKG_000081,USR_00072,SES_0000319,SCH_0000299,2024-08-29 17:54:00,ROUTE_LKO-DEL,6E,2024-09-25,27,6106,SAVE500,600,confirmed,UPI,True,new_organic,True
BKG_000082,USR_00073,SES_0000321,SCH_0000301,2024-06-20 20:42:00,ROUTE_BOM-BLR,6E,2024-08-05,46,5868,FLASH40,500,abandoned,UPI,False,returning_organic,False
BKG_000083,USR_00078,SES_0000337,SCH_0000313,2024-05-06 11:50:00,ROUTE_BHO-BOM,SG,2024-05-17,11,4268,,0,confirmed,debit_card,True,new_organic,False
BKG_000084,USR_00079,SES_0000340,SCH_0000315,2024-07-04 12:06:00,ROUTE_BOM-HYD,6E,2024-07-08,4,4433,,0,confirmed,UPI,False,returning_organic,True
BKG_000085,USR_00079,SES_0000340,SCH_0000317,2024-07-04 12:05:00,ROUTE_DEL-HYD,6E,2024-09-01,59,6614,,0,confirmed,UPI,False,returning_organic,True
BKG_000086,USR_00080,SES_0000345,SCH_0000320,2024-04-26 11:20:00,ROUTE_BLR-MYQ,I5,2024-05-09,13,7710,,0,failed,netbanking,False,returning_organic,False
BKG_000087,USR_00084,SES_0000358,SCH_0000335,2024-07-13 14:34:00,ROUTE_DEL-BOM,6E,2024-08-22,40,8890,,0,confirmed,credit_card,False,returning_organic,True
BKG_000088,USR_00084,SES_0000358,SCH_0000336,2024-07-13 14:35:00,ROUTE_BLR-HYD,AI,2024-07-14,1,8124,,0,confirmed,debit_card,False,returning_organic,True
BKG_000089,USR_00084,SES_0000362,SCH_0000339,2024-05-24 11:03:00,ROUTE_DEL-BOM,AI,2024-05-30,6,7358,SAVE500,200,abandoned,UPI,False,returning_organic,False
BKG_000090,USR_00085,SES_0000366,SCH_0000343,2024-06-21 12:42:00,ROUTE_DEL-BLR,SG,2024-06-26,5,5796,FIRST200,200,abandoned,credit_card,False,returning_organic,False
BKG_000091,USR_00085,SES_0000367,SCH_0000344,2024-07-29 20:47:00,ROUTE_DEL-BOM,6E,2024-08-15,17,6200,,0,confirmed,credit_card,False,returning_organic,True
BKG_000092,USR_00085,SES_0000369,SCH_0000347,2024-08-30 13:06:00,ROUTE_BOM-HYD,6E,2024-09-03,4,8779,FIRST200,600,confirmed,UPI,False,returning_organic,True
BKG_000093,USR_00086,SES_0000373,SCH_0000350,2024-08-17 17:40:00,ROUTE_BOM-BLR,SG,2024-08-24,7,5679,FIRST200,400,confirmed,UPI,False,returning_organic,True
BKG_000094,USR_00086,SES_0000376,SCH_0000353,2024-07-22 10:41:00,ROUTE_DEL-HYD,UK,2024-07-24,2,5348,,0,abandoned,UPI,False,returning_organic,True
BKG_000095,USR_00087,SES_0000377,SCH_0000355,2024-08-14 19:39:00,ROUTE_BOM-BLR,SG,2024-08-24,10,6953,,400,confirmed,debit_card,False,returning_organic,True
BKG_000096,USR_00087,SES_0000379,SCH_0000357,2024-07-01 15:55:00,ROUTE_DEL-BOM,SG,2024-08-03,33,6937,FLASH40,500,abandoned,UPI,False,returning_organic,True
BKG_000097,USR_00087,SES_0000382,SCH_0000359,2024-06-29 18:42:00,ROUTE_BOM-HYD,6E,2024-07-10,11,6461,,0,pending,debit_card,False,returning_organic,False
BKG_000098,USR_00087,SES_0000383,SCH_0000360,2024-06-04 18:39:00,ROUTE_BOM-HYD,SG,2024-06-15,11,5841,,0,confirmed,credit_card,False,returning_organic,False
BKG_000099,USR_00088,SES_0000388,SCH_0000364,2024-07-31 11:21:00,ROUTE_BOM-BLR,SG,2024-08-10,10,4608,,0,confirmed,UPI,False,returning_organic,True
BKG_000100,USR_00088,SES_0000388,SCH_0000365,2024-07-31 11:24:00,ROUTE_BLR-HYD,SG,2024-08-04,4,7903,FIRST200,500,abandoned,UPI,False,returning_organic,True
BKG_000101,USR_00088,SES_0000389,SCH_0000366,2024-07-13 20:44:00,ROUTE_DEL-HYD,6E,2024-07-17,4,8222,FIRST200,800,abandoned,debit_card,False,returning_organic,True
BKG_000102,USR_00089,SES_0000390,SCH_0000367,2024-08-21 10:11:00,ROUTE_DEL-HYD,SG,2024-10-17,57,6599,SAVE500,400,confirmed,credit_card,False,returning_organic,True
BKG_000103,USR_00089,SES_0000392,SCH_0000368,2024-07-18 18:26:00,ROUTE_BLR-HYD,6E,2024-07-23,5,7659,,0,confirmed,UPI,False,returning_organic,True
BKG_000104,USR_00090,SES_0000397,SCH_0000369,2024-06-21 11:07:00,ROUTE_DEL-BOM,AI,2024-06-22,1,6342,PMT100,200,abandoned,UPI,False,returning_organic,False
BKG_000105,USR_00090,SES_0000399,SCH_0000371,2024-07-03 18:36:00,ROUTE_DEL-HYD,UK,2024-07-28,25,7301,,0,abandoned,wallet,False,returning_organic,True
BKG_000106,USR_00090,SES_0000400,SCH_0000372,2024-07-04 14:29:00,ROUTE_DEL-BLR,SG,2024-07-08,4,7982,,0,confirmed,debit_card,False,returning_organic,True
BKG_000107,USR_00090,SES_0000400,SCH_0000373,2024-07-04 14:29:00,ROUTE_DEL-HYD,6E,2024-07-23,19,4021,SAVE500,1000,abandoned,credit_card,False,returning_organic,True
BKG_000108,USR_00096,SES_0000414,SCH_0000381,2024-07-18 08:49:00,ROUTE_BOM-HYD,UK,2024-08-05,18,5548,,0,confirmed,debit_card,False,returning_organic,True
BKG_000109,USR_00098,SES_0000422,SCH_0000388,2024-08-20 10:44:00,ROUTE_DEL-BOM,AI,2024-08-21,1,7939,,0,confirmed,netbanking,False,returning_organic,True
BKG_000110,USR_00099,SES_0000426,SCH_0000392,2024-08-08 22:14:00,ROUTE_DEL-HYD,SG,2024-09-10,33,6154,PMT100,800,confirmed,debit_card,False,returning_organic,True
BKG_000111,USR_00099,SES_0000428,SCH_0000396,2024-05-21 09:34:00,ROUTE_BOM-BLR,SG,2024-05-31,10,7014,FIRST200,400,confirmed,UPI,False,returning_organic,False
BKG_000112,USR_00100,SES_0000433,SCH_0000398,2024-06-23 23:06:00,ROUTE_BLR-HYD,UK,2024-06-29,6,7208,,0,confirmed,UPI,False,returning_organic,False
BKG_000113,USR_00101,SES_0000438,SCH_0000405,2024-07-17 10:16:00,ROUTE_DEL-BOM,G8,2024-07-21,4,4031,,0,confirmed,UPI,False,returning_organic,True
BKG_000114,USR_00101,SES_0000438,SCH_0000406,2024-07-17 10:17:00,ROUTE_DEL-HYD,SG,2024-07-22,5,4548,PMT100,600,abandoned,UPI,False,returning_organic,True
BKG_000115,USR_00101,SES_0000441,SCH_0000408,2024-06-02 14:02:00,ROUTE_DEL-BLR,UK,2024-06-17,15,4188,FIRST200,200,confirmed,UPI,False,returning_organic,False
BKG_000116,USR_00101,SES_0000442,SCH_0000409,2024-08-04 14:51:00,ROUTE_DEL-BLR,I5,2024-08-05,1,4241,,800,abandoned,UPI,False,returning_organic,True
BKG_000117,USR_00102,SES_0000448,SCH_0000414,2024-08-02 19:42:00,ROUTE_IXC-DEL,6E,2024-08-04,2,4218,PMT100,500,confirmed,credit_card,False,returning_organic,True
BKG_000118,USR_00104,SES_0000452,SCH_0000417,2024-07-29 12:00:00,ROUTE_DEL-BLR,UK,2024-08-13,15,5650,,0,confirmed,debit_card,False,returning_organic,True
BKG_000119,USR_00104,SES_0000454,SCH_0000418,2024-08-15 14:10:00,ROUTE_DEL-BOM,SG,2024-08-16,1,6640,,0,confirmed,UPI,False,returning_organic,True
BKG_000120,USR_00104,SES_0000455,SCH_0000420,2024-05-23 16:15:00,ROUTE_DEL-BOM,UK,2024-05-31,8,3963,PMT100,500,abandoned,UPI,False,returning_organic,False
BKG_000121,USR_00105,SES_0000458,SCH_0000422,2024-05-13 08:49:00,ROUTE_DEL-BLR,UK,2024-06-09,27,4849,,0,abandoned,UPI,False,returning_organic,False
BKG_000122,USR_00105,SES_0000459,SCH_0000423,2024-08-15 15:49:00,ROUTE_BOM-HYD,SG,2024-08-26,11,6822,MONSOON30,800,confirmed,UPI,False,returning_organic,True
BKG_000123,USR_00107,SES_0000469,SCH_0000429,2024-05-23 17:54:00,ROUTE_DEL-BOM,6E,2024-06-19,27,5576,,0,abandoned,credit_card,False,returning_organic,False
BKG_000124,USR_00108,SES_0000476,SCH_0000432,2024-06-27 13:46:00,ROUTE_BOM-BLR,SG,2024-07-04,7,6044,,0,abandoned,credit_card,False,returning_organic,False
BKG_000125,USR_00108,SES_0000480,SCH_0000435,2024-08-17 09:22:00,ROUTE_JAI-DEL,UK,2024-08-23,6,3671,MONSOON30,500,confirmed,netbanking,False,returning_organic,True
BKG_000126,USR_00112,SES_0000485,SCH_0000441,2024-08-14 12:34:00,ROUTE_DEL-BOM,6E,2024-08-23,9,6603,,0,abandoned,UPI,False,returning_organic,True
BKG_000127,USR_00112,SES_0000485,SCH_0000442,2024-08-14 12:32:00,ROUTE_JAI-DEL,6E,2024-09-06,23,3955,PMT100,400,abandoned,UPI,False,returning_organic,True
BKG_000128,USR_00112,SES_0000486,SCH_0000444,2024-08-01 15:45:00,ROUTE_LKO-DEL,6E,2024-08-02,1,6685,FLASH40,800,failed,UPI,False,returning_organic,True
BKG_000129,USR_00112,SES_0000488,SCH_0000447,2024-08-08 12:54:00,ROUTE_BOM-BLR,6E,2024-08-16,8,7173,,0,confirmed,UPI,False,returning_organic,True
BKG_000130,USR_00113,SES_0000491,SCH_0000452,2024-06-28 19:05:00,ROUTE_BOM-BLR,6E,2024-07-26,28,6892,MONSOON30,400,confirmed,UPI,False,returning_organic,False
BKG_000131,USR_00113,SES_0000493,SCH_0000456,2024-06-18 14:24:00,ROUTE_BOM-BLR,UK,2024-06-25,7,6654,,0,abandoned,UPI,False,returning_organic,False
BKG_000132,USR_00113,SES_0000493,SCH_0000457,2024-06-18 14:34:00,ROUTE_BOM-BLR,UK,2024-07-11,23,7671,,0,confirmed,wallet,False,returning_organic,False
BKG_000133,USR_00113,SES_0000497,SCH_0000462,2024-05-30 21:02:00,ROUTE_DEL-BLR,6E,2024-06-19,20,4731,SAVE500,200,confirmed,UPI,False,returning_organic,False
BKG_000134,USR_00118,SES_0000508,SCH_0000471,2024-06-08 14:21:00,ROUTE_BLR-MYQ,AI,2024-06-19,11,6454,,0,confirmed,wallet,False,returning_organic,False
BKG_000134,USR_00118,SES_0000508,SCH_0000471,2024-06-08 14:21:00,ROUTE_BLR-MYQ,AI,2024-06-19,11,6454,,0,confirmed,wallet,False,returning_organic,False
BKG_000135,USR_00118,SES_0000508,SCH_0000473,2024-06-08 14:13:00,ROUTE_DEL-BLR,G8,2024-07-29,51,7298,,0,confirmed,credit_card,False,returning_organic,False
BKG_000136,USR_00119,SES_0000515,SCH_0000477,2024-06-23 16:21:00,ROUTE_DEL-BLR,SG,2024-07-08,15,8615,SAVE500,300,confirmed,credit_card,False,returning_organic,False
BKG_000137,USR_00119,SES_0000518,SCH_0000479,2024-08-02 10:14:00,ROUTE_DEL-BOM,AI,2024-08-22,20,7396,,0,confirmed,debit_card,False,returning_organic,True
BKG_000138,USR_00121,SES_0000525,SCH_0000486,2024-08-19 13:08:00,ROUTE_BOM-COK,SG,2024-08-21,2,7519,PMT100,400,abandoned,credit_card,True,new_organic,True
BKG_000139,USR_00121,SES_0000526,SCH_0000488,2024-08-02 19:26:00,ROUTE_DEL-JAI,SG,2024-08-12,10,5749,PMT100,600,confirmed,UPI,True,new_organic,True
BKG_000140,USR_00122,SES_0000532,SCH_0000495,2024-07-14 23:02:00,ROUTE_DEL-GOI,6E,2024-08-23,40,7420,FLASH40,1000,confirmed,netbanking,False,returning_organic,True
BKG_000141,USR_00122,SES_0000535,SCH_0000496,2024-08-17 22:44:00,ROUTE_BLR-HYD,SG,2024-09-03,17,8714,,0,abandoned,debit_card,False,returning_organic,True
BKG_000142,USR_00122,SES_0000535,SCH_0000498,2024-08-17 22:51:00,ROUTE_DEL-BOM,6E,2024-08-20,3,7975,SAVE500,500,confirmed,UPI,False,returning_organic,True
BKG_000143,USR_00123,SES_0000537,SCH_0000499,2024-08-23 09:21:00,ROUTE_DEL-GOI,SG,2024-09-18,26,3878,,0,confirmed,debit_card,False,returning_organic,True
BKG_000144,USR_00124,SES_0000544,SCH_0000503,2024-06-13 11:58:00,ROUTE_DEL-BOM,6E,2024-08-10,58,3983,,0,failed,credit_card,False,returning_organic,False
BKG_000145,USR_00126,SES_0000549,SCH_0000510,2024-06-19 12:42:00,ROUTE_LKO-DEL,AI,2024-07-04,15,8370,,0,confirmed,netbanking,False,returning_organic,False
