search_id,session_id,user_id,search_ts,origin_code,destination_code,travel_date,booking_window_days,trip_type,pax_count,results_returned,pmt_cheapest_price,competitor_cheapest_price,price_gap_pct,had_listing_click,route_id,user_segment,is_problem_period
SCH_0000011,SES_0000010,USR_00002,2024-08-21 19:16:00,DEL,HYD,2024-08-22,1,oneway,1,11,5161,5066.0,0.019,True,ROUTE_DEL-HYD,returning_organic,True
SCH_0000012,SES_0000012,USR_00002,2024-08-16 15:58:00,BLR,HYD,2024-08-30,14,roundtrip,3,12,4644,,,True,ROUTE_BLR-HYD,returning_organic,True
SCH_0000013,SES_0000013,USR_00003,2024-08-23 14:33:00,DEL,BOM,2024-08-27,4,oneway,2,10,8749,8022.0,0.091,False,ROUTE_DEL-BOM,new_organic,True
SCH_0000014,SES_0000014,USR_00003,2024-07-02 21:50:00,DEL,BOM,2024-07-15,13,roundtrip,1,13,7923,7027.0,0.127,False,ROUTE_DEL-BOM,new_organic,True
SCH_0000015,SES_0000015,USR_00003,2024-07-03 22:02:00,BOM,COK,2024-09-16,75,oneway,1,7,7309,7344.0,-0.005,True,ROUTE_BOM-COK,new_organic,True
SCH_0000016,SES_0000019,USR_00004,2024-05-18 18:56:00,DEL,BLR,2024-06-15,28,oneway,1,14,8058,8141.0,-0.01,True,ROUTE_DEL-BLR,returning_organic,False
SCH_0000017,SES_0000019,USR_00004,2024-05-18 18:57:00,BOM,HYD,2024-05-27,9,roundtrip,2,17,7304,7519.0,-0.029,True,ROUTE_BOM-HYD,returning_organic,False
SCH_0000018,SES_0000022,USR_00005,2024-07-19 12:16:00,DEL,BOM,2024-08-26,38,oneway,1,8,7680,6957.0,0.104,True,ROUTE_DEL-BOM,returning_organic,True
SCH_0000019,SES_0000024,USR_00006,2024-08-02 11:35:00,DEL,HYD,2024-09-24,53,oneway,1,13,5338,,,True,ROUTE_DEL-HYD,returning_organic,True
SCH_0000020,SES_0000024,USR_00006,2024-08-02 11:39:00,BOM,HYD,2024-09-08,37,roundtrip,1,13,7719,7588.0,0.017,True,ROUTE_BOM-HYD,returning_organic,True
SCH_0000021,SES_0000025,USR_00006,2024-08-15 14:24:00,BOM,BLR,2024-08-16,1,oneway,1,8,4954,4274.0,0.159,True,ROUTE_BOM-BLR,returning_organic,True
SCH_0000022,SES_0000027,USR_00007,2024-07-06 12:47:00,BOM,BLR,2024-07-14,8,oneway,1,11,4577,4173.0,0.097,True,ROUTE_BOM-BLR,returning_organic,True
SCH_0000023,SES_0000028,USR_00007,2024-07-26 11:00:00,BLR,HYD,2024-07-27,1,roundtrip,3,13,5057,4815.0,0.05,True,ROUTE_BLR-HYD,returning_organic,True
SCH_0000024,SES_0000030,USR_00007,2024-05-20 08:18:00,DEL,BLR,2024-05-30,10,roundtrip,1,16,5780,5604.0,0.031,True,ROUTE_DEL-BLR,returning_organic,False
SCH_0000025,SES_0000032,USR_00007,2024-07-13 10:20:00,DEL,BOM,2024-08-04,22,oneway,4,10,6008,5214.0,0.152,False,ROUTE_DEL-BOM,returning_organic,True
SCH_0000026,SES_0000033,USR_00007,2024-06-05 12:58:00,BOM,BLR,2024-06-29,24,roundtrip,1,11,6933,6795.0,0.02,True,ROUTE_BOM-BLR,returning_organic,False
SCH_0000027,SES_0000034,USR_00007,2024-04-30 16:52:00,DEL,HYD,2024-05-26,26,oneway,2,10,3540,3438.0,0.03,True,ROUTE_DEL-HYD,returning_organic,False
SCH_0000028,SES_0000035,USR_00008,2024-07-22 21:47:00,DEL,BOM,2024-09-07,47,roundtrip,1,11,4690,4265.0,0.099,False,ROUTE_DEL-BOM,new_organic,True
SCH_0000029,SES_0000035,USR_00008,2024-07-22 21:41:00,DEL,BLR,2024-07-26,4,oneway,3,12,6866,6176.0,0.112,True,ROUTE_DEL-BLR,new_organic,True
SCH_0000030,SES_0000036,USR_00008,2024-08-01 16:45:00,DEL,BOM,2024-08-16,15,oneway,1,9,6874,6283.0,0.094,False,ROUTE_DEL-BOM,new_organic,True
SCH_0000031,SES_0000037,USR_00009,2024-07-28 10:16:00,DEL,BLR,2024-08-02,5,roundtrip,1,15,6585,5979.0,0.101,False,ROUTE_DEL-BLR,returning_organic,True
SCH_0000032,SES_0000037,USR_00009,2024-07-28 10:15:00,DEL,BLR,2024-08-08,11,oneway,1,17,7083,,,True,ROUTE_DEL-BLR,returning_organic,True
SCH_0000033,SES_0000038,USR_00009,2024-08-14 17:38:00,DEL,BLR,2024-08-30,16,roundtrip,1,4,5486,4842.0,0.133,True,ROUTE_DEL-BLR,returning_organic,True
SCH_0000034,SES_0000040,USR_00009,2024-07-09 18:07:00,DEL,BOM,2024-07-14,5,roundtrip,1,10,8472,,,True,ROUTE_DEL-BOM,returning_organic,True
SCH_0000035,SES_0000041,USR_00009,2024-07-23 16:22:00,BLR,HYD,2024-07-29,6,oneway,1,7,6523,6451.0,0.011,True,ROUTE_BLR-HYD,returning_organic,True
SCH_0000036,SES_0000043,USR_00010,2024-08-30 11:28:00,JAI,DEL,2024-09-11,12,roundtrip,1,7,6547,6721.0,-0.026,True,ROUTE_JAI-DEL,returning_organic,True
SCH_0000037,SES_0000043,USR_00010,2024-08-30 11:29:00,LKO,DEL,2024-09-03,4,roundtrip,1,4,3895,,,True,ROUTE_LKO-DEL,returning_organic,True
SCH_0000038,SES_0000043,USR_00010,2024-08-30 11:29:00,LKO,DEL,2024-09-09,10,oneway,1,0,8444,,,True,ROUTE_LKO-DEL,returning_organic,True
SCH_0000039,SES_0000044,USR_00010,2024-04-22 09:52:00,JAI,DEL,2024-04-27,5,roundtrip,1,9,6368,6197.0,0.027,True,ROUTE_JAI-DEL,returning_organic,False
SCH_0000040,SES_0000045,USR_00010,2024-07-24 11:10:00,JAI,DEL,2024-07-25,1,roundtrip,2,8,5959,5995.0,-0.006,True,ROUTE_JAI-DEL,returning_organic,True
SCH_0000041,SES_0000045,USR_00010,2024-07-24 11:12:00,DEL,BOM,2024-09-24,62,roundtrip,2,12,6697,6076.0,0.102,True,ROUTE_DEL-BOM,returning_organic,True
SCH_0000042,SES_0000046,USR_00010,2024-05-25 16:39:00,JAI,DEL,2024-06-21,27,oneway,4,16,4430,4534.0,-0.023,True,ROUTE_JAI-DEL,returning_organic,False
SCH_0000043,SES_0000047,USR_00010,2024-08-07 13:08:00,LKO,DEL,2024-08-15,8,oneway,1,17,6939,6757.0,0.027,True,ROUTE_LKO-DEL,returning_organic,True
SCH_0000044,SES_0000047,USR_00010,2024-08-07 13:08:00,BOM,BLR,2024-08-08,1,oneway,1,17,7849,,,True,ROUTE_BOM-BLR,returning_organic,True
SCH_0000045,SES_0000048,USR_00010,2024-08-06 13:25:00,LKO,DEL,2024-09-03,28,oneway,1,11,7723,8023.0,-0.037,True,ROUTE_LKO-DEL,returning_organic,True
SCH_0000046,SES_0000049,USR_00010,2024-05-23 11:59:00,LKO,DEL,2024-06-18,26,oneway,1,12,7794,7949.0,-0.02,False,ROUTE_LKO-DEL,returning_organic,False
SCH_0000047,SES_0000051,USR_00011,2024-07-25 12:22:00,DEL,BOM,2024-10-20,87,roundtrip,2,5,8894,8015.0,0.11,True,ROUTE_DEL-BOM,returning_organic,True
SCH_0000048,SES_0000053,USR_00012,2024-08-27 15:20:00,DEL,BOM,2024-08-28,1,roundtrip,4,7,6969,6304.0,0.105,False,ROUTE_DEL-BOM,returning_organic,True
SCH_0000049,SES_0000054,USR_00012,2024-08-17 11:38:00,IXC,DEL,2024-09-10,24,oneway,1,13,4146,4094.0,0.013,False,ROUTE_IXC-DEL,returning_organic,True
SCH_0000050,SES_0000055,USR_00012,2024-08-20 12:54:00,JAI,DEL,2024-09-19,30,oneway,1,4,4791,4926.0,-0.028,True,ROUTE_JAI-DEL,returning_organic,True
SCH_0000051,SES_0000055,USR_00012,2024-08-20 12:53:00,LKO,DEL,2024-09-11,22,roundtrip,1,17,8191,7914.0,0.035,True,ROUTE_LKO-DEL,returning_organic,True
SCH_0000052,SES_0000057,USR_00013,2024-04-16 15:37:00,DEL,BOM,2024-04-27,11,oneway,2,8,4398,4537.0,-0.031,False,ROUTE_DEL-BOM,new_organic,False
SCH_0000053,SES_0000057,USR_00013,2024-04-16 15:39:00,BLR,HYD,2024-06-02,47,oneway,2,9,3537,3571.0,-0.01,False,ROUTE_BLR-HYD,new_organic,False
SCH_0000054,SES_0000059,USR_00015,2024-07-25 12:46:00,JAI,DEL,2024-08-03,9,oneway,1,5,5120,5102.0,0.003,True,ROUTE_JAI-DEL,new_organic,True
SCH_0000055,SES_0000061,USR_00015,2024-08-08 11:19:00,LKO,DEL,2024-08-19,11,oneway,1,10,5398,5443.0,-0.008,True,ROUTE_LKO-DEL,new_organic,True
SCH_0000056,SES_0000062,USR_00016,2024-04-23 11:48:00,DEL,BOM,2024-05-03,10,oneway,2,7,3750,3644.0,0.029,True,ROUTE_DEL-BOM,new_organic,False
SCH_0000057,SES_0000062,USR_00016,2024-04-23 11:48:00,DEL,BLR,2024-04-24,1,oneway,1,7,3581,3646.0,-0.018,False,ROUTE_DEL-BLR,new_organic,False
SCH_0000058,SES_0000063,USR_00016,2024-07-27 10:39:00,BLR,HYD,2024-09-15,50,oneway,2,10,7131,6957.0,0.025,True,ROUTE_BLR-HYD,new_organic,True
SCH_0000059,SES_0000064,USR_00016,2024-07-31 10:06:00,BOM,HYD,2024-08-26,26,roundtrip,1,9,7482,7439.0,0.006,True,ROUTE_BOM-HYD,new_organic,True
SCH_0000060,SES_0000066,USR_00017,2024-08-08 10:55:00,DEL,BOM,2024-09-11,34,oneway,1,8,5230,4842.0,0.08,True,ROUTE_DEL-BOM,returning_organic,True
SCH_0000061,SES_0000068,USR_00017,2024-06-28 19:21:00,BOM,BLR,2024-07-28,30,oneway,2,5,4914,5085.0,-0.034,True,ROUTE_BOM-BLR,returning_organic,False
SCH_0000062,SES_0000069,USR_00018,2024-07-19 08:31:00,DEL,BLR,2024-07-30,11,oneway,1,9,3972,3519.0,0.129,False,ROUTE_DEL-BLR,corporate,True
SCH_0000063,SES_0000069,USR_00018,2024-07-19 08:31:00,DEL,BOM,2024-07-29,10,oneway,1,9,5518,4963.0,0.112,True,ROUTE_DEL-BOM,corporate,True
SCH_0000064,SES_0000072,USR_00018,2024-05-28 10:10:00,DEL,BOM,2024-06-08,11,oneway,1,14,7843,7724.0,0.015,True,ROUTE_DEL-BOM,corporate,False
SCH_0000065,SES_0000073,USR_00019,2024-08-07 11:09:00,DEL,BLR,2024-09-12,36,oneway,1,13,7691,6962.0,0.105,False,ROUTE_DEL-BLR,returning_organic,True
SCH_0000066,SES_0000073,USR_00019,2024-08-07 11:12:00,BOM,HYD,2024-08-17,10,oneway,1,10,8329,8439.0,-0.013,True,ROUTE_BOM-HYD,returning_organic,True
SCH_0000067,SES_0000074,USR_00019,2024-07-04 11:52:00,BOM,BLR,2024-07-23,19,roundtrip,2,11,5621,,,False,ROUTE_BOM-BLR,returning_organic,True
SCH_0000068,SES_0000075,USR_00019,2024-08-12 16:05:00,DEL,BOM,2024-08-16,4,oneway,1,11,6570,,,True,ROUTE_DEL-BOM,returning_organic,True
SCH_0000069,SES_0000076,USR_00019,2024-05-28 13:58:00,DEL,BOM,2024-06-16,19,oneway,3,6,8396,8350.0,0.005,True,ROUTE_DEL-BOM,returning_organic,False
SCH_0000070,SES_0000079,USR_00019,2024-08-17 17:27:00,DEL,BLR,2024-09-07,21,oneway,3,17,8307,,,True,ROUTE_DEL-BLR,returning_organic,True
SCH_0000071,SES_0000079,USR_00019,2024-08-17 17:29:00,BOM,BLR,2024-08-24,7,oneway,1,11,4384,3983.0,0.101,True,ROUTE_BOM-BLR,returning_organic,True
SCH_0000072,SES_0000083,USR_00020,2024-07-06 18:18:00,DEL,BLR,2024-07-24,18,roundtrip,3,15,5037,,,False,ROUTE_DEL-BLR,returning_organic,True
SCH_0000073,SES_0000083,USR_00020,2024-07-06 18:12:00,DEL,BOM,2024-07-19,13,roundtrip,1,6,4752,4131.0,0.15,True,ROUTE_DEL-BOM,returning_organic,True
SCH_0000074,SES_0000085,USR_00020,2024-08-01 15:06:00,DEL,BOM,2024-08-04,3,roundtrip,2,10,5534,4779.0,0.158,True,ROUTE_DEL-BOM,returning_organic,True
SCH_0000075,SES_0000086,USR_00020,2024-05-08 14:12:00,BOM,BLR,2024-06-27,50,oneway,4,7,7136,6771.0,0.054,False,ROUTE_BOM-BLR,returning_organic,False
SCH_0000076,SES_0000088,USR_00021,2024-08-30 18:15:00,DEL,BOM,2024-09-26,27,oneway,1,0,4080,3561.0,0.146,True,ROUTE_DEL-BOM,returning_organic,True
SCH_0000076,SES_0000088,USR_00021,2024-08-30 18:15:00,DEL,BOM,2024-09-26,27,oneway,1,0,4080,3561.0,0.146,True,ROUTE_DEL-BOM,returning_organic,True
SCH_0000077,SES_0000088,USR_00021,2024-08-30 18:15:00,IXC,DEL,2024-08-31,1,roundtrip,3,6,7335,6929.0,0.058,False,ROUTE_IXC-DEL,returning_organic,True
SCH_0000078,SES_0000089,USR_00021,2024-05-30 19:23:00,JAI,DEL,2024-07-03,34,roundtrip,4,8,6687,6756.0,-0.01,False,ROUTE_JAI-DEL,returning_organic,False
SCH_0000079,SES_0000090,USR_00021,2024-06-16 10:44:00,LKO,DEL,2024-06-17,1,oneway,1,7,5351,5340.0,0.002,False,ROUTE_LKO-DEL,returning_organic,False
SCH_0000080,SES_0000090,USR_00021,2024-06-16 10:43:00,IXC,DEL,2024-07-01,15,oneway,1,11,7950,,,True,ROUTE_IXC-DEL,returning_organic,False
SCH_0000081,SES_0000090,USR_00021,2024-06-16 10:39:00,JAI,DEL,2024-06-21,5,oneway,2,15,8792,8794.0,-0.0,True,ROUTE_JAI-DEL,returning_organic,False
SCH_0000082,SES_0000091,USR_00021,2024-05-31 22:13:00,JAI,DEL,2024-07-04,34,oneway,1,16,4614,4651.0,-0.008,True,ROUTE_JAI-DEL,returning_organic,False
SCH_0000083,SES_0000092,USR_00021,2024-08-08 11:30:00,BHO,BOM,2024-08-27,19,oneway,3,8,7943,8212.0,-0.033,True,ROUTE_BHO-BOM,returning_organic,True
SCH_0000084,SES_0000092,USR_00021,2024-08-08 11:32:00,JAI,DEL,2024-08-20,12,roundtrip,3,5,7501,,,True,ROUTE_JAI-DEL,returning_organic,True
SCH_0000085,SES_0000093,USR_00021,2024-05-01 16:48:00,BHO,BOM,2024-05-02,1,roundtrip,2,8,5873,5718.0,0.027,False,ROUTE_BHO-BOM,returning_organic,False
SCH_0000086,SES_0000094,USR_00021,2024-05-26 11:00:00,DEL,BLR,2024-06-20,25,roundtrip,2,9,5618,5402.0,0.04,True,ROUTE_DEL-BLR,returning_organic,False
SCH_0000087,SES_0000094,USR_00021,2024-05-26 10:58:00,JAI,DEL,2024-09-21,118,oneway,1,6,7327,7287.0,0.005,True,ROUTE_JAI-DEL,returning_organic,False
SCH_0000088,SES_0000095,USR_00021,2024-07-13 10:48:00,DEL,BOM,2024-07-31,18,roundtrip,2,11,4331,3795.0,0.141,False,ROUTE_DEL-BOM,returning_organic,True
SCH_0000089,SES_0000096,USR_00022,2024-07-03 19:01:00,IXC,DEL,2024-07-11,8,roundtrip,2,14,4865,4957.0,-0.019,False,ROUTE_IXC-DEL,returning_organic,True
SCH_0000090,SES_0000098,USR_00022,2024-08-18 18:36:00,JAI,DEL,2024-09-04,17,oneway,1,6,8230,8237.0,-0.001,True,ROUTE_JAI-DEL,returning_organic,True
SCH_0000091,SES_0000099,USR_00022,2024-06-04 14:04:00,JAI,DEL,2024-06-07,3,roundtrip,1,6,7062,6803.0,0.038,True,ROUTE_JAI-DEL,returning_organic,False
SCH_0000092,SES_0000100,USR_00022,2024-05-26 15:35:00,JAI,DEL,2024-06-09,14,roundtrip,2,15,3718,3752.0,-0.009,True,ROUTE_JAI-DEL,returning_organic,False
SCH_0000093,SES_0000102,USR_00022,2024-08-29 16:13:00,IXC,DEL,2024-08-31,2,roundtrip,2,6,8202,7865.0,0.043,True,ROUTE_IXC-DEL,returning_organic,True
SCH_0000094,SES_0000102,USR_00022,2024-08-29 16:11:00,LKO,DEL,2024-09-05,7,roundtrip,2,15,6697,6687.0,0.001,True,ROUTE_LKO-DEL,returning_organic,True
SCH_0000095,SES_0000104,USR_00023,2024-06-20 22:09:00,JAI,DEL,2024-08-07,48,oneway,4,9,6370,6497.0,-0.02,True,ROUTE_JAI-DEL,returning_organic,False
SCH_0000096,SES_0000107,USR_00024,2024-08-25 15:11:00,DEL,BOM,2024-09-08,14,roundtrip,1,17,8737,,,True,ROUTE_DEL-BOM,returning_organic,True
SCH_0000097,SES_0000108,USR_00024,2024-08-10 12:27:00,DEL,BOM,2024-08-11,1,oneway,1,14,8442,7582.0,0.113,True,ROUTE_DEL-BOM,returning_organic,True
SCH_0000098,SES_0000109,USR_00024,2024-08-15 16:04:00,DEL,BOM,2024-08-27,12,oneway,2,6,5893,5168.0,0.14,True,ROUTE_DEL-BOM,returning_organic,True
SCH_0000099,SES_0000110,USR_00024,2024-08-07 14:45:00,BOM,BLR,2024-09-07,31,oneway,2,9,8550,7907.0,0.081,False,ROUTE_BOM-BLR,returning_organic,True
SCH_0000100,SES_0000111,USR_00025,2024-06-13 10:33:00,DEL,BLR,2024-08-25,73,roundtrip,2,13,5513,,,True,ROUTE_DEL-BLR,returning_organic,False
SCH_0000101,SES_0000112,USR_00025,2024-05-08 15:16:00,DEL,JAI,2024-05-29,21,oneway,2,17,3649,3743.0,-0.025,True,ROUTE_DEL-JAI,returning_organic,False
SCH_0000102,SES_0000113,USR_00025,2024-06-06 19:22:00,DEL,HYD,2024-06-10,4,oneway,1,13,8413,8437.0,-0.003,True,ROUTE_DEL-HYD,returning_organic,False
SCH_0000103,SES_0000114,USR_00025,2024-08-12 12:15:00,DEL,BLR,2024-08-26,14,oneway,1,13,6731,5924.0,0.136,True,ROUTE_DEL-BLR,returning_organic,True
SCH_0000104,SES_0000115,USR_00026,2024-05-12 14:48:00,DEL,BOM,2024-06-13,32,oneway,1,13,6689,6366.0,0.051,True,ROUTE_DEL-BOM,new_organic,False
SCH_0000105,SES_0000115,USR_00026,2024-05-12 14:45:00,BOM,HYD,2024-05-16,4,oneway,1,17,8733,8629.0,0.012,True,ROUTE_BOM-HYD,new_organic,False
SCH_0000106,SES_0000116,USR_00027,2024-05-30 22:33:00,DEL,BOM,2024-07-12,43,roundtrip,2,9,5615,5706.0,-0.016,True,ROUTE_DEL-BOM,new_organic,False
SCH_0000107,SES_0000118,USR_00027,2024-07-28 12:42:00,BOM,HYD,2024-08-08,11,roundtrip,3,4,4307,4457.0,-0.034,False,ROUTE_BOM-HYD,new_organic,True
SCH_0000108,SES_0000120,USR_00028,2024-08-01 18:08:00,DEL,BOM,2024-08-19,18,oneway,4,7,4548,4194.0,0.084,True,ROUTE_DEL-BOM,returning_organic,True
SCH_0000109,SES_0000121,USR_00028,2024-08-10 10:40:00,DEL,GOI,2024-08-11,1,roundtrip,1,9,6241,6147.0,0.015,True,ROUTE_DEL-GOI,returning_organic,True
SCH_0000110,SES_0000122,USR_00028,2024-07-12 12:31:00,BOM,HYD,2024-07-15,3,oneway,2,4,3700,3622.0,0.022,False,ROUTE_BOM-HYD,returning_organic,True
SCH_0000111,SES_0000122,USR_00028,2024-07-12 12:33:00,BOM,COK,2024-08-05,24,roundtrip,3,13,7474,7306.0,0.023,True,ROUTE_BOM-COK,returning_organic,True
SCH_0000112,SES_0000123,USR_00028,2024-07-08 10:38:00,BLR,MYQ,2024-07-09,1,roundtrip,2,12,4717,4563.0,0.034,True,ROUTE_BLR-MYQ,returning_organic,True
SCH_0000113,SES_0000126,USR_00029,2024-07-14 14:36:00,DEL,BOM,2024-07-27,13,oneway,3,5,6985,6294.0,0.11,True,ROUTE_DEL-BOM,returning_organic,True
SCH_0000114,SES_0000127,USR_00029,2024-06-28 19:41:00,DEL,BLR,2024-07-29,31,roundtrip,3,7,5234,5066.0,0.033,True,ROUTE_DEL-BLR,returning_organic,False
SCH_0000115,SES_0000128,USR_00029,2024-06-05 13:28:00,DEL,BOM,2024-06-10,5,oneway,1,15,8304,7946.0,0.045,True,ROUTE_DEL-BOM,returning_organic,False
SCH_0000116,SES_0000128,USR_00029,2024-06-05 13:27:00,BOM,BLR,2024-06-14,9,roundtrip,2,8,5522,5429.0,0.017,True,ROUTE_BOM-BLR,returning_organic,False
SCH_0000117,SES_0000129,USR_00030,2024-05-29 21:23:00,DEL,BLR,2024-06-10,12,roundtrip,2,15,3829,3802.0,0.007,True,ROUTE_DEL-BLR,new_organic,False
SCH_0000118,SES_0000130,USR_00030,2024-07-10 21:29:00,DEL,BOM,2024-07-17,7,roundtrip,4,16,3856,3485.0,0.106,True,ROUTE_DEL-BOM,new_organic,True
SCH_0000119,SES_0000131,USR_00030,2024-07-10 22:24:00,BLR,HYD,2024-09-08,60,oneway,2,8,7897,7471.0,0.057,True,ROUTE_BLR-HYD,new_organic,True
SCH_0000120,SES_0000132,USR_00031,2024-07-08 20:12:00,DEL,BLR,2024-07-13,5,roundtrip,2,11,3501,3216.0,0.089,True,ROUTE_DEL-BLR,returning_organic,True
SCH_0000121,SES_0000133,USR_00031,2024-08-05 12:02:00,DEL,HYD,2024-08-08,3,oneway,3,7,6403,6314.0,0.014,False,ROUTE_DEL-HYD,returning_organic,True
SCH_0000122,SES_0000134,USR_00031,2024-05-30 16:08:00,DEL,BOM,2024-06-01,2,roundtrip,1,7,6992,6977.0,0.002,True,ROUTE_DEL-BOM,returning_organic,False
SCH_0000123,SES_0000135,USR_00032,2024-07-25 19:08:00,BOM,HYD,2024-08-06,12,oneway,1,11,7289,,,True,ROUTE_BOM-HYD,returning_organic,True
SCH_0000124,SES_0000136,USR_00032,2024-06-13 21:44:00,DEL,BLR,2024-06-14,1,roundtrip,1,4,8706,8855.0,-0.017,True,ROUTE_DEL-BLR,returning_organic,False
SCH_0000125,SES_0000137,USR_00032,2024-08-21 09:15:00,DEL,HYD,2024-09-14,24,oneway,1,4,5787,5490.0,0.054,True,ROUTE_DEL-HYD,returning_organic,True
SCH_0000126,SES_0000138,USR_00032,2024-07-10 11:39:00,BOM,BLR,2024-07-24,14,roundtrip,2,14,3720,3293.0,0.129,True,ROUTE_BOM-BLR,returning_organic,True
SCH_0000127,SES_0000139,USR_00032,2024-06-17 16:31:00,BOM,HYD,2024-07-03,16,oneway,4,5,7450,7371.0,0.011,False,ROUTE_BOM-HYD,returning_organic,False
SCH_0000128,SES_0000140,USR_00032,2024-08-30 14:23:00,BLR,HYD,2024-08-31,1,oneway,1,5,4717,4616.0,0.022,True,ROUTE_BLR-HYD,returning_organic,True
SCH_0000129,SES_0000141,USR_00032,2024-06-15 13:39:00,BOM,HYD,2024-06-19,4,oneway,2,15,7300,,,True,ROUTE_BOM-HYD,returning_organic,False
SCH_0000130,SES_0000141,USR_00032,2024-06-15 13:40:00,DEL,HYD,2024-07-11,26,oneway,2,7,7871,,,False,ROUTE_DEL-HYD,returning_organic,False
SCH_0000131,SES_0000143,USR_00033,2024-08-05 10:06:00,DEL,BLR,2024-09-13,39,oneway,1,12,7451,6693.0,0.113,True,ROUTE_DEL-BLR,new_organic,True
SCH_0000132,SES_0000143,USR_00033,2024-08-05 10:05:00,BLR,HYD,2024-08-19,14,oneway,1,7,6653,6837.0,-0.027,False,ROUTE_BLR-HYD,new_organic,True
SCH_0000133,SES_0000144,USR_00034,2024-07-03 19:01:00,LKO,DEL,2024-07-14,11,roundtrip,1,15,6154,6134.0,0.003,False,ROUTE_LKO-DEL,returning_organic,True
SCH_0000134,SES_0000145,USR_00034,2024-05-21 08:49:00,LKO,DEL,2024-05-24,3,roundtrip,1,8,7344,7180.0,0.023,True,ROUTE_LKO-DEL,returning_organic,False
SCH_0000135,SES_0000148,USR_00034,2024-05-14 16:32:00,LKO,DEL,2024-05-17,3,oneway,1,14,6787,6496.0,0.045,True,ROUTE_LKO-DEL,returning_organic,False
SCH_0000136,SES_0000149,USR_00034,2024-07-07 18:30:00,LKO,DEL,2024-07-16,9,roundtrip,1,5,8663,8808.0,-0.016,False,ROUTE_LKO-DEL,returning_organic,True
SCH_0000137,SES_0000150,USR_00034,2024-07-03 12:04:00,IXC,DEL,2024-09-29,88,oneway,2,9,7796,7370.0,0.058,True,ROUTE_IXC-DEL,returning_organic,True
SCH_0000138,SES_0000151,USR_00035,2024-08-22 21:27:00,BOM,BLR,2024-08-24,2,oneway,1,14,8133,7171.0,0.134,True,ROUTE_BOM-BLR,returning_organic,True
SCH_0000139,SES_0000152,USR_00035,2024-08-06 14:13:00,DEL,BOM,2024-08-15,9,roundtrip,2,14,3919,3541.0,0.107,True,ROUTE_DEL-BOM,returning_organic,True
SCH_0000140,SES_0000154,USR_00036,2024-06-29 14:42:00,BOM,BLR,2024-07-14,15,oneway,3,13,6003,6221.0,-0.035,True,ROUTE_BOM-BLR,new_organic,False
SCH_0000141,SES_0000155,USR_00036,2024-08-20 18:44:00,BLR,HYD,2024-09-08,19,oneway,1,4,8168,7873.0,0.037,False,ROUTE_BLR-HYD,new_organic,True
SCH_0000142,SES_0000155,USR_00036,2024-08-20 18:45:00,BOM,BLR,2024-09-08,19,oneway,3,8,6499,5629.0,0.154,True,ROUTE_BOM-BLR,new_organic,True
SCH_0000143,SES_0000156,USR_00036,2024-07-20 17:54:00,DEL,BLR,2024-08-13,24,oneway,1,6,4064,3546.0,0.146,True,ROUTE_DEL-BLR,new_organic,True
SCH_0000144,SES_0000156,USR_00036,2024-07-20 17:54:00,DEL,BLR,2024-08-06,17,oneway,3,11,5348,4706.0,0.136,False,ROUTE_DEL-BLR,new_organic,True
