exposure_id,experiment_id,experiment_name,user_id,variant,exposure_ts,platform,app_version,expected_effect
EXP_0000125,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_01469,treatment,2024-07-01 00:00:00,android_app,8.4.0,small_negative
EXP_0000126,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04738,treatment,2024-07-07 00:00:00,ios_app,8.4.0,small_negative
EXP_0000127,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04827,treatment,2024-06-27 00:00:00,ios_app,8.4.0,small_negative
EXP_0000128,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03995,treatment,2024-07-03 00:00:00,android_app,8.4.1,small_negative
EXP_0000129,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03647,treatment,2024-07-06 00:00:00,ios_app,8.4.0,small_negative
EXP_0000130,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04833,treatment,2024-06-27 00:00:00,ios_app,8.4.1,small_negative
EXP_0000131,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04352,control,2024-06-30 00:00:00,ios_app,8.4.1,small_negative
EXP_0000132,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04473,control,2024-06-27 00:00:00,ios_app,8.4.1,small_negative
EXP_0000133,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04715,control,2024-07-02 00:00:00,ios_app,8.4.0,small_negative
EXP_0000134,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03703,control,2024-06-24 00:00:00,ios_app,8.4.1,small_negative
EXP_0000135,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04880,control,2024-07-06 00:00:00,ios_app,8.4.1,small_negative
EXP_0000136,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04029,treatment,2024-07-06 00:00:00,ios_app,8.4.0,small_negative
EXP_0000137,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04108,treatment,2024-06-28 00:00:00,ios_app,8.4.0,small_negative
EXP_0000138,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04517,treatment,2024-07-01 00:00:00,ios_app,8.4.0,small_negative
EXP_0000139,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04518,treatment,2024-07-06 00:00:00,android_app,8.4.0,small_negative
EXP_0000140,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03792,treatment,2024-07-06 00:00:00,ios_app,8.4.0,small_negative
EXP_0000141,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04757,treatment,2024-07-07 00:00:00,android_app,8.4.1,small_negative
EXP_0000142,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03205,treatment,2024-07-07 00:00:00,android_app,8.4.0,small_negative
EXP_0000143,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_00319,treatment,2024-06-27 00:00:00,android_app,8.4.1,small_negative
EXP_0000144,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04346,treatment,2024-06-28 00:00:00,android_app,8.4.1,small_negative
EXP_0000145,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04954,control,2024-06-24 00:00:00,android_app,8.4.0,small_negative
EXP_0000146,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04276,treatment,2024-06-28 00:00:00,android_app,8.4.1,small_negative
EXP_0000147,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03286,control,2024-07-05 00:00:00,android_app,8.4.1,small_negative
EXP_0000148,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03487,treatment,2024-06-25 00:00:00,ios_app,8.4.0,small_negative
EXP_0000149,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04883,treatment,2024-06-26 00:00:00,android_app,8.4.1,small_negative
EXP_0000150,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04666,treatment,2024-07-02 00:00:00,ios_app,8.4.1,small_negative
EXP_0000151,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04043,control,2024-07-01 00:00:00,android_app,8.4.1,small_negative
EXP_0000152,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04868,control,2024-07-02 00:00:00,android_app,8.4.1,small_negative
EXP_0000153,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03476,treatment,2024-07-01 00:00:00,android_app,8.4.1,small_negative
EXP_0000154,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03103,treatment,2024-07-06 00:00:00,ios_app,8.4.1,small_negative
EXP_0000155,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03457,control,2024-07-03 00:00:00,ios_app,8.4.0,small_negative
EXP_0000156,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04078,control,2024-06-27 00:00:00,android_app,8.4.1,small_negative
EXP_0000157,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04474,control,2024-06-29 00:00:00,ios_app,8.4.0,small_negative
EXP_0000158,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04896,control,2024-06-26 00:00:00,ios_app,8.4.1,small_negative
EXP_0000159,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04423,control,2024-06-27 00:00:00,android_app,8.4.0,small_negative
EXP_0000160,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03892,treatment,2024-06-26 00:00:00,ios_app,8.4.1,small_negative
EXP_0000161,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04097,control,2024-06-28 00:00:00,android_app,8.4.0,small_negative
EXP_0000162,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03897,treatment,2024-06-29 00:00:00,android_app,8.4.0,small_negative
EXP_0000163,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04613,treatment,2024-07-04 00:00:00,android_app,8.4.1,small_negative
EXP_0000164,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_00995,control,2024-07-07 00:00:00,ios_app,8.4.0,small_negative
EXP_0000165,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04586,treatment,2024-06-26 00:00:00,ios_app,8.4.1,small_negative
EXP_0000166,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04088,treatment,2024-07-01 00:00:00,ios_app,8.4.1,small_negative
EXP_0000167,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04802,treatment,2024-07-03 00:00:00,android_app,8.4.0,small_negative
EXP_0000168,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04303,control,2024-07-02 00:00:00,ios_app,8.4.0,small_negative
EXP_0000169,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04009,control,2024-06-26 00:00:00,android_app,8.4.1,small_negative
EXP_0000170,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04663,treatment,2024-07-04 00:00:00,ios_app,8.4.1,small_negative
EXP_0000171,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04836,control,2024-06-24 00:00:00,android_app,8.4.1,small_negative
EXP_0000172,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04136,treatment,2024-07-04 00:00:00,ios_app,8.4.1,small_negative
EXP_0000173,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03415,treatment,2024-07-06 00:00:00,android_app,8.4.0,small_negative
EXP_0000174,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03948,control,2024-07-01 00:00:00,android_app,8.4.0,small_negative
EXP_0000175,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03952,treatment,2024-07-02 00:00:00,android_app,8.4.0,small_negative
EXP_0000176,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04407,treatment,2024-06-28 00:00:00,ios_app,8.4.1,small_negative
EXP_0000177,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03682,treatment,2024-07-01 00:00:00,ios_app,8.4.1,small_negative
EXP_0000178,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03277,control,2024-06-24 00:00:00,android_app,8.4.0,small_negative
EXP_0000179,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04946,treatment,2024-07-01 00:00:00,android_app,8.4.0,small_negative
EXP_0000180,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04606,control,2024-07-02 00:00:00,android_app,8.4.1,small_negative
EXP_0000181,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04367,treatment,2024-07-02 00:00:00,android_app,8.4.1,small_negative
EXP_0000182,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_00206,treatment,2024-07-01 00:00:00,android_app,8.4.1,small_negative
EXP_0000183,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04713,control,2024-06-28 00:00:00,ios_app,8.4.0,small_negative
EXP_0000184,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04010,treatment,2024-07-04 00:00:00,android_app,8.4.1,small_negative
