session_id,user_id,session_start_ts,session_end_ts,platform,app_version,is_new_user_session,channel_attribution,city_of_session,session_had_search,session_had_booking,user_segment,is_problem_period,is_campaign_period
SES_0000071,USR_00018,2024-05-17 11:17:00,2024-05-17 11:29:20,android_app,8.3.0,False,returning_direct,HYD,False,False,corporate,False,False
SES_0000072,USR_00018,2024-05-28 10:05:00,2024-05-28 10:13:04,android_app,8.3.0,False,returning_direct,HYD,True,False,corporate,False,False
SES_0000073,USR_00019,2024-08-07 11:05:00,2024-08-07 11:17:11,mobile_web,,True,returning_direct,GAU,True,False,returning_organic,True,True
SES_0000074,USR_00019,2024-07-04 11:50:00,2024-07-04 12:07:09,mobile_web,,False,returning_direct,GAU,True,False,returning_organic,True,False
SES_0000075,USR_00019,2024-08-12 16:04:00,2024-08-12 16:19:15,mobile_web,,False,returning_direct,GAU,True,False,returning_organic,True,True
SES_0000076,USR_00019,2024-05-28 13:54:00,2024-05-28 14:55:09,mobile_web,,False,returning_direct,GAU,True,False,returning_organic,False,False
SES_0000077,USR_00019,2024-08-11 19:57:00,2024-08-11 20:15:37,desktop_web,,False,returning_direct,GAU,False,False,returning_organic,True,True
SES_0000078,USR_00019,2024-08-22 18:21:00,2024-08-22 18:34:12,mobile_web,,False,returning_direct,GAU,False,False,returning_organic,True,True
SES_0000079,USR_00019,2024-08-17 17:25:00,2024-08-17 17:26:00,mobile_web,,False,returning_direct,GAU,True,False,returning_organic,True,True
SES_0000080,USR_00020,2024-07-04 17:01:00,2024-07-04 17:42:34,ios_app,9.2.0,True,organic_search,BBI,False,False,returning_organic,True,False
SES_0000081,USR_00020,2024-06-01 08:12:00,2024-06-01 08:13:00,ios_app,9.2.0,False,organic_search,BBI,False,False,returning_organic,False,False
SES_0000082,USR_00020,2024-06-15 22:24:00,2024-06-15 22:42:49,ios_app,9.1.0,False,organic_search,BBI,False,False,returning_organic,False,False
SES_0000083,USR_00020,2024-07-06 18:11:00,2024-07-06 18:36:58,ios_app,9.1.1,False,organic_search,BBI,True,False,returning_organic,True,False
SES_0000084,USR_00020,2024-08-04 21:12:00,2024-08-04 21:21:13,ios_app,9.2.0,False,organic_search,BBI,False,False,returning_organic,True,True
SES_0000085,USR_00020,2024-08-01 15:04:00,2024-08-01 15:16:43,ios_app,9.1.1,False,organic_search,BBI,True,False,returning_organic,True,True
SES_0000086,USR_00020,2024-05-08 14:08:00,2024-05-08 14:31:02,ios_app,9.1.1,False,organic_search,BBI,True,False,returning_organic,False,False
SES_0000087,USR_00020,2024-07-25 22:13:00,2024-07-25 22:14:27,ios_app,9.1.1,False,organic_search,BBI,False,False,returning_organic,True,True
SES_0000088,USR_00021,2024-08-30 18:08:00,2024-08-30 18:18:55,android_app,8.4.2,True,returning_direct,NAG,True,False,returning_organic,True,True
SES_0000089,USR_00021,2024-05-30 19:21:00,2024-05-30 19:23:32,mobile_web,,False,returning_direct,NAG,True,False,returning_organic,False,False
SES_0000090,USR_00021,2024-06-16 10:38:00,2024-06-16 10:54:02,mobile_web,,False,returning_direct,NAG,True,False,returning_organic,False,False
SES_0000091,USR_00021,2024-05-31 22:10:00,2024-05-31 22:20:35,android_app,8.3.2,False,returning_direct,NAG,True,False,returning_organic,False,False
SES_0000092,USR_00021,2024-08-08 11:27:00,2024-08-08 11:28:23,android_app,8.4.2,False,returning_direct,NAG,True,False,returning_organic,True,True
SES_0000093,USR_00021,2024-05-01 16:44:00,2024-05-01 17:07:53,android_app,8.2.1,False,returning_direct,NAG,True,False,returning_organic,False,False
SES_0000094,USR_00021,2024-05-26 10:55:00,2024-05-26 10:56:00,android_app,8.3.0,False,returning_direct,NAG,True,False,returning_organic,False,False
SES_0000095,USR_00021,2024-07-13 10:45:00,2024-07-13 10:46:00,android_app,8.4.1,False,returning_direct,NAG,True,False,returning_organic,True,True
SES_0000096,USR_00022,2024-07-03 18:59:00,2024-07-03 19:04:01,android_app,8.4.0,True,organic_search,NAG,True,False,returning_organic,True,False
SES_0000097,USR_00022,2024-05-14 09:34:00,2024-05-14 09:48:18,android_app,8.3.0,False,organic_search,NAG,False,False,returning_organic,False,False
SES_0000098,USR_00022,2024-08-18 18:34:00,2024-08-18 18:54:54,android_app,8.4.1,False,organic_search,NAG,True,False,returning_organic,True,True
SES_0000099,USR_00022,2024-06-04 14:03:00,2024-06-04 14:31:15,android_app,8.3.2,False,organic_search,NAG,True,False,returning_organic,False,False
SES_0000100,USR_00022,2024-05-26 15:29:00,2024-05-26 15:30:00,android_app,8.2.1,False,organic_search,NAG,True,False,returning_organic,False,False
SES_0000101,USR_00022,2024-04-15 10:12:00,2024-04-15 10:38:56,android_app,8.3.2,False,organic_search,NAG,False,False,returning_organic,False,False
SES_0000102,USR_00022,2024-08-29 16:07:00,2024-08-29 16:09:41,android_app,8.4.2,False,organic_search,NAG,True,False,returning_organic,True,True
SES_0000103,USR_00023,2024-08-30 11:18:00,2024-08-30 11:19:14,desktop_web,,True,organic_search,IXC,False,False,returning_organic,True,True
SES_0000104,USR_00023,2024-06-20 22:03:00,2024-06-20 22:10:08,mobile_web,,False,organic_search,IXC,True,False,returning_organic,False,False
SES_0000105,USR_00023,2024-06-29 20:39:00,2024-06-29 21:20:22,desktop_web,,False,organic_search,IXC,False,False,returning_organic,False,False
SES_0000106,USR_00023,2024-04-15 11:43:00,2024-04-15 11:57:37,desktop_web,,False,organic_search,IXC,False,False,returning_organic,False,False
SES_0000107,USR_00024,2024-08-25 15:04:00,2024-08-25 15:11:31,android_app,8.4.2,True,returning_direct,HYD,True,False,returning_organic,True,True
SES_0000108,USR_00024,2024-08-10 12:25:00,2024-08-10 12:26:00,android_app,8.4.2,False,returning_direct,HYD,True,False,returning_organic,True,True
SES_0000109,USR_00024,2024-08-15 16:02:00,2024-08-15 16:04:07,android_app,8.4.2,False,returning_direct,HYD,True,False,returning_organic,True,True
SES_0000110,USR_00024,2024-08-07 14:38:00,2024-08-07 14:40:02,android_app,8.4.2,False,returning_direct,HYD,True,False,returning_organic,True,True
SES_0000111,USR_00025,2024-06-13 10:32:00,2024-06-13 10:54:32,android_app,8.3.0,True,returning_direct,BLR,True,False,returning_organic,False,False
SES_0000112,USR_00025,2024-05-08 15:14:00,2024-05-08 15:17:13,android_app,8.2.1,False,returning_direct,BLR,True,False,returning_organic,False,False
SES_0000113,USR_00025,2024-06-06 19:20:00,2024-06-06 19:34:23,android_app,8.3.2,False,returning_direct,BLR,True,False,returning_organic,False,False
SES_0000114,USR_00025,2024-08-12 12:12:00,2024-08-12 12:38:31,android_app,8.4.2,False,returning_direct,BLR,True,False,returning_organic,True,True
SES_0000115,USR_00026,2024-05-12 14:43:00,2024-05-12 15:07:39,ios_app,9.1.0,True,paid_search,CCU,True,False,new_organic,False,False
SES_0000116,USR_00027,2024-05-30 22:31:00,2024-05-30 22:50:51,ios_app,9.1.0,True,organic_search,CCU,True,False,new_organic,False,False
SES_0000117,USR_00027,2024-06-02 13:42:00,2024-06-02 14:27:14,ios_app,9.1.0,False,organic_search,CCU,False,False,new_organic,False,False
SES_0000118,USR_00027,2024-07-28 12:40:00,2024-07-28 13:06:34,ios_app,9.1.0,False,organic_search,CCU,True,False,new_organic,True,True
SES_0000119,USR_00027,2024-05-22 19:23:00,2024-05-22 19:34:46,ios_app,9.2.0,False,organic_search,CCU,False,False,new_organic,False,False
SES_0000120,USR_00028,2024-08-01 18:06:00,2024-08-01 18:35:43,ios_app,9.1.0,True,returning_direct,BLR,True,False,returning_organic,True,True
SES_0000121,USR_00028,2024-08-10 10:37:00,2024-08-10 10:49:54,ios_app,9.1.0,False,returning_direct,BLR,True,False,returning_organic,True,True
SES_0000122,USR_00028,2024-07-12 12:26:00,2024-07-12 12:55:09,ios_app,9.1.0,False,returning_direct,BLR,True,False,returning_organic,True,True
SES_0000123,USR_00028,2024-07-08 10:37:00,2024-07-08 10:41:45,ios_app,9.1.1,False,returning_direct,BLR,True,False,returning_organic,True,False
SES_0000124,USR_00028,2024-08-27 10:54:00,2024-08-27 11:10:08,ios_app,9.1.0,False,returning_direct,BLR,False,False,returning_organic,True,True
SES_0000125,USR_00028,2024-06-12 12:00:00,2024-06-12 12:28:50,ios_app,9.1.1,False,returning_direct,BLR,False,False,returning_organic,False,False
SES_0000126,USR_00029,2024-07-14 14:31:00,2024-07-14 14:40:21,ios_app,9.1.0,True,returning_direct,HYD,True,False,returning_organic,True,True
SES_0000127,USR_00029,2024-06-28 19:35:00,2024-06-28 19:49:43,ios_app,9.1.0,False,returning_direct,HYD,True,False,returning_organic,False,False
SES_0000128,USR_00029,2024-06-05 13:22:00,2024-06-05 13:45:30,mobile_web,,False,returning_direct,HYD,True,False,returning_organic,False,False
SES_0000129,USR_00030,2024-05-29 21:22:00,2024-05-29 21:44:17,android_app,8.3.2,True,organic_search,BBI,True,False,new_organic,False,False
SES_0000130,USR_00030,2024-07-10 21:22:00,2024-07-10 22:13:08,android_app,8.4.1,False,organic_search,BBI,True,False,new_organic,True,False
SES_0000131,USR_00030,2024-07-10 22:19:00,2024-07-10 22:22:22,android_app,8.4.0,False,organic_search,BBI,True,False,new_organic,True,False
SES_0000132,USR_00031,2024-07-08 20:09:00,2024-07-08 20:13:39,desktop_web,,True,returning_direct,MAA,True,False,returning_organic,True,False
SES_0000133,USR_00031,2024-08-05 11:57:00,2024-08-05 12:03:08,mobile_web,,False,returning_direct,MAA,True,False,returning_organic,True,True
SES_0000134,USR_00031,2024-05-30 16:01:00,2024-05-30 16:07:18,mobile_web,,False,returning_direct,MAA,True,False,returning_organic,False,False
SES_0000135,USR_00032,2024-07-25 19:03:00,2024-07-25 19:18:00,android_app,8.4.0,True,organic_search,MAA,True,False,returning_organic,True,True
SES_0000136,USR_00032,2024-06-13 21:42:00,2024-06-13 22:15:38,android_app,8.2.1,False,organic_search,MAA,True,False,returning_organic,False,False
SES_0000137,USR_00032,2024-08-21 09:10:00,2024-08-21 09:12:49,android_app,8.4.1,False,organic_search,MAA,True,False,returning_organic,True,True
SES_0000138,USR_00032,2024-07-10 11:33:00,2024-07-10 11:35:23,android_app,8.4.0,False,organic_search,MAA,True,False,returning_organic,True,False
SES_0000139,USR_00032,2024-06-17 16:25:00,2024-06-17 16:44:27,android_app,8.3.2,False,organic_search,MAA,True,False,returning_organic,False,False
SES_0000140,USR_00032,2024-08-30 14:17:00,2024-08-30 14:19:13,mobile_web,,False,organic_search,MAA,True,False,returning_organic,True,True
SES_0000141,USR_00032,2024-06-15 13:33:00,2024-06-15 13:39:28,android_app,8.3.0,False,organic_search,MAA,True,False,returning_organic,False,False
SES_0000142,USR_00032,2024-08-12 18:27:00,2024-08-12 18:30:52,android_app,8.4.2,False,organic_search,MAA,False,False,returning_organic,True,True
SES_0000143,USR_00033,2024-08-05 10:03:00,2024-08-05 10:21:05,ios_app,9.2.0,True,organic_search,HYD,True,False,new_organic,True,True
SES_0000144,USR_00034,2024-07-03 18:56:00,2024-07-03 19:07:33,mobile_web,,True,email_push,VTZ,True,False,returning_organic,True,False
SES_0000145,USR_00034,2024-05-21 08:48:00,2024-05-21 08:56:36,mobile_web,,False,email_push,VTZ,True,False,returning_organic,False,False
SES_0000146,USR_00034,2024-06-18 10:09:00,2024-06-18 10:10:00,android_app,8.3.0,False,email_push,VTZ,False,False,returning_organic,False,False
SES_0000147,USR_00034,2024-08-21 12:19:00,2024-08-21 12:40:57,android_app,8.4.1,False,email_push,VTZ,False,False,returning_organic,True,True
SES_0000148,USR_00034,2024-05-14 16:28:00,2024-05-14 16:29:00,android_app,8.3.2,False,email_push,VTZ,True,False,returning_organic,False,False
SES_0000149,USR_00034,2024-07-07 18:27:00,2024-07-07 18:28:05,android_app,8.4.0,False,email_push,VTZ,True,False,returning_organic,True,False
SES_0000150,USR_00034,2024-07-03 11:57:00,2024-07-03 12:07:07,android_app,8.3.2,False,email_push,VTZ,True,False,returning_organic,True,False
SES_0000151,USR_00035,2024-08-22 21:23:00,2024-08-22 21:57:58,android_app,8.4.1,True,email_push,MAA,True,False,returning_organic,True,True
SES_0000152,USR_00035,2024-08-06 14:10:00,2024-08-06 14:31:26,android_app,8.4.1,False,email_push,MAA,True,False,returning_organic,True,True
SES_0000153,USR_00035,2024-06-24 12:11:00,2024-06-24 12:22:35,android_app,8.3.2,False,email_push,MAA,False,False,returning_organic,False,False
SES_0000154,USR_00036,2024-06-29 14:38:00,2024-06-29 15:02:54,android_app,8.4.0,True,paid_social,HYD,True,False,new_organic,False,False
SES_0000155,USR_00036,2024-08-20 18:42:00,2024-08-20 19:01:07,android_app,8.4.2,False,paid_social,HYD,True,False,new_organic,True,True
SES_0000156,USR_00036,2024-07-20 17:50:00,2024-07-20 18:17:32,android_app,8.4.1,False,paid_social,HYD,True,False,new_organic,True,True
SES_0000157,USR_00037,2024-08-24 13:46:00,2024-08-24 14:34:30,android_app,8.4.2,True,organic_search,DEL,True,False,returning_organic,True,True
SES_0000158,USR_00037,2024-08-05 17:12:00,2024-08-05 17:23:08,android_app,8.4.2,False,organic_search,DEL,False,False,returning_organic,True,True
SES_0000159,USR_00037,2024-07-06 13:27:00,2024-07-06 13:35:01,android_app,8.4.0,False,organic_search,DEL,True,False,returning_organic,True,False
SES_0000160,USR_00037,2024-05-23 14:43:00,2024-05-23 14:48:32,android_app,8.3.2,False,organic_search,DEL,True,False,returning_organic,False,False
SES_0000161,USR_00037,2024-07-30 09:56:00,2024-07-30 10:05:56,android_app,8.4.1,False,organic_search,DEL,True,False,returning_organic,True,True
SES_0000162,USR_00037,2024-07-12 14:05:00,2024-07-12 14:14:53,android_app,8.4.1,False,,DEL,True,False,returning_organic,True,True
SES_0000163,USR_00037,2024-05-16 16:00:00,2024-05-16 16:10:11,android_app,8.3.2,False,organic_search,DEL,False,False,returning_organic,False,False
SES_0000164,USR_00038,2024-05-02 22:36:00,2024-05-02 23:19:46,desktop_web,,True,organic_search,DEL,False,False,new_organic,False,False
SES_0000165,USR_00038,2024-05-27 12:48:00,2024-05-27 13:08:02,mobile_web,,False,organic_search,DEL,True,False,new_organic,False,False
SES_0000166,USR_00039,2024-08-03 13:19:00,2024-08-03 13:27:25,android_app,8.4.1,True,paid_search,IXB,True,False,returning_organic,True,True
SES_0000167,USR_00039,2024-07-30 18:53:00,2024-07-30 19:08:24,android_app,8.4.1,False,paid_search,IXB,True,False,returning_organic,True,True
SES_0000168,USR_00039,2024-07-24 08:34:00,2024-07-24 09:01:14,android_app,8.4.1,False,paid_search,IXB,True,False,returning_organic,True,True
SES_0000169,USR_00040,2024-06-17 13:47:00,2024-06-17 13:54:18,android_app,8.3.2,True,returning_direct,CCU,False,False,returning_organic,False,False
SES_0000170,USR_00040,2024-05-30 15:04:00,2024-05-30 15:13:46,android_app,8.3.0,False,returning_direct,CCU,True,False,returning_organic,False,False
SES_0000171,USR_00040,2024-08-16 15:15:00,2024-08-16 15:29:24,android_app,8.4.2,False,returning_direct,CCU,True,False,returning_organic,True,True
SES_0000172,USR_00040,2024-08-13 19:50:00,2024-08-13 20:15:53,android_app,8.4.1,False,returning_direct,CCU,False,False,returning_organic,True,True
SES_0000173,USR_00040,2024-08-07 17:14:00,2024-08-07 17:18:07,android_app,8.4.1,False,returning_direct,CCU,True,False,returning_organic,True,True
SES_0000174,USR_00040,2024-06-06 10:03:00,2024-06-06 10:07:38,android_app,8.3.2,False,returning_direct,CCU,True,False,returning_organic,False,False
SES_0000175,USR_00040,2024-05-21 22:40:00,2024-05-21 22:42:26,android_app,8.3.2,False,returning_direct,CCU,True,False,returning_organic,False,False
SES_0000176,USR_00040,2024-05-22 16:30:00,2024-05-22 16:51:20,android_app,8.3.0,False,returning_direct,CCU,False,False,returning_organic,False,False
SES_0000177,USR_00041,2024-08-11 16:54:00,2024-08-11 17:08:08,android_app,8.4.1,True,organic_search,DEL,True,False,returning_organic,True,True
SES_0000178,USR_00041,2024-06-11 20:22:00,2024-06-11 20:57:10,android_app,8.3.2,False,organic_search,DEL,True,False,returning_organic,False,False
SES_0000179,USR_00041,2024-08-25 09:52:00,2024-08-25 10:04:35,android_app,8.4.2,False,organic_search,DEL,True,False,returning_organic,True,True
SES_0000180,USR_00042,2024-05-19 14:35:00,2024-05-19 14:36:00,android_app,8.3.2,True,returning_direct,CJB,True,False,returning_organic,False,False
SES_0000181,USR_00042,2024-07-14 16:18:00,2024-07-14 16:29:15,android_app,8.4.0,False,returning_direct,CJB,False,False,returning_organic,True,True
SES_0000182,USR_00042,2024-04-14 11:41:00,2024-04-14 12:11:56,android_app,8.3.2,False,returning_direct,CJB,True,False,returning_organic,False,False
SES_0000183,USR_00042,2024-08-27 17:18:00,2024-08-27 17:33:59,android_app,8.4.2,False,returning_direct,CJB,False,False,returning_organic,True,True
SES_0000184,USR_00042,2024-06-03 10:21:00,2024-06-03 10:25:35,android_app,8.3.2,False,returning_direct,CJB,True,False,returning_organic,False,False
SES_0000185,USR_00042,2024-04-28 22:53:00,2024-04-28 22:57:38,android_app,8.3.0,False,returning_direct,CJB,True,False,returning_organic,False,False
SES_0000186,USR_00042,2024-08-02 13:44:00,2024-08-02 13:54:20,android_app,8.4.1,False,returning_direct,CJB,True,False,returning_organic,True,True
SES_0000187,USR_00043,2024-05-23 09:05:00,2024-05-23 09:19:43,android_app,8.3.2,True,organic_search,MAA,False,False,returning_organic,False,False
