user_id,registration_date,acquisition_channel,origin_city_code,city_tier,device_type,app_version_at_registration,is_corporate,total_bookings_lifetime,first_booking_date,last_booking_date,user_segment,period
USR_00093,2024-04-26,paid_search,HYD,tier1,android,8.3.2,False,1,2023-12-16,2024-02-23,new_organic,pre
USR_00094,2024-05-08,returning_direct,VTZ,tier2,ios,8.3.0,True,6,2023-12-06,2024-04-14,corporate,pre
USR_00095,2024-05-08,paid_search,MAA,tier1,web,,False,1,2023-07-18,2024-04-02,new_organic,pre
USR_00096,2024-05-31,returning_direct,DEL,tier1,android,8.3.2,False,2,2024-04-13,2024-03-30,returning_organic,pre
USR_00097,2024-05-14,returning_direct,CJB,tier2,web,,False,4,2024-02-29,2024-03-01,returning_organic,pre
USR_00098,2024-06-25,returning_direct,BLR,tier1,android,8.3.2,False,5,2023-06-29,2024-04-11,returning_organic,pre
USR_00099,2024-05-14,organic_search,BLR,tier1,android,8.3.0,False,4,2023-06-17,2024-05-02,returning_organic,pre
USR_00100,2024-06-13,organic_search,IXB,tier3,ios,8.3.0,False,7,2023-09-28,2024-06-08,returning_organic,pre
USR_00101,2024-06-01,organic_search,HYD,tier1,web,,False,4,2024-04-24,2024-03-31,returning_organic,pre
USR_00102,2024-04-06,paid_search,CJB,tier2,android,8.2.1,False,5,2023-11-03,2024-04-03,returning_organic,pre
USR_00103,2024-04-17,organic_search,IXC,tier2,ios,8.2.1,False,0,,,new_organic,pre
USR_00104,2024-05-21,returning_direct,CCU,tier1,android,8.3.2,False,7,2023-09-18,2024-03-22,returning_organic,pre
USR_00105,2024-05-08,email_push,BLR,tier1,ios,8.3.2,False,5,2023-05-30,2024-04-02,returning_organic,pre
USR_00106,2024-04-24,organic_search,BLR,tier1,ios,8.2.1,False,8,2023-06-21,2024-02-25,returning_organic,pre
USR_00107,2024-05-21,returning_direct,BOM,tier1,ios,8.3.0,False,7,2023-10-25,2024-04-12,returning_organic,pre
USR_00108,2024-04-10,paid_search,JAI,tier2,web,,False,8,2024-02-19,2024-01-15,returning_organic,pre
USR_00109,2024-06-11,organic_search,GOP,tier3,android,8.2.1,False,0,,,new_organic,pre
USR_00110,2024-04-21,organic_search,ATQ,tier2,android,8.3.0,False,1,2023-10-05,2024-01-27,new_organic,pre
USR_00111,2024-06-09,organic_search,CJB,tier2,android,8.2.1,False,2,2024-01-25,2024-04-18,new_organic,pre
USR_00112,2024-06-24,organic_search,NAG,tier2,android,8.3.2,False,7,2024-03-19,2024-06-10,returning_organic,pre
USR_00113,2024-05-27,email_push,HYD,tier1,ios,8.3.0,False,2,2024-02-11,2024-05-21,returning_organic,pre
USR_00114,2024-05-09,paid_social,DEL,tier1,ios,8.3.0,False,0,,,new_organic,pre
USR_00115,2024-06-27,paid_search,HYD,tier1,web,,False,2,2023-08-30,2024-05-24,new_organic,pre
USR_00116,2024-05-03,paid_social,MAA,tier1,ios,8.3.2,False,2,2023-05-08,2024-03-12,new_organic,pre
USR_00117,2024-05-29,paid_social,SXR,tier3,android,8.3.0,False,1,2024-02-11,2024-03-15,new_organic,pre
USR_00118,2024-04-18,organic_search,BOM,tier1,android,8.2.1,False,2,2023-05-10,2024-02-10,returning_organic,pre
USR_00119,2024-05-26,email_push,CCU,tier1,android,8.2.1,False,2,2023-08-02,2024-04-30,returning_organic,pre
USR_00120,2024-05-27,returning_direct,VTZ,tier2,ios,8.3.2,False,7,2024-03-08,2024-03-02,returning_organic,pre
USR_00121,2024-06-15,paid_social,BLR,tier1,android,8.3.0,False,0,,,new_organic,pre
USR_00122,2024-05-18,email_push,,tier1,ios,8.3.0,False,5,2024-03-31,2024-05-10,returning_organic,pre
USR_00123,2024-05-12,organic_search,BOM,tier1,ios,8.3.0,False,2,2023-05-28,2024-04-13,returning_organic,pre
USR_00124,2024-04-27,organic_search,GAU,tier3,android,8.3.0,False,2,2024-03-03,2024-03-25,returning_organic,pre
USR_00125,2024-06-13,organic_search,BLR,tier1,web,,False,7,2024-02-24,2024-05-27,returning_organic,pre
USR_00126,2024-05-22,returning_direct,VTZ,tier2,web,,False,8,2024-02-03,2024-05-07,returning_organic,pre
USR_00127,2024-05-12,paid_social,VTZ,tier2,web,,False,0,,,new_organic,pre
USR_00128,2024-05-02,paid_social,BBI,tier3,android,8.3.0,False,0,,,new_organic,pre
USR_00129,2024-04-26,organic_search,LKO,tier2,android,8.2.1,False,2,2023-11-08,2024-01-31,new_organic,pre
USR_00130,2024-04-25,returning_direct,IXC,tier2,ios,8.2.1,False,2,2023-11-30,2024-04-21,returning_organic,pre
USR_00131,2024-06-14,returning_direct,HYD,tier1,ios,8.3.2,True,3,2024-01-21,2024-04-16,corporate,pre
USR_00132,2024-04-23,organic_search,VTZ,tier2,ios,8.3.2,False,7,2023-10-10,2024-03-13,returning_organic,pre
USR_00133,2024-05-27,organic_search,DEL,tier1,android,8.2.1,False,1,2023-06-17,2024-04-08,new_organic,pre
USR_00134,2024-05-22,returning_direct,BLR,tier1,ios,8.3.2,False,2,2023-12-09,2024-03-29,returning_organic,pre
USR_00135,2024-06-26,email_push,GOP,tier3,ios,8.3.2,False,7,2023-12-20,2024-04-23,returning_organic,pre
USR_00136,2024-05-01,returning_direct,ATQ,tier2,web,,False,4,2024-03-16,2024-02-24,returning_organic,pre
USR_00137,2024-06-03,returning_direct,HYD,tier1,ios,8.3.0,False,3,2023-11-04,2024-04-17,returning_organic,pre
USR_00138,2024-06-10,paid_search,BHO,tier2,web,,False,3,2024-04-21,2024-05-18,returning_organic,pre
USR_00139,2024-05-03,returning_direct,CCU,tier1,web,,True,2,2023-08-12,2024-03-31,corporate,pre
USR_00140,2024-06-24,referral,MAA,tier1,ios,8.3.2,False,2,2023-09-08,2024-03-28,new_organic,pre
USR_00141,2024-04-02,email_push,DEL,tier1,ios,8.3.2,False,7,2023-08-11,2024-02-23,returning_organic,pre
USR_00142,2024-04-18,organic_search,BOM,tier1,android,8.2.1,False,2,2023-05-16,2024-04-12,new_organic,pre
USR_00143,2024-05-17,returning_direct,CCU,tier1,ios,8.2.1,False,4,2023-09-13,2024-05-03,returning_organic,pre
USR_00144,2024-05-03,organic_search,ATQ,tier2,android,8.3.0,False,2,2023-11-02,2024-02-13,returning_organic,pre
USR_00145,2024-06-23,organic_search,,tier1,web,,False,2,2024-04-08,2024-06-20,returning_organic,pre
USR_00146,2024-05-05,organic_search,VNS,tier3,android,8.3.0,False,7,2023-10-13,2024-02-29,returning_organic,pre
USR_00147,2024-05-21,returning_direct,HYD,tier1,android,8.2.1,False,7,2024-01-03,2024-03-16,returning_organic,pre
USR_00148,2024-04-18,returning_direct,BHO,tier2,web,,False,7,2023-06-06,2024-02-04,returning_organic,pre
USR_00149,2024-06-27,organic_search,BLR,tier1,android,8.4.0,False,7,2023-11-15,2024-05-26,returning_organic,pre
USR_00150,2024-06-11,organic_search,IXC,tier2,web,,False,2,2023-07-21,2024-05-18,new_organic,pre
USR_00151,2024-04-30,email_push,,tier1,android,8.3.0,False,8,2023-12-16,2024-03-22,returning_organic,pre
USR_00152,2024-05-14,organic_search,HYD,tier1,android,8.2.1,False,5,2024-03-11,2024-03-29,returning_organic,pre
USR_00153,2024-05-23,organic_search,BOM,tier1,android,8.2.1,False,6,2024-04-10,2024-02-25,returning_organic,pre
USR_00154,2024-04-10,returning_direct,HYD,tier1,android,8.3.0,False,6,2023-12-20,2024-03-15,returning_organic,pre
USR_00155,2024-06-26,referral,MAA,tier1,android,8.4.0,False,2,2024-01-29,2024-04-08,new_organic,pre
USR_00156,2024-05-22,organic_search,ATQ,tier2,android,8.3.0,False,3,2024-02-11,2024-03-15,returning_organic,pre
USR_00157,2024-05-19,paid_search,,tier1,web,,False,0,,,new_organic,pre
USR_00158,2024-04-11,paid_search,MAA,tier1,ios,8.2.1,False,6,2024-01-25,2024-04-02,returning_organic,pre
USR_00159,2024-06-05,organic_search,BHO,tier2,ios,8.3.0,False,1,2023-09-13,2024-05-24,new_organic,pre
USR_00160,2024-05-28,paid_search,MAA,tier1,web,,False,7,2023-06-08,2024-03-23,returning_organic,pre
USR_00161,2024-06-29,returning_direct,HYD,tier1,web,,False,2,2023-09-26,2024-04-29,returning_organic,pre
USR_00162,2024-05-06,paid_search,HYD,tier1,android,8.2.1,False,2,2023-06-18,2024-04-26,new_organic,pre
USR_00163,2024-05-03,paid_search,SXR,tier3,android,8.3.2,False,8,2024-03-08,2024-03-13,returning_organic,pre
USR_00164,2024-05-17,returning_direct,GAU,tier3,android,8.2.1,False,6,2024-02-08,2024-05-11,returning_organic,pre
USR_00165,2024-04-13,organic_search,IXB,tier3,android,8.2.1,False,6,2023-08-07,2024-02-14,returning_organic,pre
USR_00166,2024-05-10,paid_social,CCU,tier1,ios,8.2.1,False,2,2024-01-13,2024-05-02,new_organic,pre
USR_00167,2024-06-28,returning_direct,BLR,tier1,web,,False,4,2023-09-27,2024-06-13,returning_organic,pre
USR_00168,2024-06-07,organic_search,ATQ,tier2,android,8.2.1,False,0,,,new_organic,pre
USR_00169,2024-05-12,organic_search,BHO,tier2,ios,8.3.2,False,3,2023-09-15,2024-04-18,returning_organic,pre
USR_00170,2024-04-19,returning_direct,HYD,tier1,ios,8.3.0,False,5,2024-01-28,2024-03-19,returning_organic,pre
USR_00171,2024-06-21,paid_search,BOM,tier1,ios,8.3.2,False,6,2023-08-15,2024-06-10,returning_organic,pre
USR_00172,2024-04-19,organic_search,BOM,tier1,android,8.3.2,False,8,2023-11-05,2024-03-12,returning_organic,pre
USR_00173,2024-05-28,returning_direct,HYD,tier1,android,8.3.0,False,8,2023-08-31,2024-03-19,returning_organic,pre
USR_00174,2024-04-23,organic_search,CJB,tier2,ios,8.3.2,False,4,2023-07-20,2024-03-28,returning_organic,pre
USR_00175,2024-05-24,paid_search,BLR,tier1,web,,False,2,2024-02-04,2024-04-24,new_organic,pre
USR_00176,2024-06-19,organic_search,CCU,tier1,android,8.3.0,False,5,2023-07-16,2024-04-24,returning_organic,pre
USR_00177,2024-06-04,paid_search,MAA,tier1,ios,8.3.0,False,0,,,new_organic,pre
USR_00178,2024-04-12,returning_direct,MAA,tier1,android,8.2.1,False,8,2024-02-18,2024-01-19,returning_organic,pre
USR_00179,2024-04-24,email_push,ATQ,tier2,android,8.2.1,False,3,2023-08-29,2024-02-25,returning_organic,pre
USR_00180,2024-05-04,organic_search,IXC,tier2,ios,8.3.0,False,0,,,new_organic,pre
USR_00181,2024-05-23,returning_direct,CCU,tier1,android,8.3.0,False,3,2024-04-11,2024-04-07,returning_organic,pre
USR_00182,2024-04-08,organic_search,LKO,tier2,ios,8.3.0,False,5,2023-10-12,2024-03-24,returning_organic,pre
USR_00183,2024-04-18,email_push,VNS,tier3,android,8.2.1,False,3,2023-08-14,2024-01-29,returning_organic,pre
USR_00184,2024-05-27,paid_social,BOM,tier1,android,8.3.0,False,0,,,new_organic,pre
USR_00185,2024-04-05,organic_search,BBI,tier3,android,8.3.2,False,0,,,new_organic,pre
USR_00186,2024-04-26,paid_search,ATQ,tier2,android,8.3.2,False,2,2023-09-02,2024-04-22,new_organic,pre
USR_00187,2024-04-30,paid_social,,tier3,android,8.3.2,False,1,2023-11-01,2024-04-21,new_organic,pre
USR_00188,2024-05-24,returning_direct,VTZ,tier2,android,8.2.1,True,8,2023-07-04,2024-05-05,corporate,pre
USR_00189,2024-04-13,returning_direct,CCU,tier1,android,8.3.2,False,5,2023-11-29,2024-03-06,returning_organic,pre
USR_00190,2024-06-22,organic_search,IXC,tier2,web,,False,1,2023-08-04,2024-06-08,new_organic,pre
USR_00191,2024-04-29,organic_search,VTZ,tier2,ios,8.2.1,False,5,2024-02-12,2024-02-08,returning_organic,pre
USR_00192,2024-04-03,email_push,IXC,tier2,android,8.3.0,False,5,2023-11-10,2024-03-22,returning_organic,pre
USR_00193,2024-06-29,email_push,BBI,tier3,android,8.4.0,False,7,2024-03-15,2024-04-15,returning_organic,pre
USR_00194,2024-05-28,paid_search,DEL,tier1,web,,False,2,2023-11-24,2024-04-24,new_organic,pre
USR_00195,2024-06-15,returning_direct,BLR,tier1,ios,8.3.2,False,2,2023-10-09,2024-03-25,returning_organic,pre
USR_00196,2024-04-02,returning_direct,HYD,tier1,android,8.2.1,True,5,2023-08-02,2024-01-08,corporate,pre
USR_00197,2024-06-14,paid_search,IXC,tier2,android,8.3.0,False,4,2023-08-04,2024-04-10,returning_organic,pre
USR_00198,2024-04-28,email_push,BHO,tier2,android,8.3.0,False,7,2023-05-21,2024-02-10,returning_organic,pre
USR_00199,2024-06-21,email_push,BHO,tier2,ios,8.3.2,False,6,2023-09-30,2024-03-24,returning_organic,pre
USR_00200,2024-06-16,paid_search,IXB,tier3,web,,False,1,2023-09-03,2024-04-13,new_organic,pre
USR_00201,2024-06-25,paid_search,CCU,tier1,ios,8.4.0,False,2,2023-10-13,2024-04-29,new_organic,pre
USR_00202,2024-06-15,organic_search,BLR,tier1,android,8.3.0,False,6,2024-03-18,2024-03-20,returning_organic,pre
USR_00203,2024-04-02,organic_search,MAA,tier1,ios,8.2.1,False,7,2023-07-11,2024-01-07,returning_organic,pre
USR_00204,2024-04-07,email_push,CCU,tier1,android,8.2.1,False,3,2023-12-24,2024-03-30,returning_organic,pre
USR_00205,2024-04-26,returning_direct,VTZ,tier2,android,8.3.2,False,3,2023-05-27,2024-04-23,returning_organic,pre
USR_00206,2024-06-29,organic_search,BOM,tier1,android,8.4.0,False,0,,,new_organic,pre
USR_00207,2024-06-27,organic_search,GAU,tier3,android,8.4.0,False,1,2024-01-29,2024-06-04,new_organic,pre
USR_00208,2024-06-15,paid_search,BLR,tier1,android,8.3.2,False,6,2023-08-16,2024-06-02,returning_organic,pre
USR_00209,2024-04-16,organic_search,HYD,tier1,web,,False,4,2024-01-12,2024-02-02,returning_organic,pre
USR_00210,2024-04-23,organic_search,MAA,tier1,ios,8.3.0,False,0,,,new_organic,pre
USR_00211,2024-05-10,returning_direct,BOM,tier1,android,8.2.1,True,3,2024-03-07,2024-04-12,corporate,pre
USR_00212,2024-05-30,paid_search,DEL,tier1,android,8.3.2,False,7,2024-01-05,2024-05-07,returning_organic,pre
USR_00213,2024-06-12,paid_search,VNS,tier3,web,,False,2,2024-03-02,2024-03-31,new_organic,pre
USR_00214,2024-05-02,organic_search,CCU,tier1,android,8.3.2,False,3,2023-05-23,2024-02-07,returning_organic,pre
USR_00215,2024-04-15,paid_search,MAA,tier1,android,8.2.1,False,2,2023-08-02,2024-04-14,new_organic,pre
USR_00216,2024-04-13,organic_search,HYD,tier1,ios,8.2.1,False,8,2023-06-13,2024-04-01,returning_organic,pre
USR_00217,2024-04-05,returning_direct,CCU,tier1,web,,False,8,2024-02-01,2024-03-23,returning_organic,pre
USR_00218,2024-06-14,paid_search,CCU,tier1,web,,False,4,2023-09-24,2024-06-14,returning_organic,pre
USR_00219,2024-06-13,paid_search,,tier2,web,,False,4,2024-02-19,2024-03-26,returning_organic,pre
USR_00220,2024-05-22,paid_social,BOM,tier1,android,8.3.0,False,0,,,new_organic,pre
USR_00221,2024-06-16,paid_search,BOM,tier1,android,8.3.2,False,6,2024-04-12,2024-04-07,returning_organic,pre
USR_00222,2024-05-11,returning_direct,VTZ,tier2,ios,8.2.1,False,6,2023-12-24,2024-03-04,returning_organic,pre
USR_00223,2024-05-23,organic_search,JAI,tier2,android,8.3.2,False,5,2024-04-21,2024-03-22,returning_organic,pre
USR_00224,2024-05-20,returning_direct,VTZ,tier2,ios,8.2.1,False,4,2023-05-28,2024-05-18,returning_organic,pre
USR_00225,2024-04-15,organic_search,HYD,tier1,ios,8.3.2,False,8,2023-05-24,2024-02-12,returning_organic,pre
USR_00226,2024-04-07,organic_search,MAA,tier1,ios,8.3.0,False,0,,,new_organic,pre
USR_00227,2024-05-10,referral,BHO,tier2,android,8.3.0,False,1,2023-05-29,2024-05-10,new_organic,pre
USR_00228,2024-04-28,returning_direct,NAG,tier2,ios,8.3.2,True,2,2024-02-18,2024-04-14,corporate,pre
USR_00229,2024-05-02,email_push,CCU,tier1,web,,False,6,2024-01-22,2024-03-30,returning_organic,pre
USR_00230,2024-04-15,paid_search,BLR,tier1,ios,8.3.2,False,3,2023-11-14,2024-01-26,returning_organic,pre
USR_00231,2024-06-24,paid_search,HYD,tier1,ios,8.4.0,False,1,2024-04-29,2024-04-14,new_organic,pre
USR_00232,2024-06-09,returning_direct,DEL,tier1,android,8.2.1,False,5,2023-08-20,2024-05-11,returning_organic,pre
USR_00233,2024-06-04,returning_direct,VNS,tier3,android,8.2.1,False,2,2023-06-07,2024-03-24,returning_organic,pre
USR_00234,2024-04-04,returning_direct,CCU,tier1,ios,8.3.2,False,2,2023-10-23,2024-03-23,returning_organic,pre
USR_00235,2024-04-11,organic_search,HYD,tier1,android,8.3.2,False,1,2023-11-06,2024-03-06,new_organic,pre
