booking_id,user_id,listing_id,week,cohort,revenue_usd,is_international,is_package
52,6141,7116,1,DealSeeker,128.01,False,False
53,6508,5502,1,DealSeeker,110.63,False,False
54,6553,6433,1,DealSeeker,85.24,False,False
55,6779,1304,1,DealSeeker,105.87,True,False
56,6869,4226,1,DealSeeker,85.68,False,False
57,6886,5209,1,DealSeeker,128.17,False,False
58,7262,6269,1,DealSeeker,111.12,False,False
59,7447,2806,1,DealSeeker,99.33,False,True
60,7649,3665,1,DealSeeker,97.85,False,False
61,8069,3148,1,Explorer,87.61,False,False
62,8675,4789,1,Explorer,103.69,False,False
63,8735,949,1,Explorer,114.71,False,False
64,8897,6335,1,Explorer,116.42,False,False
65,9956,1809,1,Explorer,75.74,False,False
66,13,2747,2,HVT,597.63,False,False
67,45,696,2,HVT,471.05,False,False
68,61,521,2,HVT,639.59,True,False
69,111,1514,2,HVT,727.45,True,False
70,153,4631,2,HVT,656.05,True,False
71,215,1619,2,HVT,576.51,False,False
72,333,3389,2,HVT,702.65,False,False
73,350,1609,2,HVT,736.58,False,False
74,364,391,2,HVT,477.25,False,False
75,427,4689,2,HVT,729.59,False,False
76,471,470,2,HVT,729.54,False,False
77,480,507,2,HVT,755.05,False,False
78,541,2342,2,HVT,756.44,False,False
79,551,4444,2,HVT,522.77,True,False
80,626,3373,2,HVT,618.5,False,False
81,700,2703,2,HVT,656.53,False,False
82,718,2082,2,HVT,617.48,True,False
83,766,463,2,HVT,613.35,False,False
84,774,865,2,HVT,618.35,False,False
85,814,3518,2,HVT,610.56,False,False
86,826,4911,2,HVT,527.18,False,False
87,863,1625,2,HVT,711.31,True,False
88,872,750,2,HVT,538.34,False,False
89,884,1011,2,HVT,569.14,False,False
90,930,4013,2,HVT,751.43,True,False
91,995,3357,2,HVT,644.02,True,False
92,1338,2319,2,HVT,640.38,False,False
93,1354,4298,2,HVT,620.73,False,False
94,1405,2258,2,HVT,467.44,True,False
95,1417,2064,2,HVT,617.46,False,False
96,1465,243,2,HVT,764.27,False,False
97,1622,3361,2,Mission,314.29,False,False
98,1707,2782,2,Mission,256.92,True,False
99,1774,4629,2,Mission,300.18,False,False
100,1814,306,2,Mission,331.71,False,False
101,1846,548,2,Mission,292.98,False,False
102,1990,4352,2,Mission,340.49,False,False
103,2020,644,2,Mission,214.84,False,False
104,2151,3067,2,Mission,315.24,True,False
105,2235,753,2,Mission,326.6,False,False
106,2244,3777,2,Mission,212.17,False,False
107,2295,1568,2,Mission,270.79,False,False
108,2327,2373,2,Mission,229.98,False,False
109,2353,396,2,Mission,223.89,False,False
110,2356,2179,2,Mission,225.78,False,False
111,2378,4666,2,Mission,240.58,False,False
112,2547,2587,2,Mission,297.61,False,False
113,2651,684,2,Mission,287.16,False,False
114,2655,2212,2,Mission,343.93,False,False
115,2669,2438,2,Mission,345.66,False,False
116,2806,4171,2,Mission,314.12,False,False
117,2842,2887,2,Mission,217.16,False,False
118,2857,2571,2,Mission,299.62,False,False
119,2981,491,2,Mission,278.32,False,False
120,3012,1617,2,Mission,253.88,False,False
121,3082,2235,2,Mission,338.45,False,False
122,3132,2082,2,Mission,249.62,True,False
123,3207,778,2,Mission,307.85,False,False
124,3335,1706,2,Mission,310.26,False,False
125,3364,2616,2,Mission,271.21,False,False
126,3410,2509,2,Mission,254.66,False,False
127,3435,4783,2,Mission,257.96,False,False
128,3505,1365,2,Mission,301.98,False,False
129,3506,258,2,Mission,250.73,False,False
130,3544,1226,2,Mission,345.57,True,False
131,3717,1062,2,Mission,286.36,False,False
132,3769,3689,2,Mission,231.04,False,False
133,3806,2062,2,Mission,317.11,False,False
134,3891,4584,2,Mission,220.8,False,False
135,3922,3240,2,Mission,308.54,False,False
136,3951,1878,2,Mission,320.78,False,True
137,4031,2061,2,DealSeeker,131.83,False,False
138,4058,5723,2,DealSeeker,91.07,False,False
139,4255,4183,2,DealSeeker,108.33,False,False
140,4347,2740,2,DealSeeker,131.23,False,False
141,4913,559,2,DealSeeker,84.63,True,False
142,4960,5779,2,DealSeeker,132.03,False,False
143,4992,7418,2,DealSeeker,103.87,False,False
144,5142,2801,2,DealSeeker,86.84,False,False
145,5197,4888,2,DealSeeker,135.1,True,False
146,5393,2553,2,DealSeeker,114.62,True,False
147,5407,4617,2,DealSeeker,139.61,False,False
148,5425,4900,2,DealSeeker,100.28,False,False
149,5533,7863,2,DealSeeker,129.7,False,False
150,5650,141,2,DealSeeker,88.24,False,False
151,5744,3324,2,DealSeeker,135.67,False,False
152,6040,7070,2,DealSeeker,104.43,False,False
153,6806,4156,2,DealSeeker,91.68,False,False
154,6947,3081,2,DealSeeker,98.33,False,False
155,7088,6971,2,DealSeeker,130.59,False,False
156,7211,1541,2,DealSeeker,136.81,False,False
157,7292,1912,2,DealSeeker,135.99,True,False
158,7869,5259,2,DealSeeker,113.31,False,False
159,8243,3403,2,Explorer,73.97,False,False
160,8571,4414,2,Explorer,113.46,False,False
161,8694,6425,2,Explorer,82.4,False,False
162,9991,6514,2,Explorer,107.11,False,False
163,1,1111,3,HVT,602.27,True,False
164,20,1249,3,HVT,467.98,True,False
165,32,3526,3,HVT,646.75,False,False
166,47,3297,3,HVT,663.53,False,False
167,85,2425,3,HVT,528.53,False,False
168,97,3519,3,HVT,614.71,False,False
169,118,4793,3,HVT,479.15,False,False
170,177,4924,3,HVT,472.96,False,False
171,197,3867,3,HVT,470.69,False,False
172,259,634,3,HVT,538.34,True,False
173,274,3681,3,HVT,530.11,True,False
174,275,1332,3,HVT,740.06,False,False
175,290,1677,3,HVT,716.0,False,False
176,298,1392,3,HVT,648.97,False,False
177,304,3776,3,HVT,521.35,True,False
178,342,3790,3,HVT,666.82,True,False
179,430,4648,3,HVT,588.85,False,False
180,432,538,3,HVT,673.35,True,False
181,450,650,3,HVT,654.86,True,False
182,456,4900,3,HVT,680.35,False,False
183,563,295,3,HVT,740.26,False,False
184,641,3295,3,HVT,725.07,False,False
185,691,2661,3,HVT,547.65,True,False
186,746,4102,3,HVT,663.99,False,False
187,775,1607,3,HVT,567.42,False,False
188,790,529,3,HVT,668.48,False,False
189,825,1665,3,HVT,672.22,False,False
190,861,3843,3,HVT,703.23,False,False
191,872,3080,3,HVT,652.38,False,False
192,882,508,3,HVT,596.41,False,False
193,919,2750,3,HVT,532.69,False,False
194,955,2942,3,HVT,640.11,False,False
195,977,23,3,HVT,662.53,False,False
196,989,2277,3,HVT,569.12,False,False
197,1033,4702,3,HVT,590.77,False,False
198,1141,4866,3,HVT,608.74,False,False
199,1163,601,3,HVT,737.87,False,False
200,1170,3818,3,HVT,551.45,True,True
201,1180,3418,3,HVT,710.63,False,False
202,1201,29,3,HVT,582.61,False,False
203,1325,2293,3,HVT,532.55,False,False
204,1336,2575,3,HVT,561.0,False,False
205,1364,4461,3,HVT,636.23,True,False
206,1417,3746,3,HVT,685.38,False,False
207,1438,1454,3,HVT,597.0,False,False
208,1439,2875,3,HVT,651.64,False,False
209,1488,2908,3,HVT,677.93,False,False
210,1491,2175,3,HVT,652.64,True,False
211,1500,1525,3,HVT,526.4,False,False
212,1540,3959,3,Mission,292.55,False,False
213,1571,3303,3,Mission,255.61,False,False
214,1587,1548,3,Mission,337.65,False,False
215,1608,3054,3,Mission,223.76,False,True
216,1644,3826,3,Mission,254.12,False,False
217,1692,3897,3,Mission,301.27,False,False
218,1706,1712,3,Mission,340.15,False,False
219,1735,1091,3,Mission,243.19,False,False
220,1749,3244,3,Mission,234.59,False,True
221,1795,1607,3,Mission,295.46,False,False
222,1836,4439,3,Mission,266.1,False,False
223,1978,4956,3,Mission,272.04,False,False
224,2023,417,3,Mission,341.9,False,False
225,2048,4912,3,Mission,240.87,False,False
226,2068,1815,3,Mission,259.41,False,False
227,2135,2971,3,Mission,278.71,True,False
228,2173,2019,3,Mission,325.03,False,False
229,2236,2418,3,Mission,220.73,False,False
230,2256,3789,3,Mission,299.09,False,False
231,2277,3184,3,Mission,228.95,False,False
232,2292,4605,3,Mission,284.01,False,False
233,2293,735,3,Mission,246.48,False,False
234,2371,890,3,Mission,227.97,False,False
235,2373,4619,3,Mission,327.41,False,False
236,2379,2433,3,Mission,268.3,False,False
237,2384,3758,3,Mission,245.03,False,False
238,2386,4956,3,Mission,257.12,False,False
239,2411,308,3,Mission,282.89,False,False
240,2416,2612,3,Mission,213.32,False,False
241,2470,2693,3,Mission,302.8,False,False
242,2495,4181,3,Mission,257.26,False,False
243,2552,2691,3,Mission,275.81,False,False
244,2555,2084,3,Mission,329.21,False,False
245,2574,2975,3,Mission,222.92,False,False
246,2584,4702,3,Mission,245.0,False,False
247,2603,103,3,Mission,235.86,False,False
248,2643,3431,3,Mission,240.36,False,False
249,2774,587,3,Mission,298.47,True,False
250,2798,549,3,Mission,339.1,False,False
251,2803,3875,3,Mission,233.87,False,False
252,2820,2414,3,Mission,290.07,False,False
253,2821,993,3,Mission,220.91,False,False
254,2934,2427,3,Mission,320.46,False,False
255,3025,3005,3,Mission,230.88,False,False
256,3078,2496,3,Mission,302.78,True,False
257,3092,4614,3,Mission,314.18,False,False
258,3133,882,3,Mission,231.77,False,False
259,3147,4865,3,Mission,240.65,False,False
260,3164,3289,3,Mission,326.75,True,False
261,3167,197,3,Mission,244.38,False,False
262,3190,2636,3,Mission,345.06,False,False
263,3203,4468,3,Mission,314.22,False,False
264,3258,2752,3,Mission,346.23,False,False
265,3319,1411,3,Mission,327.38,False,False
266,3322,607,3,Mission,317.13,False,False
267,3337,1570,3,Mission,344.8,True,False
268,3350,258,3,Mission,285.87,False,False
269,3364,66,3,Mission,318.74,False,False
270,3456,3894,3,Mission,249.18,False,False
271,3473,1792,3,Mission,349.8,False,False
272,3479,4415,3,Mission,340.22,False,False
273,3495,200,3,Mission,244.69,True,False
274,3510,3565,3,Mission,324.15,False,False
275,3599,3622,3,Mission,341.16,False,False
276,3631,1220,3,Mission,275.04,False,False
277,3685,3096,3,Mission,255.9,False,False
278,3691,1878,3,Mission,237.28,True,False
279,3768,2191,3,Mission,214.66,False,False
280,3795,2971,3,Mission,221.02,False,False
281,3815,4974,3,Mission,291.59,False,False
282,3858,4952,3,Mission,254.8,False,False
283,3952,3527,3,Mission,247.52,False,False
284,3964,1572,3,Mission,219.79,False,False
285,4231,1885,3,DealSeeker,134.22,False,False
286,4235,579,3,DealSeeker,131.88,False,False
287,4247,7102,3,DealSeeker,105.76,False,False
288,4456,4496,3,DealSeeker,122.22,False,True
289,4722,7241,3,DealSeeker,122.49,False,False
290,4728,1531,3,DealSeeker,128.55,False,False
291,4902,7415,3,DealSeeker,106.59,False,False
292,5140,3632,3,DealSeeker,102.96,False,False
293,5307,4818,3,DealSeeker,112.98,False,False
294,5467,4988,3,DealSeeker,97.4,False,False
295,5666,7614,3,DealSeeker,87.04,False,True
296,6216,4331,3,DealSeeker,92.68,False,False
297,6256,837,3,DealSeeker,114.89,False,False
298,6296,1799,3,DealSeeker,115.51,False,False
299,6308,5420,3,DealSeeker,101.56,False,False
300,6314,6253,3,DealSeeker,130.58,False,False
301,6382,5787,3,DealSeeker,131.36,False,False
302,6425,4717,3,DealSeeker,98.32,False,False
303,6492,2613,3,DealSeeker,124.76,False,False
304,6556,4292,3,DealSeeker,125.69,False,False
305,6566,7659,3,DealSeeker,122.15,False,False
306,6581,2900,3,DealSeeker,127.45,False,False
307,6685,7553,3,DealSeeker,117.58,False,False
308,6876,5513,3,DealSeeker,88.07,False,False
309,6909,5112,3,DealSeeker,98.86,False,False
310,6931,1204,3,DealSeeker,116.53,False,False
311,7005,3875,3,DealSeeker,95.55,False,False
312,7236,4838,3,DealSeeker,132.96,False,False
313,7284,65,3,DealSeeker,130.72,False,False
314,7407,2040,3,DealSeeker,86.14,False,False
315,7543,554,3,DealSeeker,131.55,False,False
316,7561,7218,3,DealSeeker,119.84,False,False
317,7613,5620,3,DealSeeker,115.24,False,False
318,7659,5609,3,DealSeeker,138.73,False,False
319,7710,7490,3,DealSeeker,102.94,True,False
320,7725,6602,3,DealSeeker,106.53,False,False
321,7885,2995,3,DealSeeker,137.77,False,False
322,7946,5814,3,DealSeeker,138.36,False,False
323,7985,3037,3,DealSeeker,112.5,False,False
324,7993,3080,3,DealSeeker,125.36,False,False
325,8078,7045,3,Explorer,114.89,False,False
326,8102,6394,3,Explorer,86.77,False,False
327,8125,6633,3,Explorer,79.86,False,False
328,8210,1101,3,Explorer,83.31,False,False
329,8220,7426,3,Explorer,75.75,False,False
330,8477,4630,3,Explorer,94.9,False,False
331,8516,4974,3,Explorer,78.8,False,False
332,8753,950,3,Explorer,115.11,False,False
333,8908,3657,3,Explorer,74.05,False,False
334,9333,1825,3,Explorer,83.66,False,False
335,9618,1451,3,Explorer,103.35,False,False
336,15,1786,4,HVT,547.72,False,False
337,28,411,4,HVT,599.56,True,False
338,47,2055,4,HVT,566.26,False,False
339,71,2116,4,HVT,524.41,False,False
340,83,4167,4,HVT,536.94,True,False
341,96,3299,4,HVT,568.29,True,False
342,100,1203,4,HVT,503.96,True,False
343,123,4097,4,HVT,671.86,False,False
344,147,3938,4,HVT,625.49,True,False
345,154,2262,4,HVT,574.64,False,True
346,161,2567,4,HVT,571.92,False,True
347,175,4619,4,HVT,690.37,False,False
348,216,1332,4,HVT,604.91,False,False
349,233,4933,4,HVT,763.36,False,False
350,263,1173,4,HVT,541.69,False,False
351,272,4319,4,HVT,754.56,False,False
352,378,1801,4,HVT,642.17,True,True
353,382,1962,4,HVT,550.41,False,False
354,390,2999,4,HVT,545.48,True,False
355,408,2988,4,HVT,465.83,False,False
356,421,887,4,HVT,667.53,False,False
357,449,986,4,HVT,529.34,False,False
358,462,2209,4,HVT,671.81,False,False
359,528,3019,4,HVT,544.66,False,False
360,593,179,4,HVT,745.29,False,False
361,611,3305,4,HVT,727.9,False,False
362,618,2391,4,HVT,646.42,False,False
363,627,4920,4,HVT,508.49,False,False
364,649,2553,4,HVT,770.29,False,False
365,655,3319,4,HVT,725.73,False,False
366,662,1772,4,HVT,605.78,False,False
367,759,1194,4,HVT,747.54,True,False
368,767,4541,4,HVT,513.35,False,False
369,768,1747,4,HVT,644.17,False,False
370,778,4235,4,HVT,632.56,False,False
371,786,3873,4,HVT,567.16,True,True
372,816,2851,4,HVT,524.14,False,False
373,850,2903,4,HVT,511.36,False,False
374,868,4919,4,HVT,586.84,False,False
375,909,4698,4,HVT,719.14,False,False
376,916,3742,4,HVT,628.18,False,False
377,963,575,4,HVT,565.29,False,False
378,965,1305,4,HVT,761.9,True,False
379,968,298,4,HVT,478.63,False,False
380,969,4591,4,HVT,501.44,False,False
381,982,2795,4,HVT,531.65,False,False
382,996,4260,4,HVT,555.77,False,False
383,1136,1688,4,HVT,513.43,False,False
384,1155,2088,4,HVT,658.9,False,False
385,1171,2122,4,HVT,688.86,False,False
386,1230,3418,4,HVT,492.45,True,False
387,1245,2198,4,HVT,526.09,False,False
388,1253,3645,4,HVT,710.26,False,True
389,1257,1121,4,HVT,521.18,False,False
390,1280,2277,4,HVT,600.41,True,False
391,1296,3996,4,HVT,682.56,False,False
392,1311,3935,4,HVT,466.14,False,True
393,1328,3610,4,HVT,734.15,False,False
394,1332,630,4,HVT,652.07,False,False
395,1344,2642,4,HVT,575.93,False,False
396,1347,4734,4,HVT,617.5,False,False
397,1363,949,4,HVT,581.29,False,False
398,1388,4072,4,HVT,493.2,False,False
399,1395,2792,4,HVT,476.22,False,True
400,1409,1490,4,HVT,736.89,False,False
401,1419,1349,4,HVT,542.03,False,False
402,1439,4500,4,HVT,759.17,False,False
403,1446,253,4,HVT,694.8,True,False
404,1472,1095,4,HVT,589.17,False,False
405,1482,94,4,HVT,570.3,False,False
406,1483,4966,4,HVT,768.77,False,False
407,1500,2322,4,HVT,636.93,False,False
408,1506,4673,4,Mission,217.53,False,False
409,1515,4547,4,Mission,230.04,False,False
410,1545,1330,4,Mission,249.26,False,False
411,1565,4127,4,Mission,341.7,False,False
412,1633,2821,4,Mission,274.34,False,False
413,1638,3479,4,Mission,215.15,False,False
414,1659,1898,4,Mission,303.86,True,False
415,1668,490,4,Mission,346.54,False,False
416,1682,3061,4,Mission,233.74,False,False
417,1684,2885,4,Mission,288.86,False,False
418,1715,2591,4,Mission,325.0,False,False
419,1744,4219,4,Mission,259.28,False,False
420,1764,1533,4,Mission,273.22,False,False
421,1872,1908,4,Mission,260.01,False,False
422,1877,402,4,Mission,230.03,False,True
423,1894,4175,4,Mission,332.51,False,False
424,1896,1951,4,Mission,213.84,False,False
425,1969,4590,4,Mission,337.46,False,False
426,2036,4258,4,Mission,264.83,False,False
427,2078,3956,4,Mission,252.86,False,False
428,2088,3866,4,Mission,305.61,False,False
429,2107,521,4,Mission,349.05,True,False
430,2110,4519,4,Mission,241.15,False,False
431,2115,908,4,Mission,251.25,False,False
432,2127,2289,4,Mission,235.4,False,False
433,2217,4994,4,Mission,348.53,False,False
434,2226,4744,4,Mission,262.97,False,False
435,2250,419,4,Mission,327.9,False,False
436,2254,4827,4,Mission,317.64,False,False
437,2297,4631,4,Mission,318.36,False,False
438,2318,3163,4,Mission,226.11,False,False
439,2335,3849,4,Mission,239.06,False,False
440,2340,2211,4,Mission,233.84,False,False
441,2345,2628,4,Mission,326.61,False,True
442,2409,1398,4,Mission,338.07,True,False
443,2410,4198,4,Mission,296.99,False,False
444,2426,2754,4,Mission,217.52,False,False
445,2429,822,4,Mission,259.39,False,False
446,2441,2473,4,Mission,214.21,False,False
447,2457,3905,4,Mission,325.44,False,False
448,2546,1753,4,Mission,336.09,False,False
449,2550,1039,4,Mission,245.74,False,False
450,2563,2221,4,Mission,215.14,True,False
451,2574,4721,4,Mission,281.61,False,False
452,2597,1564,4,Mission,315.59,False,True
453,2638,3053,4,Mission,347.37,False,False
454,2668,434,4,Mission,286.23,True,False
455,2722,3253,4,Mission,257.71,False,False
456,2742,4639,4,Mission,249.32,False,False
457,2748,4094,4,Mission,331.57,False,False
458,2785,1139,4,Mission,228.0,False,False
459,2856,404,4,Mission,303.26,False,False
460,2947,2111,4,Mission,235.55,False,False
461,2949,3410,4,Mission,318.94,False,False
462,2975,1731,4,Mission,294.7,False,False
463,2999,3177,4,Mission,346.61,True,False
464,3003,341,4,Mission,343.83,True,False
465,3018,4138,4,Mission,277.73,False,False
466,3020,4499,4,Mission,295.58,True,False
467,3028,569,4,Mission,231.09,False,False
468,3052,1001,4,Mission,224.81,False,False
469,3065,174,4,Mission,313.49,False,False
470,3142,1997,4,Mission,326.45,True,False
471,3171,3321,4,Mission,237.12,False,False
472,3179,2673,4,Mission,283.84,False,False
473,3195,631,4,Mission,218.1,False,False
474,3215,2116,4,Mission,214.8,False,False
475,3305,2609,4,Mission,339.55,False,False
476,3322,4226,4,Mission,263.1,False,False
477,3326,2916,4,Mission,277.46,False,False
478,3354,723,4,Mission,313.25,False,False
479,3388,3940,4,Mission,256.84,False,False
480,3392,2112,4,Mission,211.73,True,False
481,3420,2096,4,Mission,299.39,False,False
482,3433,1637,4,Mission,310.98,False,False
483,3434,715,4,Mission,231.22,False,False
484,3439,8,4,Mission,313.71,False,False
485,3455,3712,4,Mission,239.77,False,False
486,3507,563,4,Mission,256.53,False,False
487,3568,3409,4,Mission,260.61,False,False
488,3585,3101,4,Mission,337.15,True,False
489,3625,4957,4,Mission,269.57,False,False
490,3639,3156,4,Mission,346.01,False,False
491,3646,4238,4,Mission,280.19,False,False
492,3667,3325,4,Mission,327.96,False,False
493,3704,4011,4,Mission,219.76,False,False
494,3763,1595,4,Mission,229.61,False,False
495,3841,165,4,Mission,244.38,False,False
496,3845,2340,4,Mission,241.96,False,False
497,3865,1707,4,Mission,289.3,False,False
498,3908,173,4,Mission,321.1,False,False
499,3948,2631,4,Mission,244.6,False,False
500,3956,2413,4,Mission,215.6,False,False
501,3963,1358,4,Mission,210.83,False,False
502,3983,2912,4,Mission,271.47,False,False
503,4000,3388,4,Mission,231.06,False,False
504,4050,7565,4,DealSeeker,134.03,False,False
505,4060,7290,4,DealSeeker,102.29,False,False
506,4128,3393,4,DealSeeker,126.17,False,False
507,4170,4022,4,DealSeeker,119.82,True,False
508,4185,247,4,DealSeeker,85.11,False,False
509,4323,2171,4,DealSeeker,131.4,False,False
510,4457,6604,4,DealSeeker,113.73,False,False
511,4492,5863,4,DealSeeker,139.36,False,False
512,4614,7729,4,DealSeeker,96.6,False,False
513,4621,1072,4,DealSeeker,98.61,False,False
514,4666,2255,4,DealSeeker,90.7,False,False
515,4758,6026,4,DealSeeker,125.76,False,False
516,4840,6887,4,DealSeeker,112.17,False,True
517,4916,4247,4,DealSeeker,98.88,False,False
518,5068,1542,4,DealSeeker,86.21,False,False
519,5123,1967,4,DealSeeker,131.11,False,False
520,5190,5686,4,DealSeeker,93.67,False,True
521,5258,361,4,DealSeeker,87.3,False,False
522,5318,7258,4,DealSeeker,84.59,False,False
523,5479,65,4,DealSeeker,85.15,False,False
524,5499,711,4,DealSeeker,116.39,False,False
525,5515,5231,4,DealSeeker,122.73,False,False
526,5616,7854,4,DealSeeker,108.82,False,False
527,5669,6249,4,DealSeeker,92.68,False,False
528,5706,4118,4,DealSeeker,122.39,False,False
529,5790,4812,4,DealSeeker,134.77,False,False
530,5820,4771,4,DealSeeker,116.6,True,False
531,5824,4575,4,DealSeeker,118.56,False,False
532,5845,4651,4,DealSeeker,87.84,False,False
533,5942,6525,4,DealSeeker,88.59,False,False
534,5959,3418,4,DealSeeker,131.52,False,False
535,5979,3083,4,DealSeeker,113.71,False,False
536,5994,2598,4,DealSeeker,136.93,False,False
537,6004,7775,4,DealSeeker,119.34,True,False
538,6080,7321,4,DealSeeker,117.29,False,False
539,6088,5786,4,DealSeeker,139.61,False,False
540,6107,3203,4,DealSeeker,116.05,False,False
541,6131,7048,4,DealSeeker,124.25,False,False
542,6132,3360,4,DealSeeker,86.09,False,False
543,6139,1412,4,DealSeeker,113.39,True,False
544,6162,6909,4,DealSeeker,91.38,False,False
545,6183,4725,4,DealSeeker,123.9,False,False
546,6338,1600,4,DealSeeker,90.57,False,False
547,6450,5673,4,DealSeeker,131.59,False,False
548,6649,135,4,DealSeeker,132.35,False,False
549,6763,5438,4,DealSeeker,111.97,False,False
550,6766,1463,4,DealSeeker,116.59,False,False
551,6816,6520,4,DealSeeker,97.87,False,False
552,6846,7193,4,DealSeeker,129.91,False,False
553,6967,7449,4,DealSeeker,88.85,False,False
554,6973,6889,4,DealSeeker,111.17,False,False
555,7041,410,4,DealSeeker,133.73,False,False
556,7152,2307,4,DealSeeker,119.75,False,False
557,7263,1796,4,DealSeeker,119.95,False,False
558,7265,1972,4,DealSeeker,132.17,False,False
559,7285,1545,4,DealSeeker,116.0,False,False
560,7359,5862,4,DealSeeker,122.19,False,False
561,7557,6990,4,DealSeeker,108.84,False,False
562,7617,3563,4,DealSeeker,138.26,False,False
563,7647,1320,4,DealSeeker,119.3,False,False
564,7730,5050,4,DealSeeker,131.83,False,False
565,7748,4798,4,DealSeeker,128.04,False,False
566,7808,6655,4,DealSeeker,104.32,False,False
567,7862,6507,4,DealSeeker,135.54,False,False
568,7873,2534,4,DealSeeker,105.29,True,False
569,7890,6378,4,DealSeeker,84.95,False,False
570,7911,3306,4,DealSeeker,112.69,False,False
571,7952,1915,4,DealSeeker,117.55,False,False
572,7964,6790,4,DealSeeker,125.79,False,False
573,8531,4290,4,Explorer,100.73,False,False
574,8613,2453,4,Explorer,89.56,False,False
575,8702,2891,4,Explorer,113.9,False,False
576,8975,3288,4,Explorer,86.5,True,False
577,9148,6982,4,Explorer,95.31,False,False
578,9153,4852,4,Explorer,90.84,False,False
579,9170,1894,4,Explorer,104.9,False,False
580,9171,5092,4,Explorer,98.17,False,False
581,9173,5949,4,Explorer,73.39,False,False
582,9367,1579,4,Explorer,100.86,False,False
583,9506,6091,4,Explorer,93.04,False,True
584,9691,5953,4,Explorer,90.21,False,False
585,9694,3750,4,Explorer,103.54,False,False
586,34,1910,5,HVT,541.07,False,False
587,37,3067,5,HVT,743.67,True,False
588,51,1997,5,HVT,556.65,False,False
589,93,4418,5,HVT,483.12,True,False
590,112,1714,5,HVT,564.85,False,False
591,147,4394,5,HVT,578.79,False,False
592,153,3622,5,HVT,504.93,False,False
593,174,4353,5,HVT,756.04,False,False
594,185,3349,5,HVT,734.25,True,False
595,215,1259,5,HVT,652.43,True,True
596,219,4283,5,HVT,491.17,False,False
597,257,4086,5,HVT,635.42,False,False
598,259,466,5,HVT,760.08,True,False
599,262,2597,5,HVT,570.67,False,False
600,297,2262,5,HVT,494.85,False,False
601,301,188,5,HVT,504.61,False,False
602,302,1907,5,HVT,605.69,False,False
603,327,2184,5,HVT,568.83,True,False
604,329,3838,5,HVT,597.27,False,False
605,334,3756,5,HVT,753.71,False,False
606,358,4291,5,HVT,687.33,False,False
607,360,4805,5,HVT,610.37,False,False
608,386,2208,5,HVT,772.42,False,False
609,389,1702,5,HVT,592.58,False,True
610,401,3992,5,HVT,699.03,False,False
611,422,1412,5,HVT,586.32,True,False
612,443,1415,5,HVT,509.74,False,False
613,507,3802,5,HVT,511.15,False,True
614,509,743,5,HVT,569.68,False,False
615,517,1501,5,HVT,699.78,True,False
616,540,2286,5,HVT,557.56,False,False
617,547,2985,5,HVT,557.98,True,False
618,566,4475,5,HVT,658.02,False,False
619,630,4714,5,HVT,532.35,True,False
620,643,4627,5,HVT,477.15,False,False
621,653,415,5,HVT,627.66,False,False
622,674,3477,5,HVT,601.02,False,False
