listing_id,category,tier,avg_review_score,onboarded_week,city_tier,has_landmark_tag,amenities_complete
52,hotel,mid,4.76,4,tier2,False,False
53,hotel,budget,4.88,2,tier2,False,True
54,hotel,mid,4.36,2,tier1,False,True
55,hotel,mid,4.63,1,tier1,False,False
56,hotel,mid,4.1,1,resort,False,True
57,hotel,luxury,4.24,4,tier1,False,False
58,hotel,budget,4.32,2,tier1,True,False
59,hotel,premium,4.42,2,tier1,False,True
60,hotel,premium,4.07,4,tier1,False,True
61,hotel,luxury,4.59,3,tier2,False,True
62,hotel,premium,4.59,1,tier2,True,False
63,hotel,luxury,3.9,4,tier1,False,True
64,hotel,mid,3.89,2,tier2,True,True
65,hotel,budget,4.24,4,tier1,False,True
66,hotel,luxury,4.74,3,resort,False,True
67,hotel,mid,4.04,2,tier1,True,False
68,hotel,mid,4.3,2,resort,False,True
69,hotel,premium,4.08,3,tier2,False,False
70,hotel,luxury,4.84,3,resort,False,True
71,hotel,premium,4.31,1,resort,False,True
72,hotel,premium,3.89,3,resort,False,True
73,hotel,budget,4.23,3,tier1,False,True
74,hotel,mid,4.5,3,tier2,False,True
75,hotel,mid,4.11,3,tier1,False,True
76,hotel,premium,4.81,4,resort,False,False
77,hotel,luxury,3.95,1,tier2,False,True
78,hotel,luxury,4.27,3,tier1,True,True
79,hotel,mid,4.01,3,tier1,False,True
80,hotel,budget,4.08,3,resort,True,True
81,hotel,mid,4.27,3,tier1,False,False
82,hotel,mid,3.81,4,tier1,False,False
83,hotel,budget,4.36,1,resort,False,False
84,hotel,mid,3.99,1,tier1,False,True
85,hotel,budget,4.51,3,tier1,True,True
86,hotel,premium,4.34,1,tier1,True,True
87,hotel,mid,4.45,1,tier1,False,True
88,hotel,mid,3.99,2,tier2,False,True
89,hotel,mid,4.17,3,tier1,True,False
90,hotel,mid,4.0,2,tier2,True,True
91,hotel,luxury,4.32,1,tier1,True,True
92,hotel,budget,4.34,3,tier1,False,True
93,hotel,mid,4.12,1,tier2,False,True
94,hotel,budget,4.4,1,tier2,True,True
95,hotel,luxury,4.81,1,tier1,False,True
96,hotel,luxury,4.86,3,tier2,False,True
97,hotel,luxury,3.92,1,tier1,False,False
98,hotel,luxury,4.07,2,tier2,False,False
99,hotel,budget,4.63,2,tier2,False,True
100,hotel,premium,4.37,2,tier2,False,True
101,hotel,luxury,4.4,4,resort,True,True
102,hotel,mid,4.69,3,tier2,False,True
103,hotel,premium,4.28,4,tier1,True,False
104,hotel,budget,4.62,1,tier1,False,True
105,hotel,mid,4.79,2,tier1,False,True
106,hotel,mid,4.09,3,tier1,False,True
107,hotel,luxury,4.26,1,tier2,False,True
108,hotel,budget,4.21,1,tier2,True,False
109,hotel,budget,3.92,3,tier2,False,False
110,hotel,mid,4.6,4,tier2,False,True
111,hotel,luxury,4.03,4,resort,False,True
112,hotel,premium,4.05,2,resort,False,True
113,hotel,budget,4.57,1,tier1,False,True
114,hotel,luxury,4.07,2,tier1,True,True
115,hotel,mid,4.22,3,tier2,True,True
116,hotel,budget,4.51,4,tier2,False,True
117,hotel,luxury,4.46,3,tier2,False,True
118,hotel,budget,4.78,2,tier2,False,True
119,hotel,mid,3.83,3,tier2,True,True
120,hotel,budget,3.84,1,resort,False,True
121,hotel,budget,4.46,2,tier1,False,False
122,hotel,mid,3.89,4,tier1,False,True
123,hotel,budget,4.64,2,tier1,False,True
124,hotel,budget,4.52,4,tier2,True,True
125,hotel,luxury,4.29,1,tier1,False,True
126,hotel,budget,3.82,3,tier1,False,True
127,hotel,luxury,4.16,4,tier2,False,True
128,hotel,premium,4.58,2,tier1,True,True
129,hotel,luxury,4.22,3,tier2,False,False
130,hotel,premium,4.81,1,tier1,False,True
131,hotel,budget,3.81,4,tier1,True,True
132,hotel,luxury,3.84,2,tier1,False,True
133,hotel,budget,4.31,4,tier1,True,True
134,hotel,premium,4.17,1,tier1,False,True
135,hotel,budget,3.98,4,resort,False,False
136,hotel,budget,4.4,4,tier2,False,True
137,hotel,luxury,4.28,1,tier1,True,True
138,hotel,mid,4.68,3,resort,False,True
139,hotel,budget,4.0,3,tier2,False,True
140,hotel,luxury,4.42,3,tier1,False,True
141,hotel,budget,4.87,1,tier2,True,False
142,hotel,budget,4.17,3,tier2,False,True
143,hotel,premium,3.96,1,resort,False,True
144,hotel,luxury,4.7,2,tier1,False,True
145,hotel,luxury,4.33,2,tier2,False,True
146,hotel,mid,3.91,3,resort,False,True
147,hotel,luxury,4.81,3,tier1,True,True
148,hotel,premium,4.63,4,resort,False,True
149,hotel,premium,3.85,4,tier1,False,True
150,hotel,mid,4.31,4,resort,True,False
151,hotel,mid,4.19,4,tier1,True,False
152,hotel,luxury,3.99,4,tier2,False,True
153,hotel,mid,3.94,4,tier1,True,True
154,hotel,premium,4.83,4,tier1,True,False
155,hotel,mid,4.04,2,tier1,True,True
156,hotel,mid,3.85,4,resort,False,True
157,hotel,luxury,3.9,3,tier1,True,True
158,hotel,premium,4.24,2,tier2,False,True
159,hotel,luxury,4.17,1,tier2,False,False
160,hotel,mid,4.06,3,tier1,True,True
161,hotel,luxury,4.08,4,tier1,False,True
162,hotel,mid,4.59,2,tier1,True,True
163,hotel,budget,4.31,1,tier1,False,True
164,hotel,premium,4.17,3,tier1,False,False
165,hotel,premium,3.91,1,tier1,False,True
166,hotel,premium,3.82,1,resort,False,True
167,hotel,premium,4.09,3,tier2,False,False
168,hotel,luxury,4.82,4,tier1,False,True
169,hotel,budget,3.91,1,tier1,True,True
170,hotel,premium,4.56,4,tier2,True,False
171,hotel,luxury,4.17,3,tier1,True,True
172,hotel,mid,4.0,2,tier1,True,False
173,hotel,budget,4.24,4,tier2,True,True
174,hotel,mid,4.61,3,tier1,False,True
175,hotel,luxury,4.49,2,tier1,True,True
176,hotel,mid,4.29,1,tier1,False,True
177,hotel,luxury,4.27,3,tier1,True,False
178,hotel,budget,4.6,1,resort,False,False
179,hotel,mid,3.88,1,tier1,False,True
180,hotel,premium,4.23,1,tier2,True,False
181,hotel,premium,4.44,4,resort,False,True
182,hotel,premium,3.9,2,tier2,True,True
183,hotel,mid,3.95,2,tier1,False,True
184,hotel,premium,4.67,2,tier2,True,True
185,hotel,budget,4.34,4,resort,False,True
186,hotel,luxury,4.15,2,tier2,False,False
187,hotel,budget,4.08,2,tier1,True,True
188,hotel,premium,4.18,2,tier2,False,True
189,hotel,budget,4.84,4,tier1,False,True
190,hotel,luxury,4.4,1,tier1,True,True
191,hotel,premium,4.55,3,tier2,False,False
192,hotel,premium,4.39,3,resort,False,False
193,hotel,premium,4.13,3,tier1,False,True
194,hotel,premium,4.31,1,tier2,True,True
195,hotel,luxury,3.87,2,tier1,True,False
196,hotel,mid,4.28,3,resort,True,True
197,hotel,mid,4.61,3,tier2,True,True
198,hotel,mid,4.79,1,tier1,False,False
199,hotel,budget,4.71,4,resort,False,True
200,hotel,budget,4.84,4,tier1,True,True
201,hotel,mid,4.08,4,tier1,True,True
202,hotel,mid,4.42,1,tier1,False,True
203,hotel,budget,4.36,2,tier2,True,True
204,hotel,premium,4.39,3,tier2,True,True
205,hotel,budget,4.18,1,tier2,False,True
206,hotel,premium,4.23,4,tier1,True,False
207,hotel,luxury,4.82,4,tier1,True,False
208,hotel,budget,4.85,3,tier2,False,True
209,hotel,premium,3.89,3,resort,False,True
210,hotel,budget,4.13,4,tier1,True,True
211,hotel,premium,4.11,1,tier1,True,True
212,hotel,budget,4.8,3,tier1,True,True
213,hotel,budget,4.86,2,tier1,False,True
214,hotel,mid,3.83,2,tier1,True,True
215,hotel,premium,4.76,4,resort,False,False
216,hotel,luxury,3.85,4,tier1,False,True
217,hotel,mid,4.22,4,resort,True,True
218,hotel,budget,4.53,4,resort,True,True
219,hotel,premium,4.44,4,tier1,False,False
220,hotel,premium,4.45,1,tier1,True,True
221,hotel,mid,3.86,2,tier2,True,True
222,hotel,mid,4.27,3,resort,False,True
223,hotel,budget,4.27,3,resort,True,True
224,hotel,budget,4.09,2,tier1,True,True
225,hotel,premium,4.8,3,resort,True,False
226,hotel,premium,4.21,2,tier1,True,False
227,hotel,premium,4.77,3,tier2,True,True
228,hotel,premium,4.68,1,tier2,False,False
229,hotel,luxury,3.86,2,tier1,False,True
230,hotel,mid,4.86,2,resort,False,True
231,hotel,budget,3.91,4,tier2,False,False
232,hotel,mid,4.38,3,tier2,False,True
233,hotel,mid,4.53,4,tier1,False,False
234,hotel,budget,4.28,2,resort,True,True
235,hotel,luxury,4.8,2,tier1,True,False
236,hotel,premium,3.86,3,tier1,False,True
237,hotel,mid,4.46,4,resort,False,True
238,hotel,budget,3.85,3,tier2,False,False
239,hotel,budget,4.62,3,tier1,False,True
240,hotel,luxury,4.37,1,tier2,True,True
241,hotel,budget,4.09,4,resort,False,True
242,hotel,budget,4.16,4,tier1,True,True
243,hotel,mid,4.3,1,tier1,False,True
244,hotel,budget,4.14,4,resort,False,True
245,hotel,premium,4.32,1,tier2,True,True
246,hotel,mid,4.64,3,tier1,False,False
247,hotel,luxury,4.34,4,tier2,True,True
248,hotel,luxury,4.11,4,resort,False,True
249,hotel,premium,4.71,2,resort,True,True
250,hotel,luxury,3.87,1,tier1,False,False
251,hotel,premium,4.45,3,tier1,False,False
252,hotel,budget,4.27,4,tier2,False,True
253,hotel,luxury,4.5,3,tier1,True,True
254,hotel,budget,4.74,1,tier1,False,False
255,hotel,mid,4.56,3,tier1,True,True
256,hotel,budget,4.62,1,tier1,False,False
257,hotel,luxury,4.08,1,tier2,False,True
258,hotel,budget,4.89,3,tier1,True,True
259,hotel,mid,4.61,2,tier2,False,True
260,hotel,mid,4.09,4,tier1,False,True
261,hotel,luxury,3.85,2,resort,False,False
262,hotel,luxury,4.1,2,resort,False,True
263,hotel,premium,4.0,3,resort,True,True
264,hotel,budget,4.49,3,resort,False,True
265,hotel,mid,4.81,1,resort,False,True
266,hotel,luxury,3.96,2,tier1,False,True
267,hotel,luxury,4.87,4,tier1,True,False
268,hotel,premium,4.19,4,tier2,False,True
269,hotel,mid,4.43,1,tier1,False,True
270,hotel,premium,4.23,1,tier1,False,True
271,hotel,mid,4.3,2,resort,False,True
272,hotel,premium,4.48,3,tier1,False,True
273,hotel,premium,4.69,4,tier1,True,True
274,hotel,budget,4.18,4,tier1,False,True
275,hotel,luxury,3.82,2,tier1,False,True
276,hotel,budget,3.82,2,resort,False,True
277,hotel,luxury,4.6,2,tier2,False,True
278,hotel,mid,3.81,2,tier1,True,True
279,hotel,mid,4.37,1,resort,False,True
280,hotel,premium,4.7,2,tier1,False,True
281,hotel,mid,4.34,2,tier2,True,True
282,hotel,luxury,4.73,2,tier1,True,True
283,hotel,premium,4.4,2,tier1,True,False
284,hotel,mid,3.99,3,resort,False,False
285,hotel,budget,4.46,4,tier1,True,True
286,hotel,luxury,4.02,1,tier1,False,True
287,hotel,premium,4.59,2,tier1,False,True
288,hotel,premium,4.71,3,resort,True,True
289,hotel,budget,4.76,4,tier2,False,True
290,hotel,mid,4.52,4,tier1,True,True
291,hotel,premium,4.51,2,resort,False,False
292,hotel,mid,4.61,1,resort,False,False
293,hotel,mid,3.8,4,resort,True,True
294,hotel,luxury,4.33,3,tier2,False,True
295,hotel,luxury,4.85,3,resort,False,True
296,hotel,premium,4.9,2,resort,False,True
297,hotel,budget,4.0,3,tier1,False,True
298,hotel,premium,4.55,4,resort,False,False
299,hotel,mid,4.31,1,tier1,False,False
300,hotel,luxury,4.47,4,tier1,True,True
301,hotel,premium,3.97,3,tier1,False,True
302,hotel,budget,4.76,2,resort,True,True
303,hotel,budget,3.87,4,tier2,False,True
304,hotel,luxury,4.3,3,resort,True,True
305,hotel,luxury,4.3,3,tier2,True,True
306,hotel,budget,4.66,4,tier1,False,True
307,hotel,luxury,4.37,1,tier1,True,True
308,hotel,premium,4.88,2,tier1,False,True
309,hotel,budget,4.42,2,tier2,True,True
310,hotel,budget,4.66,3,tier1,False,True
311,hotel,mid,3.86,2,tier1,True,True
312,hotel,mid,3.92,2,resort,False,True
313,hotel,premium,4.68,1,tier2,False,True
314,hotel,budget,4.65,4,tier2,False,False
315,hotel,luxury,4.05,2,tier1,False,True
316,hotel,budget,4.48,2,tier1,False,True
317,hotel,luxury,4.03,1,tier1,False,True
318,hotel,luxury,4.71,4,tier1,False,True
319,hotel,budget,4.74,1,tier2,False,True
320,hotel,luxury,4.51,4,tier2,True,True
321,hotel,budget,3.93,3,tier1,True,True
322,hotel,mid,4.28,2,tier2,False,True
323,hotel,budget,4.61,1,resort,True,True
324,hotel,mid,4.74,1,tier1,True,True
325,hotel,mid,4.33,3,tier1,True,True
326,hotel,mid,4.34,2,tier1,True,True
327,hotel,premium,4.04,1,resort,False,False
328,hotel,mid,4.26,4,tier2,False,True
329,hotel,luxury,4.28,1,tier2,False,True
330,hotel,premium,4.85,3,resort,True,True
331,hotel,budget,4.48,2,tier2,False,True
332,hotel,luxury,4.66,4,tier1,False,True
333,hotel,luxury,4.67,2,tier1,False,True
334,hotel,mid,4.23,1,tier2,True,False
335,hotel,budget,4.81,1,tier1,False,True
336,hotel,luxury,4.73,4,tier1,False,True
337,hotel,mid,4.61,2,resort,False,True
338,hotel,luxury,4.55,1,tier1,False,True
339,hotel,budget,4.61,1,tier1,True,True
340,hotel,mid,4.32,3,tier2,False,True
341,hotel,premium,4.6,3,tier2,False,False
342,hotel,luxury,4.37,4,tier1,True,False
343,hotel,luxury,4.81,1,resort,False,True
344,hotel,luxury,4.41,4,tier2,True,True
345,hotel,luxury,3.93,4,resort,False,True
346,hotel,mid,4.01,4,tier1,False,True
347,hotel,mid,4.8,4,resort,False,True
348,hotel,mid,4.35,1,tier1,False,False
349,hotel,luxury,4.04,1,tier2,False,True
350,hotel,mid,4.86,4,tier1,True,True
351,hotel,budget,4.47,2,tier2,False,False
352,hotel,premium,4.12,4,tier1,False,True
353,hotel,premium,3.83,1,tier1,False,True
354,hotel,budget,3.85,2,tier1,True,False
355,hotel,mid,4.35,1,tier1,True,False
356,hotel,luxury,4.52,4,resort,False,True
357,hotel,budget,4.34,3,tier1,False,True
358,hotel,luxury,4.19,2,resort,False,False
359,hotel,premium,4.38,3,tier1,False,True
360,hotel,luxury,4.42,1,tier2,False,True
361,hotel,mid,3.8,3,resort,False,False
362,hotel,premium,3.9,3,tier1,False,True
363,hotel,premium,4.63,3,tier1,False,True
364,hotel,budget,3.85,4,tier2,False,True
365,hotel,luxury,3.98,3,resort,False,True
366,hotel,premium,3.85,2,tier2,False,False
367,hotel,budget,4.53,2,resort,True,True
368,hotel,premium,4.55,3,tier2,False,True
369,hotel,budget,4.3,3,tier1,False,False
370,hotel,luxury,4.86,2,tier1,False,True
371,hotel,luxury,4.37,1,resort,False,True
372,hotel,mid,4.4,4,resort,True,True
373,hotel,premium,3.81,1,resort,True,True
374,hotel,mid,4.48,1,resort,False,True
375,hotel,mid,4.24,3,tier2,True,True
376,hotel,mid,4.45,3,resort,False,True
377,hotel,premium,4.62,3,tier2,True,True
378,hotel,mid,4.69,2,tier2,False,True
379,hotel,mid,3.95,2,tier2,False,True
380,hotel,luxury,4.65,4,tier1,False,True
381,hotel,budget,4.19,3,resort,False,True
382,hotel,premium,4.05,1,resort,False,True
383,hotel,luxury,3.98,1,tier1,False,False
384,hotel,premium,4.24,1,tier2,False,True
385,hotel,luxury,3.91,2,resort,False,True
386,hotel,luxury,4.2,3,tier2,True,True
387,hotel,luxury,4.89,1,resort,False,True
388,hotel,budget,4.49,3,tier1,True,True
389,hotel,luxury,4.11,3,resort,True,True
390,hotel,luxury,4.5,3,tier2,False,True
391,hotel,luxury,4.82,4,tier1,False,True
392,hotel,premium,4.61,2,tier2,False,True
393,hotel,luxury,4.11,2,tier1,False,True
394,hotel,premium,3.89,1,tier2,False,True
395,hotel,luxury,3.86,1,tier2,False,False
396,hotel,mid,4.23,1,tier1,False,True
397,hotel,mid,3.83,3,tier2,False,False
398,hotel,luxury,4.59,3,resort,True,False
399,hotel,luxury,4.5,2,tier1,True,True
400,hotel,mid,4.37,2,tier1,True,True
401,hotel,mid,4.52,3,tier2,False,False
402,hotel,mid,4.35,2,tier1,False,False
403,hotel,luxury,4.28,2,tier2,False,True
404,hotel,budget,3.84,1,tier1,True,True
405,hotel,budget,3.8,1,tier1,False,True
406,hotel,luxury,4.25,1,resort,False,True
407,hotel,luxury,4.68,3,tier1,False,False
408,hotel,luxury,4.56,4,tier2,True,False
409,hotel,premium,4.83,2,tier2,True,True
410,hotel,mid,4.69,1,tier2,False,True
411,hotel,luxury,4.16,2,resort,True,True
412,hotel,luxury,4.62,1,resort,True,True
413,hotel,mid,4.03,1,tier1,False,True
414,hotel,luxury,4.77,1,tier1,False,True
415,hotel,premium,4.14,1,tier1,True,True
416,hotel,luxury,4.09,1,resort,False,True
417,hotel,mid,3.9,2,tier1,True,False
418,hotel,mid,4.1,4,resort,True,False
419,hotel,premium,3.88,1,tier1,False,True
420,hotel,budget,4.22,4,resort,False,True
421,hotel,mid,4.81,2,resort,False,False
422,hotel,mid,4.29,4,tier1,True,True
423,hotel,luxury,4.04,3,tier2,False,True
424,hotel,budget,3.87,1,tier1,True,True
425,hotel,premium,3.94,2,tier2,False,True
426,hotel,budget,3.89,4,tier2,True,True
427,hotel,budget,4.17,3,tier2,False,True
428,hotel,budget,4.09,2,tier1,True,True
429,hotel,mid,4.35,4,tier1,False,True
430,hotel,luxury,3.82,3,tier1,True,False
431,hotel,budget,4.68,1,tier1,True,True
432,hotel,luxury,4.19,1,tier1,False,True
433,hotel,luxury,4.15,2,tier2,False,True
434,hotel,luxury,4.84,4,tier1,True,True
435,hotel,premium,4.69,3,tier1,False,True
436,hotel,luxury,4.35,2,tier1,False,False
437,hotel,luxury,4.63,1,resort,False,False
438,hotel,premium,4.55,4,tier1,False,True
439,hotel,mid,4.84,3,tier1,False,True
440,hotel,mid,3.86,4,resort,True,True
441,hotel,mid,4.57,4,resort,True,False
442,hotel,mid,4.2,2,tier1,False,True
443,hotel,mid,4.41,2,resort,False,True
444,hotel,mid,4.17,4,tier1,True,True
445,hotel,mid,4.79,2,tier1,False,True
446,hotel,luxury,4.08,4,tier2,False,False
447,hotel,mid,4.38,3,tier2,False,True
448,hotel,premium,4.56,1,tier1,False,True
449,hotel,budget,4.7,1,tier1,True,True
450,hotel,mid,3.84,1,tier1,False,True
451,hotel,mid,4.7,1,resort,False,True
452,hotel,luxury,4.76,4,tier2,False,True
453,hotel,premium,4.37,3,tier1,True,True
454,hotel,luxury,4.28,3,resort,False,True
455,hotel,premium,4.14,2,tier1,False,True
456,hotel,budget,4.46,2,tier2,True,True
457,hotel,luxury,4.14,3,tier1,False,True
458,hotel,mid,3.9,4,tier1,False,False
459,hotel,mid,4.01,1,tier2,False,True
460,hotel,premium,4.0,1,tier1,False,True
461,hotel,luxury,4.29,2,tier1,True,True
462,hotel,mid,4.37,2,resort,True,True
463,hotel,budget,4.81,3,tier2,True,True
464,hotel,mid,4.49,4,resort,False,True
465,hotel,luxury,4.15,3,tier1,False,False
466,hotel,premium,4.13,4,tier1,False,True
467,hotel,luxury,4.04,1,tier1,False,True
468,hotel,premium,4.9,1,tier2,False,True
469,hotel,premium,4.5,2,tier1,False,True
470,hotel,budget,4.49,4,tier2,True,True
471,hotel,budget,4.82,3,tier2,False,True
472,hotel,luxury,4.82,1,resort,False,True
473,hotel,luxury,4.77,1,tier2,False,True
474,hotel,budget,4.34,4,tier1,False,False
475,hotel,budget,4.6,4,tier1,False,True
476,hotel,luxury,3.99,3,tier1,True,True
477,hotel,budget,4.66,4,resort,False,True
478,hotel,premium,4.07,2,resort,False,False
479,hotel,budget,4.47,3,resort,True,True
480,hotel,mid,4.53,2,resort,False,True
481,hotel,luxury,4.66,2,tier2,False,True
482,hotel,mid,3.93,2,tier1,False,False
483,hotel,mid,4.75,1,tier2,False,True
484,hotel,mid,4.89,1,resort,True,False
485,hotel,budget,4.51,3,resort,True,False
486,hotel,budget,4.38,4,resort,False,True
487,hotel,luxury,4.39,2,tier2,True,True
488,hotel,premium,4.2,2,tier1,False,True
489,hotel,budget,3.96,3,resort,True,False
490,hotel,luxury,4.01,1,tier1,False,False
491,hotel,budget,4.83,3,tier1,False,False
492,hotel,premium,4.63,4,tier1,False,False
493,hotel,luxury,4.56,3,tier1,False,True
494,hotel,mid,3.9,3,tier1,False,True
495,hotel,budget,4.66,2,tier1,False,True
496,hotel,premium,4.6,3,tier2,False,True
497,hotel,mid,3.95,4,resort,False,True
498,hotel,mid,3.91,1,resort,False,False
499,hotel,mid,4.17,4,tier1,False,True
500,hotel,premium,4.08,3,tier2,False,True
501,hotel,budget,4.25,4,tier2,False,True
502,hotel,budget,4.74,2,tier1,False,True
503,hotel,premium,4.02,4,tier1,True,True
504,hotel,premium,3.98,4,tier2,False,True
505,hotel,mid,4.31,2,tier2,True,True
506,hotel,luxury,3.94,3,resort,False,False
507,hotel,mid,3.98,3,tier1,False,True
508,hotel,mid,4.29,4,tier2,False,True
509,hotel,budget,4.01,3,resort,False,True
510,hotel,luxury,4.78,3,resort,False,True
511,hotel,premium,3.95,2,tier1,False,False
512,hotel,mid,4.88,1,tier1,False,True
513,hotel,mid,4.04,3,tier1,False,False
514,hotel,mid,4.05,4,tier1,False,True
515,hotel,mid,4.19,1,tier1,True,True
516,hotel,luxury,4.06,2,resort,False,True
517,hotel,mid,4.25,3,resort,False,False
518,hotel,budget,4.47,4,tier2,False,True
519,hotel,mid,4.58,3,tier2,False,True
520,hotel,mid,4.57,4,resort,False,True
521,hotel,premium,4.44,2,tier1,True,True
522,hotel,luxury,3.92,4,resort,True,False
523,hotel,mid,4.67,1,tier1,True,True
524,hotel,budget,4.22,2,tier2,False,True
525,hotel,budget,4.63,3,tier1,True,True
526,hotel,premium,4.77,4,tier2,False,False
527,hotel,luxury,4.19,2,resort,False,True
528,hotel,premium,4.87,1,resort,False,True
529,hotel,budget,4.02,2,tier2,False,True
530,hotel,mid,4.04,3,resort,False,True
531,hotel,mid,3.97,2,tier1,False,False
532,hotel,luxury,4.24,3,resort,False,False
533,hotel,premium,4.54,4,tier1,True,True
534,hotel,mid,4.05,3,tier2,True,True
535,hotel,luxury,4.44,2,tier1,False,True
536,hotel,budget,4.69,2,resort,False,True
537,hotel,mid,4.47,2,tier1,False,True
538,hotel,luxury,4.56,4,resort,False,False
539,hotel,premium,4.66,4,resort,False,False
540,hotel,mid,3.94,4,tier1,False,False
541,hotel,luxury,4.48,3,tier1,False,False
542,hotel,luxury,4.63,4,tier1,False,True
543,hotel,budget,4.58,3,tier1,False,True
544,hotel,luxury,4.09,1,tier2,False,True
545,hotel,budget,4.44,3,tier2,False,True
546,hotel,budget,4.81,3,tier1,False,True
547,hotel,mid,4.78,3,tier1,True,True
548,hotel,mid,4.72,3,tier1,False,True
549,hotel,budget,3.85,2,tier2,False,True
550,hotel,budget,4.41,1,tier1,True,True
551,hotel,mid,4.08,1,tier1,False,False
552,hotel,premium,4.09,4,tier1,False,False
553,hotel,budget,4.52,1,tier1,True,True
554,hotel,luxury,4.72,3,tier1,False,True
555,hotel,luxury,4.46,2,tier2,True,True
556,hotel,luxury,4.1,2,tier1,False,True
557,hotel,premium,4.69,4,resort,False,True
558,hotel,luxury,4.11,3,tier1,False,True
559,hotel,mid,4.11,4,tier1,False,False
560,hotel,mid,4.63,1,resort,True,True
561,hotel,premium,3.95,3,tier1,False,True
562,hotel,luxury,3.86,3,resort,True,False
563,hotel,mid,4.72,3,resort,False,False
564,hotel,luxury,4.86,1,resort,True,True
565,hotel,luxury,4.43,3,tier1,False,False
566,hotel,premium,4.25,1,tier1,False,True
567,hotel,premium,4.41,4,resort,False,True
568,hotel,premium,4.05,2,tier2,False,True
569,hotel,mid,4.47,1,tier1,False,False
570,hotel,mid,3.94,1,tier1,False,False
571,hotel,luxury,4.88,3,resort,False,False
572,hotel,premium,4.88,2,resort,False,True
573,hotel,budget,4.54,4,tier1,False,True
574,hotel,premium,4.39,1,resort,True,True
575,hotel,budget,4.56,1,tier2,False,True
576,hotel,premium,4.22,4,resort,True,True
577,hotel,mid,4.23,1,tier1,False,True
578,hotel,mid,4.77,2,tier1,False,False
579,hotel,mid,3.91,2,resort,False,False
580,hotel,mid,4.79,3,resort,False,True
581,hotel,mid,4.35,1,tier1,True,True
582,hotel,luxury,4.72,2,resort,False,True
583,hotel,premium,4.46,1,tier1,False,True
584,hotel,mid,4.48,1,tier1,True,True
585,hotel,premium,4.15,4,tier2,False,True
586,hotel,premium,3.85,4,tier2,False,True
587,hotel,budget,4.88,2,tier1,True,False
588,hotel,luxury,4.62,2,tier1,False,True
589,hotel,budget,4.06,1,tier1,False,True
590,hotel,mid,4.42,2,resort,False,True
591,hotel,mid,4.84,4,tier1,True,False
592,hotel,premium,4.35,4,tier1,False,False
593,hotel,luxury,3.9,3,tier1,False,True
594,hotel,budget,4.24,3,tier1,False,False
595,hotel,mid,3.98,2,tier1,False,True
596,hotel,premium,4.59,2,tier1,True,False
597,hotel,budget,4.9,1,tier1,False,True
598,hotel,mid,4.52,4,tier2,False,True
599,hotel,mid,4.68,1,tier2,True,True
600,hotel,mid,4.14,3,tier2,True,True
601,hotel,premium,3.95,3,tier1,False,True
602,hotel,premium,4.32,4,tier1,True,True
603,hotel,mid,3.89,1,tier2,False,True
604,hotel,budget,3.81,2,resort,False,True
