session_id,user_id,week,cohort,search_query_type,listing_category,converted,review_dwell_seconds,listings_viewed,serp_bounce,opened_external_map,payment_abandoned,visa_concern_exit,package_page_visited
167,1874,1,Mission,medium_intent,business,False,63,3,False,False,False,False,False
168,1881,1,Mission,high_intent,tourist,False,57,3,False,False,False,False,False
169,1907,1,Mission,high_intent,business,False,63,3,False,False,False,False,False
170,1915,1,Mission,medium_intent,tourist,True,57,3,False,False,False,False,False
171,1928,1,Mission,medium_intent,business,False,66,2,False,False,False,False,False
172,1942,1,Mission,browsing,tourist,False,73,3,False,False,False,False,False
173,1944,1,Mission,medium_intent,business,False,71,3,False,False,False,False,False
174,1947,1,Mission,medium_intent,tourist,False,60,3,False,False,False,False,False
175,1951,1,Mission,medium_intent,international,False,75,3,False,False,False,False,False
176,1958,1,Mission,high_intent,tourist,False,55,3,False,False,False,False,False
177,1959,1,Mission,high_intent,tourist,False,55,3,False,False,False,False,False
178,1970,1,Mission,high_intent,tourist,False,72,3,True,False,False,False,True
179,1980,1,Mission,medium_intent,tourist,False,78,2,False,False,False,False,False
180,2026,1,Mission,high_intent,tourist,False,64,3,False,False,False,False,False
181,2049,1,Mission,high_intent,business,False,72,3,False,False,False,False,False
182,2056,1,Mission,high_intent,tourist,True,78,3,False,False,False,False,False
183,2059,1,Mission,browsing,tourist,False,66,2,False,False,False,False,False
184,2060,1,Mission,medium_intent,tourist,False,77,3,False,False,False,False,False
185,2065,1,Mission,high_intent,business,False,66,2,True,False,False,False,False
186,2069,1,Mission,high_intent,tourist,False,61,3,False,False,False,False,False
187,2073,1,Mission,high_intent,business,False,63,2,True,False,False,False,False
188,2106,1,Mission,high_intent,international,False,74,3,False,False,False,False,False
189,2110,1,Mission,high_intent,tourist,False,73,3,False,False,False,False,False
190,2121,1,Mission,high_intent,tourist,False,61,3,False,False,False,False,False
191,2124,1,Mission,high_intent,business,False,72,3,False,False,False,False,False
192,2126,1,Mission,medium_intent,business,True,71,3,False,False,False,False,False
193,2140,1,Mission,high_intent,tourist,False,76,3,False,False,False,False,False
194,2146,1,Mission,high_intent,international,False,69,3,True,False,False,False,False
195,2149,1,Mission,high_intent,business,False,61,3,False,False,False,False,False
196,2151,1,Mission,high_intent,business,False,55,2,False,False,False,False,False
197,2169,1,Mission,medium_intent,business,False,63,3,False,False,False,False,False
198,2174,1,Mission,high_intent,business,False,72,2,False,False,False,False,False
199,2188,1,Mission,high_intent,tourist,False,69,2,False,False,False,False,False
200,2193,1,Mission,medium_intent,international,True,70,2,True,False,False,False,False
201,2194,1,Mission,browsing,tourist,False,70,3,False,False,False,False,False
202,2201,1,Mission,high_intent,tourist,False,66,2,False,False,False,False,False
203,2204,1,Mission,medium_intent,business,False,76,3,False,False,False,False,False
204,2220,1,Mission,medium_intent,business,False,61,2,False,False,False,False,False
205,2230,1,Mission,high_intent,tourist,False,69,3,False,False,False,False,False
206,2248,1,Mission,high_intent,business,False,61,3,False,False,False,False,False
207,2252,1,Mission,high_intent,tourist,False,61,3,False,False,False,False,False
208,2261,1,Mission,high_intent,business,False,53,3,False,False,False,False,False
209,2265,1,Mission,high_intent,tourist,True,72,3,False,False,False,False,False
210,2285,1,Mission,medium_intent,business,False,64,3,False,False,False,False,False
211,2289,1,Mission,high_intent,business,False,57,2,False,False,False,False,False
212,2294,1,Mission,high_intent,tourist,False,67,3,True,False,False,False,False
213,2362,1,Mission,medium_intent,tourist,False,71,3,False,False,False,False,False
214,2376,1,Mission,medium_intent,business,False,77,3,False,False,False,False,False
215,2378,1,Mission,high_intent,tourist,True,62,3,False,False,False,False,False
216,2385,1,Mission,browsing,business,False,75,3,False,False,False,False,False
217,2388,1,Mission,medium_intent,tourist,False,58,2,False,False,False,False,False
218,2392,1,Mission,medium_intent,tourist,False,55,2,False,False,False,False,False
219,2413,1,Mission,high_intent,tourist,False,52,3,False,False,False,False,True
220,2427,1,Mission,high_intent,tourist,False,54,3,False,False,False,False,False
221,2435,1,Mission,high_intent,tourist,False,77,3,False,False,False,False,False
222,2442,1,Mission,high_intent,business,False,62,3,False,False,False,False,False
223,2454,1,Mission,high_intent,business,False,63,2,False,False,False,False,False
224,2476,1,Mission,high_intent,tourist,True,58,2,False,False,False,False,False
225,2519,1,Mission,browsing,business,True,74,2,True,False,False,False,False
226,2525,1,Mission,high_intent,tourist,False,58,2,False,False,False,False,False
227,2532,1,Mission,high_intent,business,False,76,3,False,False,False,False,False
228,2544,1,Mission,high_intent,business,False,77,3,False,False,False,False,False
229,2569,1,Mission,high_intent,business,False,57,3,True,False,False,False,False
230,2574,1,Mission,medium_intent,business,False,74,2,False,False,False,False,False
231,2577,1,Mission,medium_intent,tourist,False,68,3,False,False,False,False,False
232,2578,1,Mission,medium_intent,tourist,False,68,2,False,False,False,False,False
233,2618,1,Mission,high_intent,business,False,76,3,False,False,False,False,False
234,2620,1,Mission,browsing,tourist,False,54,2,False,False,False,False,False
235,2655,1,Mission,high_intent,tourist,False,70,2,False,False,False,False,False
236,2665,1,Mission,medium_intent,tourist,False,69,3,False,False,False,False,False
237,2669,1,Mission,high_intent,business,False,61,3,True,False,False,False,False
238,2674,1,Mission,browsing,business,False,64,2,False,False,False,False,False
239,2688,1,Mission,high_intent,business,False,70,3,False,False,False,False,False
240,2706,1,Mission,browsing,business,False,58,2,False,False,False,False,False
241,2724,1,Mission,high_intent,tourist,False,56,3,False,False,False,False,False
242,2725,1,Mission,medium_intent,business,False,64,2,False,False,False,False,False
243,2728,1,Mission,medium_intent,business,False,63,3,False,False,False,False,False
244,2735,1,Mission,high_intent,tourist,False,78,3,False,False,False,False,False
245,2743,1,Mission,medium_intent,tourist,False,55,3,False,False,False,False,False
246,2750,1,Mission,high_intent,tourist,False,74,3,False,False,False,False,False
247,2754,1,Mission,high_intent,business,False,57,3,False,False,False,False,False
248,2779,1,Mission,browsing,business,False,78,3,True,False,False,False,False
249,2783,1,Mission,medium_intent,tourist,False,64,3,False,False,False,False,False
250,2829,1,Mission,high_intent,tourist,False,66,3,False,False,False,False,False
251,2834,1,Mission,high_intent,international,True,70,3,False,False,False,False,False
252,2841,1,Mission,high_intent,tourist,False,60,3,False,False,False,False,False
253,2884,1,Mission,medium_intent,tourist,False,59,3,False,False,False,False,False
254,2888,1,Mission,browsing,business,False,77,3,False,False,False,False,False
255,2902,1,Mission,high_intent,business,False,67,3,True,False,False,False,False
256,2909,1,Mission,high_intent,business,False,64,3,False,False,False,False,False
257,2929,1,Mission,medium_intent,tourist,True,72,3,False,False,False,False,False
258,2930,1,Mission,medium_intent,tourist,False,75,3,True,False,False,False,False
259,2941,1,Mission,medium_intent,tourist,False,77,3,False,False,False,False,False
260,2947,1,Mission,medium_intent,tourist,False,53,3,False,False,False,False,False
261,2958,1,Mission,high_intent,business,False,71,3,False,False,False,False,False
262,2976,1,Mission,high_intent,tourist,False,77,3,False,False,False,False,False
263,2980,1,Mission,medium_intent,business,False,62,2,True,False,False,False,False
264,2987,1,Mission,medium_intent,tourist,False,69,3,False,False,False,False,False
265,2990,1,Mission,high_intent,business,True,78,3,False,False,False,False,False
266,3001,1,Mission,high_intent,international,False,59,2,False,False,False,False,False
267,3005,1,Mission,medium_intent,business,False,78,2,False,False,False,False,False
268,3007,1,Mission,high_intent,tourist,False,54,2,False,False,False,False,False
269,3014,1,Mission,high_intent,business,False,58,3,False,False,False,False,False
270,3036,1,Mission,high_intent,tourist,False,56,3,False,False,False,False,False
271,3039,1,Mission,browsing,tourist,False,75,3,False,False,False,False,False
272,3041,1,Mission,high_intent,business,False,63,3,False,False,False,False,False
273,3047,1,Mission,high_intent,tourist,False,69,3,False,False,False,False,False
274,3062,1,Mission,browsing,tourist,False,76,2,False,False,False,False,False
275,3071,1,Mission,medium_intent,tourist,False,60,3,False,False,False,False,False
276,3074,1,Mission,high_intent,tourist,False,65,3,False,False,False,False,False
277,3088,1,Mission,high_intent,tourist,False,54,2,False,False,False,False,False
278,3090,1,Mission,high_intent,business,False,78,3,False,False,False,False,False
279,3096,1,Mission,high_intent,tourist,False,78,3,False,False,False,False,False
280,3126,1,Mission,high_intent,business,False,74,3,False,False,False,False,False
281,3132,1,Mission,high_intent,tourist,False,78,2,False,False,False,False,False
282,3137,1,Mission,browsing,international,False,65,3,True,False,False,False,True
283,3138,1,Mission,medium_intent,tourist,False,58,3,False,False,False,False,False
284,3144,1,Mission,medium_intent,tourist,True,60,3,False,False,False,False,False
285,3161,1,Mission,high_intent,tourist,False,68,3,False,False,False,False,False
286,3174,1,Mission,medium_intent,business,False,66,2,False,False,False,False,False
287,3182,1,Mission,high_intent,business,False,60,3,False,False,False,False,False
288,3196,1,Mission,high_intent,tourist,False,78,3,False,False,False,False,False
289,3199,1,Mission,high_intent,business,False,63,3,True,False,False,False,False
290,3201,1,Mission,high_intent,business,False,58,3,False,False,False,False,False
291,3215,1,Mission,medium_intent,business,True,57,2,False,False,False,False,False
292,3220,1,Mission,browsing,business,False,57,3,False,False,False,False,False
293,3228,1,Mission,high_intent,business,True,73,2,False,False,False,False,False
294,3241,1,Mission,medium_intent,international,False,55,3,False,False,False,False,False
295,3247,1,Mission,medium_intent,international,False,70,3,False,False,False,False,False
296,3260,1,Mission,medium_intent,business,False,55,2,False,False,False,False,False
297,3268,1,Mission,high_intent,tourist,False,63,3,False,False,False,False,False
298,3271,1,Mission,high_intent,tourist,False,76,2,True,False,False,False,False
299,3291,1,Mission,high_intent,tourist,False,70,3,False,False,False,False,False
300,3316,1,Mission,browsing,tourist,False,70,3,False,False,False,False,False
301,3319,1,Mission,high_intent,tourist,False,68,3,False,False,False,False,False
302,3351,1,Mission,medium_intent,tourist,False,56,3,False,False,False,False,False
303,3353,1,Mission,high_intent,business,False,54,3,False,False,False,False,False
304,3367,1,Mission,medium_intent,international,False,70,2,False,False,False,False,False
305,3373,1,Mission,high_intent,tourist,False,55,3,False,False,False,False,False
306,3374,1,Mission,high_intent,tourist,False,67,3,False,False,False,False,False
307,3400,1,Mission,medium_intent,business,False,74,3,False,False,False,False,False
308,3419,1,Mission,medium_intent,business,False,62,3,False,False,False,False,False
309,3438,1,Mission,high_intent,business,True,71,3,False,False,False,False,False
310,3449,1,Mission,browsing,business,False,57,2,False,False,False,False,False
311,3467,1,Mission,high_intent,international,False,78,3,True,False,False,False,False
312,3476,1,Mission,medium_intent,business,False,60,3,False,False,False,False,False
313,3499,1,Mission,high_intent,business,False,53,3,False,False,False,False,False
314,3539,1,Mission,browsing,tourist,False,55,3,False,False,False,False,False
315,3544,1,Mission,high_intent,tourist,False,67,3,False,False,False,False,False
316,3551,1,Mission,medium_intent,international,False,68,3,False,False,False,False,False
317,3556,1,Mission,browsing,international,False,53,3,False,False,False,False,False
318,3570,1,Mission,high_intent,tourist,False,59,2,False,False,False,False,False
319,3574,1,Mission,browsing,business,False,63,3,False,False,False,False,False
320,3576,1,Mission,high_intent,business,True,70,3,False,False,False,False,True
321,3581,1,Mission,medium_intent,business,False,64,3,False,False,False,False,False
322,3597,1,Mission,high_intent,international,False,74,3,False,False,False,False,True
323,3607,1,Mission,medium_intent,business,False,55,3,False,False,False,False,False
324,3610,1,Mission,medium_intent,business,False,53,2,False,False,False,False,False
325,3620,1,Mission,high_intent,business,False,64,3,False,False,False,False,False
326,3624,1,Mission,high_intent,business,False,77,3,False,False,False,False,False
327,3638,1,Mission,high_intent,business,False,68,2,False,False,False,False,False
328,3677,1,Mission,high_intent,tourist,False,71,3,False,False,False,False,False
329,3678,1,Mission,medium_intent,tourist,True,65,2,False,False,False,False,False
330,3722,1,Mission,high_intent,tourist,False,76,3,False,False,False,False,False
331,3729,1,Mission,medium_intent,tourist,False,78,3,False,False,False,False,False
332,3744,1,Mission,medium_intent,business,False,64,2,True,False,False,False,False
333,3775,1,Mission,high_intent,tourist,False,68,3,False,False,False,False,False
334,3778,1,Mission,medium_intent,business,False,68,3,True,False,False,False,False
335,3779,1,Mission,high_intent,tourist,False,68,3,False,False,False,False,False
336,3784,1,Mission,high_intent,business,False,76,3,False,False,False,False,False
337,3795,1,Mission,high_intent,business,False,60,3,False,False,False,False,False
338,3818,1,Mission,high_intent,international,False,61,3,False,False,False,False,False
339,3831,1,Mission,medium_intent,business,False,76,2,False,False,False,False,False
340,3846,1,Mission,medium_intent,business,False,60,3,False,False,False,False,False
341,3849,1,Mission,high_intent,tourist,False,61,3,False,False,False,False,False
342,3869,1,Mission,medium_intent,business,False,55,2,False,False,False,False,False
343,3879,1,Mission,high_intent,tourist,False,55,3,False,False,False,False,False
344,3886,1,Mission,medium_intent,business,False,56,3,False,False,False,False,False
345,3923,1,Mission,high_intent,tourist,False,62,3,False,False,False,False,True
346,3924,1,Mission,high_intent,business,False,61,2,False,False,False,False,False
347,3928,1,Mission,high_intent,business,False,74,2,False,False,False,False,False
348,3938,1,Mission,medium_intent,business,False,67,3,True,False,False,False,False
349,3948,1,Mission,high_intent,business,False,68,3,False,False,False,False,False
350,3954,1,Mission,high_intent,international,True,72,3,False,False,False,False,True
351,4004,1,DealSeeker,medium_intent,tourist,False,258,7,False,False,False,False,False
352,4006,1,DealSeeker,medium_intent,tourist,True,231,8,False,False,False,False,False
353,4008,1,DealSeeker,high_intent,tourist,False,225,8,False,False,False,False,False
354,4081,1,DealSeeker,high_intent,tourist,False,291,7,False,False,False,False,False
355,4099,1,DealSeeker,medium_intent,tourist,False,273,8,True,False,False,False,False
356,4100,1,DealSeeker,high_intent,budget,False,256,8,False,False,False,False,False
357,4117,1,DealSeeker,medium_intent,budget,False,267,7,False,False,False,False,False
358,4129,1,DealSeeker,high_intent,tourist,False,273,7,False,False,False,False,False
359,4144,1,DealSeeker,browsing,tourist,True,198,7,True,False,False,False,False
360,4148,1,DealSeeker,high_intent,budget,False,223,8,False,False,False,False,False
361,4150,1,DealSeeker,medium_intent,tourist,False,279,7,False,False,False,False,False
362,4152,1,DealSeeker,medium_intent,budget,False,292,9,False,False,False,False,False
363,4153,1,DealSeeker,medium_intent,tourist,False,245,7,False,False,False,False,False
364,4154,1,DealSeeker,high_intent,tourist,False,248,9,True,False,False,False,False
365,4160,1,DealSeeker,medium_intent,tourist,False,284,8,False,False,False,False,False
366,4182,1,DealSeeker,medium_intent,budget,False,281,9,False,False,False,False,False
367,4186,1,DealSeeker,high_intent,tourist,False,216,8,True,False,False,False,False
368,4188,1,DealSeeker,high_intent,tourist,False,286,9,True,False,False,False,False
369,4202,1,DealSeeker,medium_intent,tourist,False,233,7,False,False,False,False,False
370,4209,1,DealSeeker,high_intent,tourist,False,268,8,False,False,False,False,False
371,4211,1,DealSeeker,high_intent,tourist,False,273,8,True,False,False,False,False
372,4220,1,DealSeeker,medium_intent,tourist,False,288,8,False,False,False,False,False
373,4222,1,DealSeeker,medium_intent,budget,False,265,7,False,False,False,False,False
374,4225,1,DealSeeker,high_intent,tourist,False,276,7,False,False,False,False,False
375,4233,1,DealSeeker,medium_intent,tourist,False,259,7,True,False,False,False,False
376,4241,1,DealSeeker,medium_intent,budget,False,202,8,True,False,False,False,False
377,4247,1,DealSeeker,medium_intent,tourist,False,215,8,False,False,False,False,False
378,4253,1,DealSeeker,medium_intent,budget,False,277,8,False,False,False,False,False
379,4269,1,DealSeeker,medium_intent,budget,False,241,7,False,False,False,False,False
380,4283,1,DealSeeker,medium_intent,budget,False,256,7,False,False,False,False,False
381,4285,1,DealSeeker,medium_intent,tourist,False,202,9,True,False,False,False,False
382,4304,1,DealSeeker,high_intent,tourist,False,270,8,False,False,False,False,False
383,4307,1,DealSeeker,browsing,tourist,False,236,9,False,False,False,False,False
384,4322,1,DealSeeker,medium_intent,tourist,False,246,7,True,False,False,False,False
385,4336,1,DealSeeker,browsing,tourist,False,198,8,False,False,False,False,False
386,4347,1,DealSeeker,medium_intent,budget,False,220,8,False,False,False,False,False
387,4358,1,DealSeeker,medium_intent,budget,False,240,8,False,False,False,False,False
388,4379,1,DealSeeker,high_intent,tourist,False,210,7,False,False,False,False,False
389,4381,1,DealSeeker,medium_intent,tourist,False,283,8,True,False,False,False,False
390,4400,1,DealSeeker,medium_intent,budget,False,218,8,False,False,False,False,False
391,4436,1,DealSeeker,high_intent,tourist,False,260,8,False,False,False,False,False
