user_id,user_type,city,first_order_date,first_restaurant_type
USR00053,new,Bangalore,2023-07-25,new_restaurant
USR00054,returning,Bangalore,2024-01-18,new_restaurant
USR00055,returning,Bangalore,2023-05-04,new_restaurant
USR00056,returning,Bangalore,2023-01-22,new_restaurant
USR00057,returning,Bangalore,2023-08-14,new_restaurant
USR00058,new,Bangalore,2023-03-02,new_restaurant
USR00059,resurrected,Bangalore,2023-12-05,new_restaurant
USR00060,returning,Bangalore,2024-05-12,new_restaurant
USR00061,returning,Bangalore,2024-08-07,new_restaurant
USR00062,returning,Bangalore,2024-04-29,established
USR00063,returning,Bangalore,2023-04-10,new_restaurant
USR00064,returning,Bangalore,2024-02-25,new_restaurant
USR00065,new,Bangalore,2023-04-11,new_restaurant
USR00066,new,Bangalore,2023-04-22,new_restaurant
USR00067,returning,Bangalore,2024-04-04,new_restaurant
USR00068,returning,Bangalore,2024-04-18,new_restaurant
USR00069,resurrected,Bangalore,2024-03-29,established
USR00070,new,Bangalore,2023-04-11,new_restaurant
USR00071,resurrected,Bangalore,2023-01-16,established
USR00072,resurrected,Bangalore,2023-08-31,new_restaurant
USR00073,returning,Bangalore,2023-08-07,established
USR00074,resurrected,Bangalore,2023-06-18,new_restaurant
USR00075,resurrected,Bangalore,2023-09-29,established
USR00076,new,Bangalore,2023-10-20,new_restaurant
USR00077,resurrected,Bangalore,2024-07-23,new_restaurant
USR00078,returning,Bangalore,2023-07-14,new_restaurant
USR00079,resurrected,Bangalore,2024-08-16,new_restaurant
USR00080,returning,Bangalore,2023-11-18,new_restaurant
USR00081,returning,Bangalore,2024-05-29,established
USR00082,returning,Bangalore,2023-02-28,established
USR00083,returning,Bangalore,2023-07-10,new_restaurant
USR00084,returning,Bangalore,2023-08-29,new_restaurant
USR00085,resurrected,Bangalore,2024-08-06,new_restaurant
USR00086,returning,Bangalore,2023-03-25,new_restaurant
USR00087,returning,Bangalore,2024-06-19,new_restaurant
USR00088,returning,Bangalore,2023-11-18,new_restaurant
USR00089,returning,Bangalore,2023-11-04,new_restaurant
USR00090,resurrected,Bangalore,2023-03-16,new_restaurant
USR00091,returning,Bangalore,2024-07-30,established
USR00092,returning,Bangalore,2023-08-07,new_restaurant
USR00093,returning,Bangalore,2023-12-24,established
USR00094,new,Bangalore,2024-01-14,new_restaurant
USR00095,returning,Bangalore,2024-07-10,new_restaurant
USR00096,returning,Bangalore,2024-06-25,new_restaurant
USR00097,new,Bangalore,2023-11-03,established
USR00098,returning,Bangalore,2023-05-18,new_restaurant
USR00099,new,Bangalore,2024-07-20,new_restaurant
USR00100,returning,Bangalore,2023-08-04,new_restaurant
USR00101,returning,Bangalore,2023-09-28,new_restaurant
USR00102,returning,Bangalore,2023-02-22,new_restaurant
USR00103,returning,Bangalore,2023-10-11,new_restaurant
USR00104,returning,Bangalore,2023-05-14,new_restaurant
USR00105,returning,Bangalore,2024-03-28,new_restaurant
USR00106,returning,Bangalore,2023-01-10,new_restaurant
USR00107,resurrected,Bangalore,2023-06-02,new_restaurant
USR00108,new,Bangalore,2024-08-19,new_restaurant
USR00109,returning,Bangalore,2023-02-12,new_restaurant
USR00110,new,Bangalore,2023-02-10,established
USR00111,returning,Bangalore,2023-09-13,new_restaurant
USR00112,returning,Bangalore,2024-07-27,established
USR00113,returning,Bangalore,2023-06-08,established
USR00114,returning,Bangalore,2023-06-16,established
USR00115,new,Bangalore,2024-02-27,new_restaurant
USR00116,new,Bangalore,2023-12-07,new_restaurant
USR00117,returning,Bangalore,2023-09-12,new_restaurant
USR00118,new,Bangalore,2023-04-21,new_restaurant
USR00119,returning,Bangalore,2024-04-26,new_restaurant
USR00120,new,Bangalore,2024-04-16,new_restaurant
USR00121,new,Bangalore,2023-08-22,new_restaurant
USR00122,new,Bangalore,2024-02-13,new_restaurant
USR00123,new,Bangalore,2023-10-13,new_restaurant
USR00124,returning,Bangalore,2024-07-03,new_restaurant
USR00125,returning,Bangalore,2023-09-25,new_restaurant
USR00126,resurrected,Bangalore,2023-09-29,new_restaurant
USR00127,returning,Bangalore,2023-12-20,new_restaurant
USR00128,returning,Bangalore,2024-06-07,new_restaurant
USR00129,new,Bangalore,2023-07-14,new_restaurant
USR00130,new,Bangalore,2023-01-02,new_restaurant
USR00131,new,Bangalore,2023-07-21,new_restaurant
USR00132,returning,Bangalore,2023-12-05,new_restaurant
USR00133,new,Bangalore,2023-05-08,new_restaurant
USR00134,returning,Bangalore,2023-11-13,new_restaurant
USR00135,returning,Bangalore,2023-10-30,new_restaurant
USR00136,returning,Bangalore,2024-01-24,new_restaurant
USR00137,resurrected,Bangalore,2024-08-05,new_restaurant
USR00138,returning,Bangalore,2023-01-01,new_restaurant
USR00139,returning,Bangalore,2024-08-16,new_restaurant
USR00140,returning,Bangalore,2024-03-28,new_restaurant
USR00141,returning,Bangalore,2024-04-29,new_restaurant
USR00142,resurrected,Bangalore,2023-06-23,new_restaurant
USR00143,returning,Bangalore,2023-12-10,new_restaurant
USR00144,resurrected,Bangalore,2023-08-29,new_restaurant
USR00145,returning,Bangalore,2023-07-23,new_restaurant
USR00146,returning,Bangalore,2024-05-01,new_restaurant
USR00147,new,Bangalore,2024-04-11,new_restaurant
USR00148,returning,Bangalore,2023-07-19,new_restaurant
USR00149,returning,Bangalore,2024-02-14,new_restaurant
USR00150,new,Bangalore,2023-01-06,established
USR00151,new,Bangalore,2023-04-20,new_restaurant
USR00152,returning,Bangalore,2024-06-14,new_restaurant
USR00153,returning,Bangalore,2023-05-05,new_restaurant
USR00154,new,Bangalore,2024-06-27,established
USR00155,returning,Bangalore,2024-03-29,new_restaurant
USR00156,new,Bangalore,2024-05-31,new_restaurant
USR00157,resurrected,Bangalore,2024-04-01,established
USR00158,new,Bangalore,2024-05-01,new_restaurant
USR00159,new,Bangalore,2023-10-11,new_restaurant
USR00160,returning,Bangalore,2023-09-02,new_restaurant
USR00161,returning,Bangalore,2023-10-20,new_restaurant
USR00162,returning,Bangalore,2024-07-07,new_restaurant
USR00163,returning,Bangalore,2024-01-28,new_restaurant
USR00164,new,Bangalore,2023-03-07,new_restaurant
USR00165,returning,Bangalore,2024-04-22,new_restaurant
USR00166,returning,Bangalore,2024-03-06,new_restaurant
USR00167,new,Bangalore,2023-01-21,established
USR00168,new,Bangalore,2024-01-25,new_restaurant
USR00169,resurrected,Bangalore,2023-11-02,new_restaurant
USR00170,new,Bangalore,2024-03-05,new_restaurant
USR00171,new,Bangalore,2023-08-14,new_restaurant
USR00172,returning,Bangalore,2024-05-12,new_restaurant
USR00173,returning,Bangalore,2024-02-19,new_restaurant
USR00174,new,Bangalore,2023-05-11,established
USR00175,returning,Bangalore,2024-02-08,new_restaurant
USR00176,new,Bangalore,2023-03-27,new_restaurant
USR00177,returning,Bangalore,2024-04-17,new_restaurant
USR00178,returning,Bangalore,2023-12-02,new_restaurant
USR00179,returning,Bangalore,2024-01-24,new_restaurant
USR00180,resurrected,Bangalore,2024-03-07,new_restaurant
USR00181,returning,Bangalore,2023-01-20,new_restaurant
USR00182,returning,Bangalore,2023-12-25,new_restaurant
USR00183,returning,Bangalore,2023-02-11,new_restaurant
USR00184,resurrected,Bangalore,2023-07-24,established
USR00185,returning,Bangalore,2023-09-02,new_restaurant
USR00186,new,Bangalore,2024-07-31,established
USR00187,returning,Bangalore,2023-09-20,new_restaurant
USR00188,returning,Bangalore,2023-04-28,new_restaurant
USR00189,returning,Bangalore,2023-11-15,new_restaurant
USR00190,returning,Bangalore,2023-11-16,new_restaurant
USR00191,resurrected,Bangalore,2024-01-20,new_restaurant
USR00192,new,Bangalore,2023-03-19,new_restaurant
USR00193,new,Bangalore,2023-09-06,new_restaurant
USR00194,new,Bangalore,2023-05-04,new_restaurant
USR00195,returning,Bangalore,2023-02-12,new_restaurant
USR00196,returning,Bangalore,2024-01-15,new_restaurant
USR00197,returning,Bangalore,2023-01-13,established
USR00198,new,Bangalore,2023-04-19,new_restaurant
USR00199,returning,Bangalore,2024-04-15,new_restaurant
USR00200,returning,Bangalore,2024-06-18,established
USR00201,returning,Bangalore,2024-07-05,new_restaurant
USR00202,returning,Bangalore,2023-10-02,new_restaurant
USR00203,returning,Bangalore,2023-03-30,new_restaurant
USR00204,returning,Bangalore,2024-04-20,new_restaurant
USR00205,new,Bangalore,2023-12-11,new_restaurant
USR00206,new,Bangalore,2023-07-06,new_restaurant
USR00207,returning,Bangalore,2023-09-22,new_restaurant
USR00208,new,Bangalore,2023-10-10,new_restaurant
USR00209,returning,Bangalore,2023-07-15,new_restaurant
USR00210,new,Bangalore,2024-05-15,new_restaurant
USR00211,returning,Bangalore,2024-05-02,new_restaurant
USR00212,returning,Bangalore,2023-01-18,new_restaurant
USR00213,returning,Bangalore,2023-09-07,new_restaurant
USR00214,returning,Bangalore,2024-04-29,new_restaurant
USR00215,returning,Bangalore,2024-07-17,new_restaurant
USR00216,new,Bangalore,2023-10-05,new_restaurant
USR00217,returning,Bangalore,2023-07-17,new_restaurant
USR00218,new,Bangalore,2023-07-09,new_restaurant
USR00219,new,Bangalore,2023-10-11,new_restaurant
USR00220,resurrected,Bangalore,2024-06-21,new_restaurant
USR00221,resurrected,Bangalore,2023-07-18,new_restaurant
USR00222,returning,Bangalore,2023-11-06,new_restaurant
USR00223,returning,Bangalore,2023-10-08,new_restaurant
USR00224,returning,Bangalore,2023-10-27,new_restaurant
USR00225,returning,Bangalore,2024-05-17,new_restaurant
USR00226,returning,Bangalore,2023-10-19,new_restaurant
USR00227,returning,Bangalore,2023-07-08,established
USR00228,returning,Bangalore,2024-05-04,new_restaurant
USR00229,returning,Bangalore,2024-05-18,new_restaurant
USR00230,returning,Bangalore,2023-02-24,new_restaurant
USR00231,new,Bangalore,2023-11-08,new_restaurant
USR00232,returning,Bangalore,2024-07-25,new_restaurant
USR00233,returning,Bangalore,2023-08-20,new_restaurant
USR00234,returning,Bangalore,2024-03-29,new_restaurant
USR00235,returning,Bangalore,2024-03-15,new_restaurant
USR00236,returning,Bangalore,2023-04-12,established
USR00237,returning,Bangalore,2023-08-05,new_restaurant
USR00238,returning,Bangalore,2023-09-03,new_restaurant
USR00239,returning,Bangalore,2023-01-03,new_restaurant
USR00240,new,Bangalore,2024-04-26,new_restaurant
USR00241,returning,Bangalore,2023-10-17,new_restaurant
USR00242,returning,Bangalore,2023-08-28,established
USR00243,new,Bangalore,2023-07-22,new_restaurant
USR00244,returning,Bangalore,2023-06-02,established
USR00245,new,Bangalore,2023-03-15,new_restaurant
USR00246,new,Bangalore,2024-08-05,established
USR00247,returning,Bangalore,2024-04-24,new_restaurant
USR00248,new,Bangalore,2023-10-06,new_restaurant
USR00249,returning,Bangalore,2023-03-24,new_restaurant
USR00250,new,Bangalore,2023-11-27,new_restaurant
USR00251,returning,Bangalore,2023-08-23,established
USR00252,new,Bangalore,2024-08-12,new_restaurant
USR00253,returning,Bangalore,2023-10-03,new_restaurant
USR00254,new,Bangalore,2023-06-29,new_restaurant
USR00255,new,Bangalore,2023-10-12,new_restaurant
USR00256,returning,Bangalore,2024-05-18,established
USR00257,returning,Bangalore,2024-02-23,new_restaurant
USR00258,new,Bangalore,2023-06-14,new_restaurant
USR00259,new,Bangalore,2023-10-23,new_restaurant
USR00260,returning,Bangalore,2024-07-17,new_restaurant
USR00261,returning,Bangalore,2023-09-16,new_restaurant
USR00262,resurrected,Bangalore,2024-02-18,established
USR00263,new,Bangalore,2023-01-02,new_restaurant
USR00264,returning,Bangalore,2024-02-28,new_restaurant
USR00265,returning,Bangalore,2024-05-25,new_restaurant
USR00266,new,Bangalore,2023-07-28,new_restaurant
USR00267,returning,Bangalore,2023-10-22,new_restaurant
USR00268,new,Bangalore,2023-05-05,new_restaurant
USR00269,returning,Bangalore,2023-09-03,new_restaurant
USR00270,returning,Bangalore,2023-01-15,new_restaurant
USR00271,returning,Bangalore,2023-04-27,new_restaurant
USR00272,returning,Bangalore,2023-06-07,new_restaurant
USR00273,new,Bangalore,2024-06-05,new_restaurant
USR00274,returning,Bangalore,2024-05-09,established
USR00275,returning,Bangalore,2024-07-18,new_restaurant
USR00276,returning,Bangalore,2024-06-04,new_restaurant
USR00277,returning,Bangalore,2023-03-13,new_restaurant
USR00278,new,Bangalore,2024-02-29,new_restaurant
USR00279,new,Bangalore,2023-10-01,established
USR00280,returning,Bangalore,2023-11-02,established
USR00281,returning,Bangalore,2024-05-16,established
USR00282,returning,Bangalore,2024-05-10,new_restaurant
USR00283,returning,Bangalore,2024-07-10,new_restaurant
USR00284,resurrected,Bangalore,2023-07-13,established
USR00285,returning,Bangalore,2024-01-28,new_restaurant
USR00286,new,Bangalore,2023-02-14,new_restaurant
USR00287,returning,Bangalore,2024-01-26,new_restaurant
USR00288,new,Bangalore,2023-06-05,new_restaurant
USR00289,returning,Bangalore,2024-05-29,established
USR00290,returning,Bangalore,2023-04-13,established
USR00291,returning,Bangalore,2024-06-22,established
USR00292,returning,Bangalore,2023-05-28,new_restaurant
USR00293,new,Bangalore,2023-06-08,new_restaurant
USR00294,new,Bangalore,2023-09-29,new_restaurant
USR00295,new,Bangalore,2023-03-24,established
USR00296,new,Bangalore,2024-06-30,new_restaurant
USR00297,returning,Bangalore,2024-05-14,established
USR00298,returning,Bangalore,2023-03-12,new_restaurant
USR00299,new,Bangalore,2023-10-22,established
USR00300,new,Bangalore,2024-03-20,established
USR00301,new,Bangalore,2023-04-13,new_restaurant
USR00302,new,Bangalore,2023-01-30,new_restaurant
USR00303,new,Bangalore,2023-10-28,new_restaurant
USR00304,returning,Bangalore,2023-09-08,new_restaurant
USR00305,returning,Bangalore,2023-07-04,new_restaurant
USR00306,returning,Bangalore,2024-01-27,new_restaurant
USR00307,returning,Bangalore,2024-08-20,new_restaurant
USR00308,returning,Bangalore,2023-09-18,new_restaurant
USR00309,new,Bangalore,2024-04-21,established
USR00310,new,Bangalore,2023-06-11,new_restaurant
USR00311,resurrected,Bangalore,2023-11-03,new_restaurant
USR00312,returning,Bangalore,2023-09-14,new_restaurant
USR00313,returning,Bangalore,2024-01-29,established
USR00314,returning,Bangalore,2024-01-26,new_restaurant
USR00315,returning,Bangalore,2023-10-30,new_restaurant
USR00316,new,Bangalore,2024-02-10,new_restaurant
USR00317,returning,Bangalore,2023-02-20,established
USR00318,new,Bangalore,2023-10-21,new_restaurant
USR00319,returning,Bangalore,2023-12-27,new_restaurant
USR00320,returning,Bangalore,2023-09-14,new_restaurant
USR00321,new,Bangalore,2023-05-21,new_restaurant
USR00322,resurrected,Bangalore,2023-02-10,new_restaurant
USR00323,returning,Bangalore,2024-08-16,new_restaurant
USR00324,returning,Bangalore,2023-10-30,new_restaurant
USR00325,returning,Bangalore,2023-07-25,new_restaurant
USR00326,returning,Bangalore,2024-01-10,new_restaurant
USR00327,resurrected,Bangalore,2023-06-18,new_restaurant
USR00328,new,Bangalore,2024-05-08,established
USR00329,returning,Bangalore,2023-12-13,established
USR00330,returning,Bangalore,2023-03-19,new_restaurant
USR00331,resurrected,Bangalore,2024-02-11,established
USR00332,new,Bangalore,2024-01-10,new_restaurant
USR00333,returning,Bangalore,2023-09-28,new_restaurant
USR00334,returning,Bangalore,2023-09-26,new_restaurant
USR00335,new,Bangalore,2024-01-16,new_restaurant
USR00336,returning,Bangalore,2023-01-26,new_restaurant
USR00337,resurrected,Bangalore,2023-12-02,established
USR00338,returning,Bangalore,2023-03-06,new_restaurant
USR00339,returning,Bangalore,2023-11-06,new_restaurant
USR00340,returning,Bangalore,2023-02-16,established
USR00341,returning,Bangalore,2024-05-19,new_restaurant
USR00342,returning,Bangalore,2024-07-04,new_restaurant
USR00343,returning,Bangalore,2024-07-07,new_restaurant
USR00344,new,Bangalore,2023-06-08,established
USR00345,new,Bangalore,2024-05-16,new_restaurant
USR00346,resurrected,Bangalore,2023-10-14,new_restaurant
USR00347,returning,Bangalore,2024-03-30,new_restaurant
USR00348,returning,Bangalore,2024-01-07,new_restaurant
USR00349,new,Bangalore,2024-07-11,established
USR00350,returning,Bangalore,2023-03-04,new_restaurant
USR00351,returning,Bangalore,2023-05-06,established
USR00352,new,Bangalore,2023-04-04,new_restaurant
USR00353,returning,Bangalore,2023-01-22,new_restaurant
USR00354,returning,Bangalore,2023-05-09,new_restaurant
USR00355,returning,Bangalore,2024-07-21,new_restaurant
USR00356,returning,Bangalore,2023-08-27,new_restaurant
USR00357,returning,Bangalore,2023-01-03,new_restaurant
USR00358,resurrected,Bangalore,2023-05-14,new_restaurant
USR00359,new,Bangalore,2023-04-23,new_restaurant
USR00360,returning,Bangalore,2023-01-16,new_restaurant
USR00361,new,Bangalore,2023-11-28,new_restaurant
USR00362,returning,Bangalore,2023-05-10,new_restaurant
USR00363,returning,Bangalore,2023-03-07,new_restaurant
USR00364,new,Bangalore,2024-06-09,new_restaurant
USR00365,returning,Bangalore,2023-08-15,established
USR00366,returning,Bangalore,2024-06-17,new_restaurant
USR00367,returning,Bangalore,2023-02-01,new_restaurant
USR00368,returning,Bangalore,2024-02-16,new_restaurant
USR00369,returning,Bangalore,2024-03-30,new_restaurant
USR00370,returning,Bangalore,2023-06-01,new_restaurant
USR00371,returning,Bangalore,2024-08-22,new_restaurant
USR00372,returning,Bangalore,2024-06-27,new_restaurant
USR00373,returning,Bangalore,2024-03-16,new_restaurant
USR00374,new,Bangalore,2024-07-18,new_restaurant
USR00375,returning,Bangalore,2024-04-07,established
USR00376,returning,Bangalore,2024-04-09,new_restaurant
USR00377,new,Bangalore,2023-11-17,new_restaurant
USR00378,new,Bangalore,2024-01-19,established
USR00379,new,Bangalore,2024-04-30,new_restaurant
USR00380,new,Bangalore,2023-04-06,new_restaurant
USR00381,new,Bangalore,2024-01-17,established
USR00382,returning,Bangalore,2024-08-23,established
USR00383,returning,Bangalore,2023-05-06,new_restaurant
USR00384,new,Bangalore,2024-03-09,established
USR00385,new,Bangalore,2023-10-22,new_restaurant
USR00386,returning,Bangalore,2024-08-14,new_restaurant
USR00387,returning,Bangalore,2024-05-08,new_restaurant
USR00388,returning,Bangalore,2024-07-23,new_restaurant
USR00389,new,Bangalore,2024-08-10,new_restaurant
USR00390,returning,Bangalore,2024-07-28,established
USR00391,new,Bangalore,2024-07-24,new_restaurant
USR00392,resurrected,Bangalore,2023-10-01,new_restaurant
USR00393,returning,Bangalore,2023-11-13,established
USR00394,returning,Bangalore,2023-07-05,established
USR00395,returning,Bangalore,2024-02-15,new_restaurant
USR00396,new,Bangalore,2023-02-01,new_restaurant
USR00397,returning,Bangalore,2024-01-21,new_restaurant
USR00398,returning,Bangalore,2024-01-14,new_restaurant
USR00399,returning,Bangalore,2024-08-04,new_restaurant
USR00400,new,Bangalore,2023-06-09,new_restaurant
USR00401,returning,Bangalore,2023-03-25,new_restaurant
USR00402,new,Bangalore,2024-05-12,new_restaurant
USR00403,returning,Bangalore,2023-08-09,new_restaurant
USR00404,returning,Bangalore,2024-03-16,new_restaurant
USR00405,new,Bangalore,2024-05-13,new_restaurant
USR00406,returning,Bangalore,2023-08-14,new_restaurant
USR00407,returning,Bangalore,2023-01-08,new_restaurant
USR00408,resurrected,Bangalore,2023-05-21,new_restaurant
USR00409,returning,Bangalore,2023-05-03,new_restaurant
USR00410,new,Bangalore,2023-06-29,new_restaurant
USR00411,returning,Bangalore,2023-08-24,new_restaurant
USR00412,new,Bangalore,2023-12-29,new_restaurant
USR00413,new,Bangalore,2023-02-13,new_restaurant
USR00414,returning,Bangalore,2023-03-21,established
USR00415,returning,Bangalore,2024-08-10,new_restaurant
USR00416,returning,Bangalore,2023-10-24,new_restaurant
USR00417,returning,Bangalore,2023-11-29,new_restaurant
USR00418,resurrected,Bangalore,2024-04-16,established
USR00419,resurrected,Bangalore,2023-04-01,new_restaurant
USR00420,returning,Bangalore,2024-03-22,new_restaurant
USR00421,returning,Bangalore,2024-02-10,established
USR00422,new,Bangalore,2023-08-15,new_restaurant
USR00423,returning,Bangalore,2024-06-06,new_restaurant
USR00424,returning,Bangalore,2023-07-18,established
USR00425,returning,Bangalore,2023-06-01,new_restaurant
USR00426,returning,Bangalore,2023-07-22,new_restaurant
USR00427,returning,Bangalore,2023-03-19,new_restaurant
USR00428,new,Bangalore,2024-05-20,new_restaurant
USR00429,returning,Bangalore,2024-08-16,new_restaurant
USR00430,resurrected,Bangalore,2024-08-01,new_restaurant
USR00431,resurrected,Bangalore,2023-11-27,established
USR00432,returning,Bangalore,2023-06-04,new_restaurant
USR00433,returning,Bangalore,2023-11-07,new_restaurant
USR00434,returning,Bangalore,2023-12-27,new_restaurant
USR00435,returning,Bangalore,2024-04-07,new_restaurant
USR00436,returning,Bangalore,2023-10-21,new_restaurant
USR00437,new,Bangalore,2023-04-03,new_restaurant
USR00438,returning,Bangalore,2024-04-18,new_restaurant
USR00439,resurrected,Bangalore,2023-02-12,new_restaurant
USR00440,new,Bangalore,2023-07-12,new_restaurant
USR00441,returning,Bangalore,2023-06-04,established
USR00442,returning,Bangalore,2023-12-18,established
USR00443,returning,Bangalore,2023-06-26,new_restaurant
USR00444,new,Bangalore,2024-03-25,new_restaurant
USR00445,returning,Bangalore,2024-01-08,new_restaurant
USR00446,returning,Bangalore,2024-02-23,new_restaurant
USR00447,new,Bangalore,2023-02-23,new_restaurant
USR00448,returning,Bangalore,2023-03-09,new_restaurant
USR00449,returning,Bangalore,2024-01-31,new_restaurant
USR00450,new,Bangalore,2023-06-03,new_restaurant
USR00451,returning,Bangalore,2023-05-25,established
USR00452,returning,Bangalore,2024-02-06,new_restaurant
USR00453,new,Bangalore,2023-03-28,new_restaurant
USR00454,returning,Bangalore,2023-12-03,established
USR00455,new,Bangalore,2024-06-23,new_restaurant
USR00456,new,Bangalore,2024-06-04,new_restaurant
USR00457,returning,Bangalore,2023-07-04,established
USR00458,returning,Bangalore,2024-05-12,new_restaurant
USR00459,resurrected,Bangalore,2023-06-08,new_restaurant
USR00460,new,Bangalore,2023-04-14,new_restaurant
USR00461,returning,Bangalore,2024-06-23,new_restaurant
USR00462,returning,Bangalore,2023-05-15,new_restaurant
USR00463,returning,Bangalore,2023-07-05,established
USR00464,new,Bangalore,2023-06-19,new_restaurant
USR00465,returning,Bangalore,2024-01-09,new_restaurant
USR00466,returning,Bangalore,2024-03-30,new_restaurant
USR00467,new,Bangalore,2024-04-04,new_restaurant
USR00468,returning,Bangalore,2024-04-25,established
USR00469,returning,Bangalore,2024-08-07,established
USR00470,returning,Bangalore,2023-10-16,new_restaurant
USR00471,returning,Bangalore,2024-03-04,established
USR00472,new,Bangalore,2023-05-22,established
USR00473,returning,Bangalore,2024-05-07,established
USR00474,returning,Bangalore,2023-04-16,new_restaurant
USR00475,returning,Bangalore,2023-05-08,new_restaurant
USR00476,new,Bangalore,2023-10-07,new_restaurant
USR00477,returning,Bangalore,2024-03-23,new_restaurant
USR00478,resurrected,Bangalore,2024-04-06,established
USR00479,resurrected,Bangalore,2024-02-29,new_restaurant
USR00480,returning,Bangalore,2023-08-30,new_restaurant
USR00481,returning,Bangalore,2023-08-18,new_restaurant
USR00482,resurrected,Bangalore,2023-12-10,new_restaurant
USR00483,returning,Bangalore,2023-10-21,established
USR00484,returning,Bangalore,2023-05-23,new_restaurant
USR00485,returning,Bangalore,2023-01-06,established
USR00486,returning,Bangalore,2023-08-09,established
USR00487,returning,Bangalore,2024-06-24,new_restaurant
USR00488,new,Bangalore,2023-09-01,new_restaurant
USR00489,returning,Bangalore,2024-03-05,new_restaurant
USR00490,returning,Bangalore,2023-03-06,new_restaurant
USR00491,resurrected,Bangalore,2024-07-02,new_restaurant
USR00492,returning,Bangalore,2023-09-05,new_restaurant
USR00493,returning,Bangalore,2023-01-02,new_restaurant
USR00494,returning,Bangalore,2024-03-02,new_restaurant
USR00495,new,Bangalore,2024-06-20,established
USR00496,returning,Bangalore,2024-06-22,new_restaurant
USR00497,new,Bangalore,2024-06-03,new_restaurant
USR00498,returning,Bangalore,2024-04-26,new_restaurant
USR00499,returning,Bangalore,2024-01-18,new_restaurant
USR00500,returning,Bangalore,2023-03-11,new_restaurant
USR00501,new,Bangalore,2023-04-17,new_restaurant
USR00502,new,Bangalore,2023-12-07,new_restaurant
USR00503,returning,Bangalore,2023-12-13,established
USR00504,returning,Bangalore,2024-04-20,established
USR00505,returning,Bangalore,2023-07-06,established
USR00506,returning,Bangalore,2024-04-13,new_restaurant
USR00507,returning,Bangalore,2023-07-24,established
USR00508,returning,Bangalore,2023-11-14,new_restaurant
USR00509,resurrected,Bangalore,2024-07-10,new_restaurant
USR00510,returning,Bangalore,2023-07-15,new_restaurant
USR00511,new,Bangalore,2023-02-18,established
USR00512,returning,Bangalore,2023-05-08,new_restaurant
USR00513,returning,Bangalore,2024-02-14,new_restaurant
USR00514,new,Bangalore,2024-01-31,new_restaurant
USR00515,returning,Bangalore,2024-05-24,new_restaurant
USR00516,new,Bangalore,2023-10-01,established
USR00517,new,Bangalore,2023-03-22,new_restaurant
USR00518,resurrected,Bangalore,2023-07-04,new_restaurant
