order_id,user_id,restaurant_id,order_date,order_status,cuisine_type,delivery_area,city,gmv,user_type
ORD0000103,USR03236,RST101,2024-10-14,completed,Biryani,north_bangalore,Bangalore,372,returning
ORD0000104,USR01073,RST101,2024-10-14,completed,Biryani,north_bangalore,Bangalore,388,returning
ORD0000105,USR04255,RST101,2024-10-14,completed,Biryani,north_bangalore,Bangalore,302,returning
ORD0000106,USR03332,RST101,2024-10-14,completed,Biryani,north_bangalore,Bangalore,199,resurrected
ORD0000107,USR04819,RST101,2024-10-14,completed,Biryani,north_bangalore,Bangalore,339,returning
ORD0000108,USR02020,RST101,2024-10-14,completed,Biryani,north_bangalore,Bangalore,190,returning
ORD0000109,USR03000,RST101,2024-10-14,completed,Biryani,north_bangalore,Bangalore,333,returning
ORD0000110,USR04220,RST101,2024-10-14,completed,Biryani,north_bangalore,Bangalore,242,returning
ORD0000111,USR04030,RST101,2024-10-14,completed,Biryani,north_bangalore,Bangalore,272,returning
ORD0000112,USR01781,RST101,2024-10-14,completed,Biryani,north_bangalore,Bangalore,283,returning
ORD0000113,USR00822,RST101,2024-10-14,completed,Biryani,north_bangalore,Bangalore,218,returning
ORD0000114,USR03275,RST101,2024-10-14,completed,Biryani,north_bangalore,Bangalore,262,returning
ORD0000115,USR00333,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,390,returning
ORD0000116,USR03668,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,190,returning
ORD0000117,USR00267,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,193,returning
ORD0000118,USR01571,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,399,returning
ORD0000119,USR02956,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,381,returning
ORD0000120,USR04875,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,342,returning
ORD0000121,USR03351,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,196,returning
ORD0000122,USR00319,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,401,resurrected
ORD0000123,USR03372,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,322,returning
ORD0000124,USR04683,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,340,returning
ORD0000125,USR04080,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,301,returning
ORD0000126,USR01624,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,276,returning
ORD0000127,USR01261,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,196,returning
ORD0000128,USR01583,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,196,returning
ORD0000129,USR02540,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,255,returning
ORD0000130,USR03329,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,351,returning
ORD0000131,USR01981,RST102,2024-10-14,cancelled,Biryani,north_bangalore,Bangalore,220,returning
ORD0000132,USR02664,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,213,new
ORD0000133,USR04605,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,290,new
ORD0000134,USR01992,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,244,resurrected
ORD0000135,USR00275,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,254,new
ORD0000136,USR04003,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,270,returning
ORD0000137,USR02384,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,401,new
ORD0000138,USR01247,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,238,returning
ORD0000139,USR02361,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,354,returning
ORD0000140,USR01287,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,413,resurrected
ORD0000141,USR04258,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,276,returning
ORD0000142,USR01808,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,311,new
ORD0000143,USR03382,RST102,2024-10-14,cancelled,Biryani,north_bangalore,Bangalore,415,returning
ORD0000144,USR01488,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,274,returning
ORD0000145,USR04428,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,225,returning
ORD0000146,USR01784,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,214,returning
ORD0000147,USR04427,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,356,returning
ORD0000148,USR01871,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,194,returning
ORD0000149,USR01884,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,414,returning
ORD0000150,USR04829,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,229,new
ORD0000151,USR01683,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,406,returning
ORD0000152,USR02502,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,386,returning
ORD0000153,USR00675,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,362,returning
ORD0000154,USR03353,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,404,returning
ORD0000155,USR03475,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,230,returning
ORD0000156,USR00608,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,230,returning
ORD0000157,USR00909,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,262,returning
ORD0000158,USR00265,RST102,2024-10-14,cancelled,Biryani,north_bangalore,Bangalore,398,new
ORD0000159,USR00507,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,415,resurrected
ORD0000160,USR04808,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,374,returning
ORD0000161,USR02471,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,308,returning
ORD0000162,USR04926,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,401,returning
ORD0000163,USR00056,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,227,returning
ORD0000164,USR00183,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,187,resurrected
ORD0000165,USR02156,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,208,new
ORD0000166,USR03790,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,183,returning
ORD0000167,USR02404,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,343,returning
ORD0000168,USR01717,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,390,returning
ORD0000169,USR00802,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,412,resurrected
ORD0000170,USR00022,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,354,new
ORD0000171,USR02356,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,268,returning
ORD0000172,USR00390,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,334,returning
ORD0000173,USR00823,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,343,new
ORD0000174,USR01853,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,254,returning
ORD0000175,USR02518,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,267,returning
ORD0000176,USR03724,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,284,returning
ORD0000177,USR04589,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,235,returning
ORD0000178,USR03248,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,241,returning
ORD0000179,USR02158,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,199,returning
ORD0000180,USR00242,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,399,returning
ORD0000181,USR00882,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,284,returning
ORD0000182,USR00287,RST102,2024-10-14,cancelled,Biryani,north_bangalore,Bangalore,341,new
ORD0000183,USR02170,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,419,returning
ORD0000184,USR02780,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,370,resurrected
ORD0000185,USR04405,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,371,returning
ORD0000186,USR04936,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,420,new
ORD0000187,USR01293,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,194,new
ORD0000188,USR01358,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,281,returning
ORD0000189,USR00588,RST102,2024-10-14,cancelled,Biryani,north_bangalore,Bangalore,375,new
ORD0000190,USR01039,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,198,returning
ORD0000191,USR04717,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,224,returning
ORD0000192,USR01659,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,271,new
ORD0000193,USR02742,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,226,returning
ORD0000194,USR00734,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,396,returning
ORD0000195,USR04818,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,411,returning
ORD0000196,USR01398,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,392,resurrected
ORD0000197,USR04738,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,209,resurrected
ORD0000198,USR03537,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,315,returning
ORD0000199,USR04935,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,256,returning
ORD0000200,USR04251,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,368,resurrected
ORD0000201,USR00923,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,234,returning
ORD0000202,USR02388,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,211,returning
ORD0000203,USR04251,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,356,returning
ORD0000204,USR03848,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,309,new
ORD0000205,USR03598,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,196,returning
ORD0000206,USR01846,RST102,2024-10-14,cancelled,Biryani,north_bangalore,Bangalore,419,returning
ORD0000207,USR02910,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,329,resurrected
ORD0000208,USR02554,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,360,new
ORD0000209,USR03968,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,339,returning
ORD0000210,USR02396,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,348,new
ORD0000211,USR03523,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,374,returning
ORD0000212,USR04629,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,374,returning
ORD0000213,USR02932,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,313,returning
ORD0000214,USR03412,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,328,new
ORD0000215,USR03621,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,264,returning
ORD0000216,USR01903,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,308,returning
ORD0000217,USR03624,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,399,returning
ORD0000218,USR01172,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,207,new
ORD0000219,USR04936,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,237,new
ORD0000220,USR00953,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,290,new
ORD0000221,USR03569,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,194,resurrected
ORD0000222,USR04443,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,322,returning
ORD0000223,USR02524,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,297,returning
ORD0000224,USR00211,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,224,returning
ORD0000225,USR01990,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,365,returning
ORD0000226,USR03853,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,351,returning
ORD0000227,USR02325,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,410,returning
ORD0000228,USR00936,RST102,2024-10-14,completed,Biryani,north_bangalore,Bangalore,323,returning
ORD0000229,USR01841,RST103,2024-10-14,completed,Biryani,north_bangalore,Bangalore,409,new
ORD0000230,USR02593,RST103,2024-10-14,completed,Biryani,north_bangalore,Bangalore,210,new
ORD0000231,USR04415,RST103,2024-10-14,completed,Biryani,north_bangalore,Bangalore,291,returning
ORD0000232,USR03500,RST103,2024-10-14,completed,Biryani,north_bangalore,Bangalore,380,new
ORD0000233,USR03745,RST103,2024-10-14,completed,Biryani,north_bangalore,Bangalore,319,new
ORD0000234,USR02773,RST103,2024-10-14,completed,Biryani,north_bangalore,Bangalore,203,returning
ORD0000235,USR02431,RST103,2024-10-14,completed,Biryani,north_bangalore,Bangalore,268,returning
ORD0000236,USR00485,RST103,2024-10-14,cancelled,Biryani,north_bangalore,Bangalore,235,resurrected
ORD0000237,USR03089,RST103,2024-10-14,completed,Biryani,north_bangalore,Bangalore,205,new
ORD0000238,USR04360,RST103,2024-10-14,completed,Biryani,north_bangalore,Bangalore,376,new
ORD0000239,USR03371,RST103,2024-10-14,completed,Biryani,north_bangalore,Bangalore,266,returning
ORD0000240,USR04742,RST103,2024-10-14,completed,Biryani,north_bangalore,Bangalore,395,returning
ORD0000241,USR01732,RST103,2024-10-14,completed,Biryani,north_bangalore,Bangalore,218,returning
ORD0000242,USR04882,RST103,2024-10-14,completed,Biryani,north_bangalore,Bangalore,310,returning
ORD0000243,USR00274,RST103,2024-10-14,completed,Biryani,north_bangalore,Bangalore,393,new
ORD0000244,USR03063,RST103,2024-10-14,cancelled,Biryani,north_bangalore,Bangalore,180,new
ORD0000245,USR03287,RST103,2024-10-14,completed,Biryani,north_bangalore,Bangalore,280,returning
ORD0000246,USR02471,RST103,2024-10-14,completed,Biryani,north_bangalore,Bangalore,194,returning
ORD0000247,USR04819,RST103,2024-10-14,completed,Biryani,north_bangalore,Bangalore,231,returning
ORD0000248,USR04257,RST103,2024-10-14,completed,Biryani,north_bangalore,Bangalore,336,returning
ORD0000249,USR00178,RST103,2024-10-14,completed,Biryani,north_bangalore,Bangalore,196,returning
ORD0000250,USR00373,RST103,2024-10-14,completed,Biryani,north_bangalore,Bangalore,251,returning
ORD0000251,USR03994,RST103,2024-10-14,completed,Biryani,north_bangalore,Bangalore,399,returning
ORD0000252,USR00366,RST103,2024-10-14,completed,Biryani,north_bangalore,Bangalore,378,returning
ORD0000253,USR03993,RST103,2024-10-14,completed,Biryani,north_bangalore,Bangalore,403,returning
ORD0000254,USR02846,RST103,2024-10-14,completed,Biryani,north_bangalore,Bangalore,340,returning
ORD0000255,USR04629,RST103,2024-10-14,completed,Biryani,north_bangalore,Bangalore,343,returning
ORD0000256,USR00111,RST103,2024-10-14,completed,Biryani,north_bangalore,Bangalore,292,new
ORD0000257,USR01819,RST103,2024-10-14,completed,Biryani,north_bangalore,Bangalore,194,returning
ORD0000258,USR02891,RST103,2024-10-14,completed,Biryani,north_bangalore,Bangalore,365,new
ORD0000259,USR02617,RST103,2024-10-14,completed,Biryani,north_bangalore,Bangalore,332,returning
ORD0000260,USR00134,RST103,2024-10-14,completed,Biryani,north_bangalore,Bangalore,203,returning
ORD0000261,USR03157,RST103,2024-10-14,completed,Biryani,north_bangalore,Bangalore,391,returning
ORD0000262,USR02444,RST103,2024-10-14,completed,Biryani,north_bangalore,Bangalore,221,resurrected
ORD0000263,USR03819,RST103,2024-10-14,completed,Biryani,north_bangalore,Bangalore,379,returning
ORD0000264,USR02520,RST103,2024-10-14,completed,Biryani,north_bangalore,Bangalore,352,resurrected
ORD0000265,USR00449,RST103,2024-10-14,completed,Biryani,north_bangalore,Bangalore,230,resurrected
ORD0000266,USR01522,RST103,2024-10-14,completed,Biryani,north_bangalore,Bangalore,213,returning
ORD0000267,USR02020,RST103,2024-10-14,completed,Biryani,north_bangalore,Bangalore,418,returning
ORD0000268,USR02209,RST103,2024-10-14,completed,Biryani,north_bangalore,Bangalore,282,resurrected
ORD0000269,USR03478,RST103,2024-10-14,cancelled,Biryani,north_bangalore,Bangalore,298,resurrected
ORD0000270,USR01101,RST103,2024-10-14,completed,Biryani,north_bangalore,Bangalore,200,returning
ORD0000271,USR00002,RST103,2024-10-14,completed,Biryani,north_bangalore,Bangalore,236,returning
ORD0000272,USR01560,RST103,2024-10-14,completed,Biryani,north_bangalore,Bangalore,351,new
ORD0000273,USR03001,RST103,2024-10-14,completed,Biryani,north_bangalore,Bangalore,326,returning
ORD0000274,USR02397,RST103,2024-10-14,completed,Biryani,north_bangalore,Bangalore,235,returning
ORD0000275,USR04254,RST103,2024-10-14,completed,Biryani,north_bangalore,Bangalore,258,returning
ORD0000276,USR00334,RST103,2024-10-14,completed,Biryani,north_bangalore,Bangalore,223,returning
ORD0000277,USR02075,RST103,2024-10-14,completed,Biryani,north_bangalore,Bangalore,401,returning
ORD0000278,USR03269,RST103,2024-10-14,completed,Biryani,north_bangalore,Bangalore,389,returning
ORD0000279,USR01784,RST103,2024-10-14,completed,Biryani,north_bangalore,Bangalore,193,returning
ORD0000280,USR01367,RST103,2024-10-14,completed,Biryani,north_bangalore,Bangalore,392,returning
ORD0000281,USR03016,RST103,2024-10-14,completed,Biryani,north_bangalore,Bangalore,417,returning
ORD0000282,USR02976,RST103,2024-10-14,completed,Biryani,north_bangalore,Bangalore,307,returning
ORD0000283,USR01143,RST103,2024-10-14,cancelled,Biryani,north_bangalore,Bangalore,199,resurrected
